# z rho(z) P(z) g(z) n(z) K(z) phi(z) B(z)
6.747230400000000052e+22 1.018344675180462082e-26 1.428804267692393820e-11 9.087313825166101282e-09 1.034878868320744313e-02 2.811492742597463490e+01 4.732705827776081250e+14 8.335839927667599582e-06
6.754636800000000000e+22 1.017856296487802537e-26 1.428119040404100215e-11 9.087369098965204440e-09 1.034382560144259805e-02 2.812391994207988333e+01 4.739436276390175625e+14 8.335839927667599582e-06
6.762043199999999948e+22 1.017368149058217966e-26 1.427434137593045614e-11 9.087423845006099735e-09 1.033886486985716863e-02 2.813291538888545062e+01 4.746166765747933750e+14 8.335839927667599582e-06
6.769449599999999895e+22 1.016880232811867447e-26 1.426749559147208113e-11 9.087478068324718983e-09 1.033390648763978306e-02 2.814191376684259538e+01 4.752897295460091250e+14 8.335839927667599582e-06
6.776855999999999843e+22 1.016392547668622217e-26 1.426065304954161589e-11 9.087531773909010910e-09 1.032895045397614134e-02 2.815091507640752866e+01 4.759627865140996875e+14 8.335839927667599582e-06
6.784262399999999790e+22 1.015905093548066090e-26 1.425381374901076506e-11 9.087584966699381206e-09 1.032399676804902564e-02 2.815991931804132165e+01 4.766358474408613750e+14 8.335839927667599582e-06
6.791668799999999738e+22 1.015417870369494465e-26 1.424697768874719916e-11 9.087637651589145827e-09 1.031904542903828818e-02 2.816892649221002642e+01 4.773089122884520625e+14 8.335839927667599582e-06
6.799075199999999685e+22 1.014930878051916182e-26 1.424014486761454813e-11 9.087689833424992553e-09 1.031409643612086514e-02 2.817793659938461204e+01 4.779819810193911875e+14 8.335839927667599582e-06
6.806481599999999633e+22 1.014444116514051230e-26 1.423331528447240939e-11 9.087741517007409477e-09 1.030914978847076099e-02 2.818694964004105685e+01 4.786550535965594375e+14 8.335839927667599582e-06
6.813888000000000419e+22 1.013957585674332614e-26 1.422648893817634303e-11 9.087792707091123404e-09 1.030420548525906241e-02 2.819596561466032369e+01 4.793281299831993125e+14 8.335839927667599582e-06
6.821294400000000367e+22 1.013471285450905921e-26 1.421966582757787339e-11 9.087843408385553147e-09 1.029926352565393305e-02 2.820498452372839893e+01 4.800012101429143750e+14 8.335839927667599582e-06
6.828700800000000315e+22 1.012985215761628173e-26 1.421284595152448261e-11 9.087893625555216503e-09 1.029432390882060837e-02 2.821400636773632087e+01 4.806742940396700625e+14 8.335839927667599582e-06
6.836107200000000262e+22 1.012499376524083615e-26 1.420602930885982714e-11 9.087943363220173620e-09 1.028938663392154999e-02 2.822303114717990624e+01 4.813473816377930625e+14 8.335839927667599582e-06
6.843513600000000210e+22 1.012013767656280509e-26 1.419921589843350552e-11 9.087992625956450511e-09 1.028445170012352514e-02 2.823205886254685382e+01 4.820204729019716250e+14 8.335839927667599582e-06
6.850920000000000157e+22 1.011528389075705381e-26 1.419240571908780095e-11 9.088041418296441068e-09 1.027951910658800490e-02 2.824108951433424508e+01 4.826935677972555000e+14 8.335839927667599582e-06
6.858326400000000105e+22 1.011043240699254855e-26 1.418559876965671673e-11 9.088089744729340503e-09 1.027458885247045997e-02 2.825012310304992269e+01 4.833666662890558750e+14 8.335839927667599582e-06
6.865732800000000052e+22 1.010558322443620934e-26 1.417879504897139333e-11 9.088137609701550663e-09 1.026966093692428632e-02 2.825915962920528557e+01 4.840397683431455000e+14 8.335839927667599582e-06
6.873139200000000000e+22 1.010073634225291863e-26 1.417199455586009873e-11 9.088185017617078739e-09 1.026473535910080691e-02 2.826819909331537062e+01 4.847128739253511875e+14 8.335839927667599582e-06
6.880545599999999948e+22 1.009589175960551981e-26 1.416519728914825099e-11 9.088231972837950848e-09 1.025981211814927171e-02 2.827724149589879232e+01 4.853859830017880000e+14 8.335839927667599582e-06
6.887951999999999895e+22 1.009104947565481007e-26 1.415840324765839243e-11 9.088278479684612393e-09 1.025489121321685251e-02 2.828628683747780670e+01 4.860590955392073125e+14 8.335839927667599582e-06
6.895358399999999843e+22 1.008620948955954902e-26 1.415161243021020581e-11 9.088324542436311874e-09 1.024997264344864982e-02 2.829533511857831840e+01 4.867322115046503750e+14 8.335839927667599582e-06
6.902764799999999790e+22 1.008137180047645432e-26 1.414482483562051748e-11 9.088370165331506205e-09 1.024505640798769115e-02 2.830438633972989138e+01 4.874053308654475625e+14 8.335839927667599582e-06
6.910171199999999738e+22 1.007653640756020177e-26 1.413804046270327809e-11 9.088415352568232950e-09 1.024014250597492758e-02 2.831344050146576663e+01 4.880784535892184375e+14 8.335839927667599582e-06
6.917577599999999685e+22 1.007170330996343099e-26 1.413125931026958030e-11 9.088460108304517288e-09 1.023523093654923714e-02 2.832249760432286934e+01 4.887515796438720625e+14 8.335839927667599582e-06
6.924983999999999633e+22 1.006687250683673107e-26 1.412448137712765394e-11 9.088504436658727709e-09 1.023032169884742146e-02 2.833155764884184435e+01 4.894247089976066250e+14 8.335839927667599582e-06
6.932390399999999581e+22 1.006204399732866069e-26 1.411770666208286603e-11 9.088548341709974707e-09 1.022541479200421259e-02 2.834062063556705979e+01 4.900978416189096250e+14 8.335839927667599582e-06
6.939796800000000367e+22 1.005721778058572801e-26 1.411093516393771269e-11 9.088591827498473094e-09 1.022051021515226268e-02 2.834968656504661766e+01 4.907709774765578750e+14 8.335839927667599582e-06
6.947203200000000315e+22 1.005239385575240790e-26 1.410416688149183854e-11 9.088634898025905950e-09 1.021560796742215609e-02 2.835875543783238584e+01 4.914441165396173750e+14 8.335839927667599582e-06
6.954609600000000262e+22 1.004757222197113333e-26 1.409740181354201566e-11 9.088677557255818369e-09 1.021070804794239895e-02 2.836782725447999098e+01 4.921172587774435000e+14 8.335839927667599582e-06
6.962016000000000210e+22 1.004275287838228817e-26 1.409063995888215172e-11 9.088719809113935091e-09 1.020581045583942269e-02 2.837690201554885761e+01 4.927904041596807500e+14 8.335839927667599582e-06
6.969422400000000157e+22 1.003793582412422588e-26 1.408388131630329640e-11 9.088761657488574097e-09 1.020091519023758747e-02 2.838597972160221872e+01 4.934635526562631250e+14 8.335839927667599582e-06
6.976828800000000105e+22 1.003312105833325372e-26 1.407712588459363333e-11 9.088803106230955969e-09 1.019602225025917699e-02 2.839506037320711940e+01 4.941367042374137500e+14 8.335839927667599582e-06
6.984235200000000052e+22 1.002830858014363558e-26 1.407037366253847849e-11 9.088844159155584397e-09 1.019113163502440196e-02 2.840414397093445587e+01 4.948098588736450625e+14 8.335839927667599582e-06
6.991641600000000000e+22 1.002349838868760065e-26 1.406362464892029309e-11 9.088884820040585322e-09 1.018624334365140008e-02 2.841323051535896482e+01 4.954830165357587500e+14 8.335839927667599582e-06
6.999047999999999948e+22 1.001869048309533190e-26 1.405687884251866584e-11 9.088925092628059316e-09 1.018135737525623086e-02 2.842232000705924833e+01 4.961561771948458125e+14 8.335839927667599582e-06
7.006454399999999895e+22 1.001388486249497325e-26 1.405013624211032588e-11 9.088964980624420724e-09 1.017647372895288428e-02 2.843141244661781641e+01 4.968293408222865000e+14 8.335839927667599582e-06
7.013860799999999843e+22 1.000908152601262817e-26 1.404339684646913787e-11 9.089004487700730191e-09 1.017159240385327387e-02 2.844050783462106224e+01 4.975025073897503125e+14 8.335839927667599582e-06
7.021267199999999790e+22 1.000428047277235822e-26 1.403666065436610369e-11 9.089043617493043734e-09 1.016671339906723842e-02 2.844960617165930472e+01 4.981756768691961875e+14 8.335839927667599582e-06
7.028673599999999738e+22 9.999481701896183048e-27 1.402992766456936400e-11 9.089082373602738649e-09 1.016183671370254546e-02 2.845870745832680626e+01 4.988488492328720625e+14 8.335839927667599582e-06
7.036079999999999685e+22 9.994685212504084714e-27 1.402319787584418694e-11 9.089120759596852657e-09 1.015696234686488432e-02 2.846781169522176214e+01 4.995220244533154375e+14 8.335839927667599582e-06
7.043486399999999633e+22 9.989891003713999058e-27 1.401647128695298591e-11 9.089158779008393269e-09 1.015209029765787307e-02 2.847691888294636087e+01 5.001952025033471875e+14 8.335839927667599582e-06
7.050892800000000419e+22 9.985099074643999677e-27 1.400974789665835850e-11 9.089196435336678583e-09 1.014722056518526511e-02 2.848602902210262044e+01 5.008683833557076250e+14 8.335839927667599582e-06
7.058299200000000367e+22 9.980309424414702864e-27 1.400302770372647112e-11 9.089233732047646649e-09 1.014235314855339853e-02 2.849514211328783375e+01 5.015415669835386875e+14 8.335839927667599582e-06
7.065705600000000315e+22 9.975522052139507215e-27 1.399631070691336368e-11 9.089270672574188001e-09 1.013748804686127533e-02 2.850425815711312083e+01 5.022147533604360625e+14 8.335839927667599582e-06
7.073112000000000262e+22 9.970736956930001879e-27 1.398959690497253800e-11 9.089307260316441782e-09 1.013262525920606213e-02 2.851337715419319707e+01 5.028879424602241250e+14 8.335839927667599582e-06
7.080518400000000210e+22 9.965954137896374081e-27 1.398288629665552975e-11 9.089343498642118344e-09 1.012776478468349790e-02 2.852249910514559517e+01 5.035611342569561250e+14 8.335839927667599582e-06
7.087924800000000157e+22 9.961173594147410552e-27 1.397617888071190517e-11 9.089379390886803656e-09 1.012290662238789912e-02 2.853162401059068287e+01 5.042343287249141875e+14 8.335839927667599582e-06
7.095331200000000105e+22 9.956395324790497534e-27 1.396947465588927242e-11 9.089414940354280246e-09 1.011805077141215981e-02 2.854075187115165235e+01 5.049075258386092500e+14 8.335839927667599582e-06
7.102737600000000052e+22 9.951619328931616471e-27 1.396277362093326382e-11 9.089450150316801825e-09 1.011319723084774629e-02 2.854988268745458058e+01 5.055807255727810000e+14 8.335839927667599582e-06
7.110144000000000000e+22 9.946845605675348317e-27 1.395607577458754548e-11 9.089485024015417542e-09 1.010834599978469896e-02 2.855901646012841510e+01 5.062539279023980625e+14 8.335839927667599582e-06
7.117550399999999948e+22 9.942074154124872100e-27 1.394938111559382222e-11 9.089519564660258192e-09 1.010349707731163921e-02 2.856815318980496343e+01 5.069271328026579375e+14 8.335839927667599582e-06
7.124956799999999895e+22 9.937304973381967790e-27 1.394268964269183105e-11 9.089553775430837303e-09 1.009865046251576075e-02 2.857729287711892496e+01 5.076003402489868125e+14 8.335839927667599582e-06
7.132363199999999843e+22 9.932538062547007693e-27 1.393600135461933314e-11 9.089587659476332384e-09 1.009380615448282961e-02 2.858643552270794075e+01 5.082735502170397500e+14 8.335839927667599582e-06
7.139769599999999790e+22 9.927773420718967926e-27 1.392931625011213641e-11 9.089621219915886015e-09 1.008896415229719283e-02 2.859558112721252598e+01 5.089467626827007500e+14 8.335839927667599582e-06
7.147175999999999738e+22 9.923011046995421247e-27 1.392263432790407290e-11 9.089654459838887088e-09 1.008412445504176976e-02 2.860472969127615173e+01 5.096199776220825625e+14 8.335839927667599582e-06
7.154582399999999685e+22 9.918250940472537053e-27 1.391595558672701495e-11 9.089687382305242127e-09 1.007928706179805727e-02 2.861388121554522712e+01 5.102931950115268125e+14 8.335839927667599582e-06
7.161988799999999633e+22 9.913493100245082812e-27 1.390928002531085744e-11 9.089719990345681337e-09 1.007445197164612456e-02 2.862303570066911007e+01 5.109664148276038750e+14 8.335839927667599582e-06
7.169395199999999581e+22 9.908737525406428374e-27 1.390260764238353713e-11 9.089752286962013385e-09 1.006961918366462011e-02 2.863219314730011789e+01 5.116396370471130000e+14 8.335839927667599582e-06
7.176801600000000367e+22 9.903984215048537356e-27 1.389593843667102302e-11 9.089784275127416559e-09 1.006478869693076469e-02 2.864135355609356992e+01 5.123128616470825000e+14 8.335839927667599582e-06
7.184208000000000315e+22 9.899233168261972884e-27 1.388927240689731631e-11 9.089815957786695198e-09 1.005996051052035489e-02 2.865051692770775560e+01 5.129860886047690000e+14 8.335839927667599582e-06
7.191614400000000262e+22 9.894484384135896157e-27 1.388260955178444719e-11 9.089847337856574170e-09 1.005513462350776481e-02 2.865968326280397704e+01 5.136593178976585000e+14 8.335839927667599582e-06
7.199020800000000210e+22 9.889737861758067885e-27 1.387594987005248775e-11 9.089878418225933786e-09 1.005031103496594261e-02 2.866885256204654553e+01 5.143325495034655000e+14 8.335839927667599582e-06
7.206427200000000157e+22 9.884993600214845414e-27 1.386929336041953422e-11 9.089909201756110901e-09 1.004548974396641224e-02 2.867802482610281345e+01 5.150057834001334375e+14 8.335839927667599582e-06
7.213833600000000105e+22 9.880251598591187036e-27 1.386264002160172475e-11 9.089939691281128863e-09 1.004067074957927345e-02 2.868720005564316367e+01 5.156790195658346875e+14 8.335839927667599582e-06
7.221240000000000052e+22 9.875511855970646245e-27 1.385598985231322485e-11 9.089969889607983721e-09 1.003585405087320179e-02 2.869637825134102016e+01 5.163522579789702500e+14 8.335839927667599582e-06
7.228646400000000000e+22 9.870774371435373175e-27 1.384934285126623385e-11 9.089999799516885763e-09 1.003103964691544510e-02 2.870555941387290488e+01 5.170254986181693750e+14 8.335839927667599582e-06
7.236052799999999948e+22 9.866039144066121773e-27 1.384269901717098169e-11 9.090029423761512630e-09 1.002622753677182878e-02 2.871474354391838446e+01 5.176987414619831875e+14 8.335839927667599582e-06
7.243459199999999895e+22 9.861306172942241190e-27 1.383605834873574185e-11 9.090058765069285598e-09 1.002141771950675747e-02 2.872393064216014480e+01 5.183719864892226875e+14 8.335839927667599582e-06
7.250865599999999843e+22 9.856575457141677215e-27 1.382942084466681191e-11 9.090087826141586295e-09 1.001661019418320642e-02 2.873312070928393780e+01 5.190452336791257500e+14 8.335839927667599582e-06
7.258271999999999790e+22 9.851846995740978018e-27 1.382278650366852169e-11 9.090116609654028020e-09 1.001180495986272664e-02 2.874231374597868438e+01 5.197184830111093750e+14 8.335839927667599582e-06
7.265678399999999738e+22 9.847120787817017496e-27 1.381615532444567276e-11 9.090145118256698932e-09 1.000700201560720745e-02 2.875150975293300704e+01 5.203917344647690625e+14 8.335839927667599582e-06
7.273084799999999685e+22 9.842396832448821941e-27 1.380952730570607330e-11 9.090173354574393661e-09 1.000220136048072042e-02 2.876070873083177304e+01 5.210649880198791250e+14 8.335839927667599582e-06
7.280491199999999633e+22 9.837675128709950561e-27 1.380290244614987035e-11 9.090201321206868082e-09 9.997402993541782551e-03 2.876991068037088795e+01 5.217382436563925625e+14 8.335839927667599582e-06
7.287897600000000419e+22 9.832955675672732834e-27 1.379628074447547908e-11 9.090229020729069266e-09 9.992606913847661837e-03 2.877911560224907817e+01 5.224115013544412500e+14 8.335839927667599582e-06
7.295304000000000367e+22 9.828238472408581314e-27 1.378966219938003024e-11 9.090256455691372058e-09 9.987813120454694729e-03 2.878832349716730121e+01 5.230847610943355625e+14 8.335839927667599582e-06
7.302710400000000315e+22 9.823523517987994505e-27 1.378304680955937343e-11 9.090283628619817305e-09 9.983021612418286131e-03 2.879753436582872794e+01 5.237580228565647500e+14 8.335839927667599582e-06
7.310116800000000262e+22 9.818810811480549690e-27 1.377643457370806254e-11 9.090310542016345118e-09 9.978232388792907664e-03 2.880674820893878874e+01 5.244312866217968125e+14 8.335839927667599582e-06
7.317523200000000210e+22 9.814100351954907226e-27 1.376982549051937031e-11 9.090337198359018214e-09 9.973445448632099405e-03 2.881596502720516639e+01 5.251045523708784375e+14 8.335839927667599582e-06
7.324929600000000157e+22 9.809392138478813426e-27 1.376321955868527863e-11 9.090363600102250213e-09 9.968660790988468148e-03 2.882518482133779969e+01 5.257778200848351250e+14 8.335839927667599582e-06
7.332336000000000105e+22 9.804686170119087633e-27 1.375661677689648175e-11 9.090389749677038911e-09 9.963878414913685672e-03 2.883440759204889403e+01 5.264510897448710625e+14 8.335839927667599582e-06
7.339742400000000052e+22 9.799982445941646624e-27 1.375001714384239278e-11 9.090415649491179683e-09 9.959098319458499146e-03 2.884363334005294632e+01 5.271243613323690625e+14 8.335839927667599582e-06
7.347148800000000000e+22 9.795280965011474467e-27 1.374342065821112749e-11 9.090441301929495448e-09 9.954320503672713788e-03 2.885286206606672721e+01 5.277976348288908750e+14 8.335839927667599582e-06
7.354555199999999948e+22 9.790581726392645490e-27 1.373682731868951889e-11 9.090466709354045113e-09 9.949544966605206736e-03 2.886209377080932015e+01 5.284709102161768750e+14 8.335839927667599582e-06
7.361961599999999895e+22 9.785884729148318531e-27 1.373023712396311560e-11 9.090491874104351875e-09 9.944771707303925318e-03 2.887132845500209655e+01 5.291441874761461250e+14 8.335839927667599582e-06
7.369367999999999843e+22 9.781189972340728336e-27 1.372365007271617537e-11 9.090516798497611674e-09 9.940000724815880109e-03 2.888056611936875484e+01 5.298174665908965000e+14 8.335839927667599582e-06
7.376774399999999790e+22 9.776497455031195600e-27 1.371706616363166834e-11 9.090541484828901640e-09 9.935232018187150141e-03 2.888980676463533825e+01 5.304907475427046250e+14 8.335839927667599582e-06
7.384180799999999738e+22 9.771807176280122663e-27 1.371048539539127703e-11 9.090565935371406739e-09 9.930465586462882896e-03 2.889905039153017796e+01 5.311640303140258125e+14 8.335839927667599582e-06
7.391587199999999685e+22 9.767119135146996381e-27 1.370390776667539956e-11 9.090590152376610030e-09 9.925701428687294312e-03 2.890829700078398901e+01 5.318373148874941250e+14 8.335839927667599582e-06
7.398993599999999633e+22 9.762433330690382383e-27 1.369733327616313997e-11 9.090614138074509380e-09 9.920939543903663574e-03 2.891754659312982767e+01 5.325106012459223750e+14 8.335839927667599582e-06
7.406399999999999581e+22 9.757749761967933686e-27 1.369076192253232759e-11 9.090637894673820953e-09 9.916179931154343527e-03 2.892679916930310213e+01 5.331838893723020625e+14 8.335839927667599582e-06
7.413806400000000367e+22 9.753068428036377773e-27 1.368419370445948961e-11 9.090661424362186007e-09 9.911422589480748530e-03 2.893605473004160800e+01 5.338571792498035625e+14 8.335839927667599582e-06
7.421212800000000315e+22 9.748389327951532386e-27 1.367762862061987203e-11 9.090684729306361143e-09 9.906667517923364863e-03 2.894531327608552118e+01 5.345304708617756875e+14 8.335839927667599582e-06
7.428619200000000262e+22 9.743712460768295474e-27 1.367106666968743810e-11 9.090707811652423448e-09 9.901914715521743793e-03 2.895457480817739437e+01 5.352037641916583750e+14 8.335839927667599582e-06
7.436025600000000210e+22 9.739037825540645198e-27 1.366450785033485696e-11 9.090730673525972323e-09 9.897164181314506773e-03 2.896383932706218189e+01 5.358770592227720625e+14 8.335839927667599582e-06
7.443432000000000157e+22 9.734365421321642798e-27 1.365795216123351178e-11 9.090753317032318086e-09 9.892415914339338506e-03 2.897310683348726101e+01 5.365503559389134375e+14 8.335839927667599582e-06
7.450838400000000105e+22 9.729695247163435464e-27 1.365139960105349806e-11 9.090775744256677181e-09 9.887669913632995619e-03 2.898237732820241064e+01 5.372236543240597500e+14 8.335839927667599582e-06
7.458244800000000052e+22 9.725027302117247726e-27 1.364485016846363017e-11 9.090797957264369051e-09 9.882926178231299721e-03 2.899165081195985749e+01 5.378969543623258125e+14 8.335839927667599582e-06
7.465651200000000000e+22 9.720361585233390065e-27 1.363830386213142678e-11 9.090819958100993153e-09 9.878184707169140877e-03 2.900092728551424415e+01 5.385702560379641250e+14 8.335839927667599582e-06
7.473057599999999948e+22 9.715698095561253170e-27 1.363176068072312054e-11 9.090841748792630790e-09 9.873445499480475868e-03 2.901020674962268231e+01 5.392435593353648125e+14 8.335839927667599582e-06
7.480463999999999895e+22 9.711036832149491614e-27 1.362522062290391012e-11 9.090863331346023782e-09 9.868708554198512076e-03 2.901948920504436202e+01 5.399168642390557500e+14 8.335839927667599582e-06
7.487870399999999843e+22 9.706377794049487768e-27 1.361868368734282800e-11 9.090884707748756448e-09 9.863973870359230706e-03 2.902877465253368428e+01 5.405901707337023125e+14 8.335839927667599582e-06
7.495276799999999790e+22 9.701720980309871811e-27 1.361214987270503570e-11 9.090905879969450815e-09 9.859241446995814853e-03 2.903806309285115717e+01 5.412634788041077500e+14 8.335839927667599582e-06
7.502683199999999738e+22 9.697066389977253538e-27 1.360561917765286745e-11 9.090926849957928753e-09 9.854511283139395436e-03 2.904735452676194285e+01 5.419367884352127500e+14 8.335839927667599582e-06
7.510089599999999685e+22 9.692414022097698909e-27 1.359909160084788687e-11 9.090947619645407182e-09 9.849783377820548261e-03 2.905664895503299405e+01 5.426100996120957500e+14 8.335839927667599582e-06
7.517495999999999633e+22 9.687763875716711388e-27 1.359256714095087723e-11 9.090968190944676750e-09 9.845057730069280144e-03 2.906594637843299722e+01 5.432834123199728125e+14 8.335839927667599582e-06
7.524902400000000419e+22 9.683115949879243430e-27 1.358604579662183987e-11 9.090988565750250720e-09 9.840334338915037588e-03 2.907524679773244358e+01 5.439567265441978750e+14 8.335839927667599582e-06
7.532308800000000367e+22 9.678470243629692168e-27 1.357952756652000549e-11 9.091008745938576730e-09 9.835613203386701572e-03 2.908455021370360072e+01 5.446300422702620625e+14 8.335839927667599582e-06
7.539715200000000315e+22 9.673826756011902291e-27 1.357301244930382446e-11 9.091028733368182380e-09 9.830894322512592765e-03 2.909385662712051612e+01 5.453033594837945625e+14 8.335839927667599582e-06
7.547121600000000262e+22 9.669185486069163168e-27 1.356650044363096844e-11 9.091048529879865478e-09 9.826177695320466310e-03 2.910316603875904207e+01 5.459766781705620625e+14 8.335839927667599582e-06
7.554528000000000210e+22 9.664546432844211721e-27 1.355999154815833361e-11 9.091068137296831356e-09 9.821463320837517039e-03 2.911247844939683205e+01 5.466499983164689375e+14 8.335839927667599582e-06
7.561934399999999318e+22 9.659909595379228117e-27 1.355348576154203742e-11 9.091087557424909590e-09 9.816751198090374261e-03 2.912179385981335855e+01 5.473233199075571250e+14 8.335839927667599582e-06
7.569340800000000105e+22 9.655274972715838644e-27 1.354698308243742025e-11 9.091106792052668151e-09 9.812041326105103503e-03 2.913111227078989174e+01 5.479966429300065000e+14 8.335839927667599582e-06
7.576747199999999214e+22 9.650642563895120009e-27 1.354048350949904698e-11 9.091125842951618544e-09 9.807333703907211708e-03 2.914043368310953852e+01 5.486699673701341250e+14 8.335839927667599582e-06
7.584153600000000000e+22 9.646012367957587863e-27 1.353398704138070055e-11 9.091144711876351471e-09 9.802628330521636832e-03 2.914975809755724967e+01 5.493432932143953125e+14 8.335839927667599582e-06
7.591560000000000786e+22 9.641384383943209714e-27 1.352749367673539327e-11 9.091163400564713840e-09 9.797925204972758248e-03 2.915908551491977718e+01 5.500166204493825625e+14 8.335839927667599582e-06
7.598966399999999895e+22 9.636758610891396315e-27 1.352100341421535226e-11 9.091181910737962629e-09 9.793224326284389811e-03 2.916841593598575955e+01 5.506899490618259375e+14 8.335839927667599582e-06
7.606372800000000682e+22 9.632135047841004539e-27 1.351451625247203079e-11 9.091200244100925350e-09 9.788525693479783324e-03 2.917774936154565424e+01 5.513632790385936875e+14 8.335839927667599582e-06
7.613779199999999790e+22 9.627513693830335940e-27 1.350803219015610663e-11 9.091218402342145640e-09 9.783829305581626806e-03 2.918708579239179812e+01 5.520366103666912500e+14 8.335839927667599582e-06
7.621185600000000577e+22 9.622894547897139624e-27 1.350155122591747564e-11 9.091236387134061931e-09 9.779135161612044491e-03 2.919642522931838613e+01 5.527099430332620625e+14 8.335839927667599582e-06
7.628591999999999685e+22 9.618277609078613684e-27 1.349507335840526461e-11 9.091254200133138139e-09 9.774443260592602031e-03 2.920576767312148903e+01 5.533832770255868125e+14 8.335839927667599582e-06
7.635998400000000472e+22 9.613662876411390851e-27 1.348859858626780713e-11 9.091271842980030762e-09 9.769753601544292620e-03 2.921511312459904630e+01 5.540566123310046250e+14 8.335839927667599582e-06
7.643404799999999581e+22 9.609050348931567193e-27 1.348212690815267905e-11 9.091289317299726188e-09 9.765066183487559545e-03 2.922446158455088394e+01 5.547299489367210000e+14 8.335839927667599582e-06
7.650811200000000367e+22 9.604440025674666240e-27 1.347565832270666134e-11 9.091306624701706129e-09 9.760381005442268429e-03 2.923381305377875350e+01 5.554032868303536875e+14 8.335839927667599582e-06
7.658217599999999476e+22 9.599831905675670553e-27 1.346919282857577082e-11 9.091323766780081629e-09 9.755698066427733253e-03 2.924316753308625749e+01 5.560766259996630625e+14 8.335839927667599582e-06
7.665624000000000262e+22 9.595225987969004507e-27 1.346273042440523914e-11 9.091340745113751881e-09 9.751017365462700745e-03 2.925252502327895243e+01 5.567499664325145000e+14 8.335839927667599582e-06
7.673030399999999371e+22 9.590622271588535724e-27 1.345627110883952244e-11 9.091357561266538228e-09 9.746338901565352111e-03 2.926188552516427066e+01 5.574233081168771250e+14 8.335839927667599582e-06
7.680436800000000157e+22 9.586020755567580812e-27 1.344981488052229655e-11 9.091374216787329751e-09 9.741662673753308244e-03 2.927124903955159851e+01 5.580966510408250625e+14 8.335839927667599582e-06
7.687843199999999266e+22 9.581421438938903931e-27 1.344336173809646990e-11 9.091390713210233811e-09 9.736988681043629718e-03 2.928061556725223014e+01 5.587699951925363125e+14 8.335839927667599582e-06
7.695249600000000052e+22 9.576824320734709620e-27 1.343691168020415927e-11 9.091407052054713364e-09 9.732316922452806385e-03 2.928998510907939945e+01 5.594433405602936875e+14 8.335839927667599582e-06
7.702655999999999161e+22 9.572229399987057489e-27 1.343046470548728272e-11 9.091423234825719311e-09 9.727647396997182380e-03 2.929935766584747014e+01 5.601166871324838125e+14 8.335839927667599582e-06
7.710062399999999948e+22 9.567636675730232724e-27 1.342402081259087965e-11 9.091439263013837732e-09 9.722980103695363918e-03 2.930873323836705779e+01 5.607900348975983125e+14 8.335839927667599582e-06
7.717468800000000734e+22 9.563046146995852977e-27 1.341758000015624612e-11 9.091455138095425549e-09 9.718315041563245840e-03 2.931811182745503430e+01 5.614633838442328125e+14 8.335839927667599582e-06
7.724875199999999843e+22 9.558457812814631895e-27 1.341114226682340835e-11 9.091470861532742868e-09 9.713652209615803584e-03 2.932749343393097163e+01 5.621367339610871250e+14 8.335839927667599582e-06
7.732281600000000629e+22 9.553871672216994701e-27 1.340470761123198864e-11 9.091486434774086991e-09 9.708991606867719421e-03 2.933687805861582731e+01 5.628100852369660625e+14 8.335839927667599582e-06
7.739687999999999738e+22 9.549287724233086812e-27 1.339827603202121997e-11 9.091501859253934683e-09 9.704333232333392859e-03 2.934626570233200482e+01 5.634834376607780000e+14 8.335839927667599582e-06
7.747094400000000524e+22 9.544705967892762349e-27 1.339184752782992494e-11 9.091517136393061290e-09 9.699677085026926771e-03 2.935565636590331096e+01 5.641567912215366250e+14 8.335839927667599582e-06
7.754500799999999633e+22 9.540126402225602800e-27 1.338542209729653842e-11 9.091532267598681359e-09 9.695023163962144738e-03 2.936505005015499847e+01 5.648301459083591250e+14 8.335839927667599582e-06
7.761907200000000419e+22 9.535549026260896926e-27 1.337899973905909136e-11 9.091547254264566099e-09 9.690371468152575440e-03 2.937444675591373766e+01 5.655035017104676250e+14 8.335839927667599582e-06
7.769313599999999528e+22 9.530973839027656547e-27 1.337258045175522537e-11 9.091562097771193926e-09 9.685721996611466530e-03 2.938384648400763766e+01 5.661768586171882500e+14 8.335839927667599582e-06
7.776720000000000315e+22 9.526400839554602191e-27 1.336616423402217333e-11 9.091576799485849723e-09 9.681074748351769024e-03 2.939324923526627487e+01 5.668502166179518750e+14 8.335839927667599582e-06
7.784126399999999423e+22 9.521830026870181750e-27 1.335975108449677550e-11 9.091591360762770429e-09 9.676429722386152912e-03 2.940265501052063968e+01 5.675235757022933750e+14 8.335839927667599582e-06
7.791532800000000210e+22 9.517261400002550393e-27 1.335334100181547959e-11 9.091605782943262494e-09 9.671786917726998486e-03 2.941206381060319686e+01 5.681969358598522500e+14 8.335839927667599582e-06
7.798939199999999318e+22 9.512694957979584908e-27 1.334693398461432453e-11 9.091620067355825958e-09 9.667146333386394605e-03 2.942147563634787488e+01 5.688702970803722500e+14 8.335839927667599582e-06
7.806345600000000105e+22 9.508130699828873666e-27 1.334053003152896154e-11 9.091634215316275221e-09 9.662507968376143896e-03 2.943089048859005530e+01 5.695436593537017500e+14 8.335839927667599582e-06
7.813751999999999214e+22 9.503568624577726659e-27 1.333412914119463791e-11 9.091648228127863115e-09 9.657871821707764495e-03 2.944030836816657981e+01 5.702170226697928750e+14 8.335839927667599582e-06
