# z rho(z) P(z) g(z) n(z) K(z) phi(z) B(z)
2.034538080000000110e+23 4.218650800887988436e-27 5.919043340747601253e-12 9.093101017856787808e-09 4.287146261053209791e-03 5.059230261273128804e+01 1.709719479930534000e+15 8.335839927667599582e-06
2.035278720000000021e+23 4.216626334414388500e-27 5.916202881708751643e-12 9.093101017858013690e-09 4.285088924648144774e-03 5.060849474016956151e+01 1.710392951364321750e+15 8.335839927667599582e-06
2.036019359999999932e+23 4.214602839451540834e-27 5.913363785763109660e-12 9.093101017859224682e-09 4.283032575527614266e-03 5.062469204991752036e+01 1.711066422798109750e+15 8.335839927667599582e-06
2.036759999999999843e+23 4.212580315533212407e-27 5.910526052256519227e-12 9.093101017860429057e-09 4.280977213217814110e-03 5.064089454363394793e+01 1.711739894231897750e+15 8.335839927667599582e-06
2.037500640000000089e+23 4.210558762193412694e-27 5.907689680535165964e-12 9.093101017861618543e-09 4.278922837245189084e-03 5.065710222297796150e+01 1.712413365665686000e+15 8.335839927667599582e-06
2.038241280000000000e+23 4.208538178966383626e-27 5.904854669945558608e-12 9.093101017862796448e-09 4.276869447136417285e-03 5.067331508960919706e+01 1.713086837099474250e+15 8.335839927667599582e-06
2.038981919999999911e+23 4.206518565386579505e-27 5.902021019834507202e-12 9.093101017863964427e-09 4.274817042418395385e-03 5.068953314518785191e+01 1.713760308533262250e+15 8.335839927667599582e-06
2.039722560000000157e+23 4.204499920988682068e-27 5.899188729549140060e-12 9.093101017865120826e-09 4.272765622618249909e-03 5.070575639137466339e+01 1.714433779967050750e+15 8.335839927667599582e-06
2.040463200000000068e+23 4.202482245307596903e-27 5.896357798436898114e-12 9.093101017866265644e-09 4.270715187263334628e-03 5.072198482983088041e+01 1.715107251400839000e+15 8.335839927667599582e-06
2.041203839999999979e+23 4.200465537878449141e-27 5.893528225845533295e-12 9.093101017867400536e-09 4.268665735881227094e-03 5.073821846221831322e+01 1.715780722834627000e+15 8.335839927667599582e-06
2.041944479999999890e+23 4.198449798236587044e-27 5.890700011123107725e-12 9.093101017868523847e-09 4.266617267999731240e-03 5.075445729019929075e+01 1.716454194268415250e+15 8.335839927667599582e-06
2.042685120000000136e+23 4.196435025917581289e-27 5.887873153617995339e-12 9.093101017869635578e-09 4.264569783146876514e-03 5.077070131543671749e+01 1.717127665702203750e+15 8.335839927667599582e-06
2.043425760000000047e+23 4.194421220457227836e-27 5.885047652678889953e-12 9.093101017870739037e-09 4.262523280850923080e-03 5.078695053959396688e+01 1.717801137135992000e+15 8.335839927667599582e-06
2.044166399999999958e+23 4.192408381391540757e-27 5.882223507654789117e-12 9.093101017871830915e-09 4.260477760640351413e-03 5.080320496433499500e+01 1.718474608569780500e+15 8.335839927667599582e-06
2.044907039999999869e+23 4.190396508256760122e-27 5.879400717895003804e-12 9.093101017872909558e-09 4.258433222043870973e-03 5.081946459132428373e+01 1.719148080003568750e+15 8.335839927667599582e-06
2.045647680000000115e+23 4.188385600589345547e-27 5.876579282749160025e-12 9.093101017873981585e-09 4.256389664590415865e-03 5.083572942222686208e+01 1.719821551437357500e+15 8.335839927667599582e-06
2.046388320000000026e+23 4.186375657925983366e-27 5.873759201567196410e-12 9.093101017875042030e-09 4.254347087809149178e-03 5.085199945870824223e+01 1.720495022871145750e+15 8.335839927667599582e-06
2.047128959999999937e+23 4.184366679803577307e-27 5.870940473699360162e-12 9.093101017876090895e-09 4.252305491229456912e-03 5.086827470243451899e+01 1.721168494304934000e+15 8.335839927667599582e-06
2.047869599999999848e+23 4.182358665759259248e-27 5.868123098496215144e-12 9.093101017877131488e-09 4.250264874380954051e-03 5.088455515507228455e+01 1.721841965738722500e+15 8.335839927667599582e-06
2.048610240000000094e+23 4.180351615330376311e-27 5.865307075308630562e-12 9.093101017878163810e-09 4.248225236793477626e-03 5.090084081828869245e+01 1.722515437172511250e+15 8.335839927667599582e-06
2.049350880000000005e+23 4.178345528054506637e-27 5.862492403487797123e-12 9.093101017879182896e-09 4.246186577997096250e-03 5.091713169375140069e+01 1.723188908606299750e+15 8.335839927667599582e-06
2.050091519999999916e+23 4.176340403469443610e-27 5.859679082385210882e-12 9.093101017880195365e-09 4.244148897522099714e-03 5.093342778312860020e+01 1.723862380040088250e+15 8.335839927667599582e-06
2.050832160000000163e+23 4.174336241113208050e-27 5.856867111352679703e-12 9.093101017881196254e-09 4.242112194899006795e-03 5.094972908808902190e+01 1.724535851473877000e+15 8.335839927667599582e-06
2.051572800000000073e+23 4.172333040524040318e-27 5.854056489742330525e-12 9.093101017882188871e-09 4.240076469658562650e-03 5.096603561030190832e+01 1.725209322907665500e+15 8.335839927667599582e-06
2.052313439999999984e+23 4.170330801240405346e-27 5.851247216906595636e-12 9.093101017883171561e-09 4.238041721331736213e-03 5.098234735143704199e+01 1.725882794341454000e+15 8.335839927667599582e-06
2.053054079999999895e+23 4.168329522800988325e-27 5.848439292198223170e-12 9.093101017884142671e-09 4.236007949449724537e-03 5.099866431316472415e+01 1.726556265775242750e+15 8.335839927667599582e-06
2.053794720000000142e+23 4.166329204744698295e-27 5.845632714970269032e-12 9.093101017885108818e-09 4.233975153543949321e-03 5.101498649715578892e+01 1.727229737209031500e+15 8.335839927667599582e-06
2.054535360000000052e+23 4.164329846610668145e-27 5.842827484576109010e-12 9.093101017886060076e-09 4.231943333146060381e-03 5.103131390508157494e+01 1.727903208642820250e+15 8.335839927667599582e-06
2.055275999999999963e+23 4.162331447938251028e-27 5.840023600369423433e-12 9.093101017887004716e-09 4.229912487787932177e-03 5.104764653861396795e+01 1.728576680076608750e+15 8.335839927667599582e-06
2.056016639999999874e+23 4.160334008267023226e-27 5.837221061704209285e-12 9.093101017887941085e-09 4.227882617001665552e-03 5.106398439942536527e+01 1.729250151510397500e+15 8.335839927667599582e-06
2.056757280000000121e+23 4.158337527136782718e-27 5.834419867934772125e-12 9.093101017888869181e-09 4.225853720319585997e-03 5.108032748918871135e+01 1.729923622944186250e+15 8.335839927667599582e-06
2.057497920000000031e+23 4.156342004087553485e-27 5.831620018415735785e-12 9.093101017889787352e-09 4.223825797274249720e-03 5.109667580957740540e+01 1.730597094377975000e+15 8.335839927667599582e-06
2.058238559999999942e+23 4.154347438659579052e-27 5.828821512502031057e-12 9.093101017890697250e-09 4.221798847398434106e-03 5.111302936226544347e+01 1.731270565811763750e+15 8.335839927667599582e-06
2.058979199999999853e+23 4.152353830393304553e-27 5.826024349548873885e-12 9.093101017891598877e-09 4.219772870225124706e-03 5.112938814892746109e+01 1.731944037245552250e+15 8.335839927667599582e-06
2.059719840000000100e+23 4.150361178829375292e-27 5.823228528911758901e-12 9.093101017892490578e-09 4.217747865287507433e-03 5.114575217123884698e+01 1.732617508679341250e+15 8.335839927667599582e-06
2.060460480000000010e+23 4.148369483508688406e-27 5.820434049946534552e-12 9.093101017893372352e-09 4.215723832119025807e-03 5.116212143087522435e+01 1.733290980113130000e+15 8.335839927667599582e-06
2.061201119999999921e+23 4.146378743972359138e-27 5.817640912009354629e-12 9.093101017894249164e-09 4.213700770253343657e-03 5.117849592951279192e+01 1.733964451546918750e+15 8.335839927667599582e-06
2.061941760000000168e+23 4.144388959761721560e-27 5.814849114456682309e-12 9.093101017895116049e-09 4.211678679224348590e-03 5.119487566882830265e+01 1.734637922980708000e+15 8.335839927667599582e-06
2.062682400000000079e+23 4.142400130418329289e-27 5.812058656645286115e-12 9.093101017895976317e-09 4.209657558566151127e-03 5.121126065049904241e+01 1.735311394414496500e+15 8.335839927667599582e-06
2.063423039999999990e+23 4.140412255483956920e-27 5.809269537932247995e-12 9.093101017896825004e-09 4.207637407813085567e-03 5.122765087620280866e+01 1.735984865848285500e+15 8.335839927667599582e-06
2.064163679999999900e+23 4.138425334500596438e-27 5.806481757674947970e-12 9.093101017897668729e-09 4.205618226499706520e-03 5.124404634761799571e+01 1.736658337282074250e+15 8.335839927667599582e-06
2.064904320000000147e+23 4.136439367010457941e-27 5.803695315231082719e-12 9.093101017898502527e-09 4.203600014160793243e-03 5.126044706642351656e+01 1.737331808715863250e+15 8.335839927667599582e-06
2.065644960000000058e+23 4.134454352555973939e-27 5.800910209958650226e-12 9.093101017899329707e-09 4.201582770331347035e-03 5.127685303429881003e+01 1.738005280149652250e+15 8.335839927667599582e-06
2.066385599999999969e+23 4.132470290679794333e-27 5.798126441215961093e-12 9.093101017900146962e-09 4.199566494546593844e-03 5.129326425292386915e+01 1.738678751583441000e+15 8.335839927667599582e-06
2.067126239999999879e+23 4.130487180924787136e-27 5.795344008361628841e-12 9.093101017900957599e-09 4.197551186341978192e-03 5.130968072397924828e+01 1.739352223017229750e+15 8.335839927667599582e-06
2.067866880000000126e+23 4.128505022834041337e-27 5.792562910754576381e-12 9.093101017901759964e-09 4.195536845253170985e-03 5.132610244914599917e+01 1.740025694451019000e+15 8.335839927667599582e-06
2.068607520000000037e+23 4.126523815950866189e-27 5.789783147754037620e-12 9.093101017902555712e-09 4.193523470816066905e-03 5.134252943010572068e+01 1.740699165884807750e+15 8.335839927667599582e-06
2.069348159999999948e+23 4.124543559818786184e-27 5.787004718719547775e-12 9.093101017903343188e-09 4.191511062566778342e-03 5.135896166854058720e+01 1.741372637318596750e+15 8.335839927667599582e-06
2.070088799999999858e+23 4.122564253981548944e-27 5.784227623010953870e-12 9.093101017904122392e-09 4.189499620041645805e-03 5.137539916613326341e+01 1.742046108752385500e+15 8.335839927667599582e-06
2.070829440000000105e+23 4.120585897983118051e-27 5.781451859988407467e-12 9.093101017904894978e-09 4.187489142777227509e-03 5.139184192456699662e+01 1.742719580186174750e+15 8.335839927667599582e-06
2.071570080000000016e+23 4.118608491367680933e-27 5.778677429012374360e-12 9.093101017905662602e-09 4.185479630310310652e-03 5.140828994552551734e+01 1.743393051619963750e+15 8.335839927667599582e-06
2.072310719999999927e+23 4.116632033679638824e-27 5.775904329443618420e-12 9.093101017906418645e-09 4.183471082177899272e-03 5.142474323069313158e+01 1.744066523053752750e+15 8.335839927667599582e-06
2.073051359999999837e+23 4.114656524463616807e-27 5.773132560643218555e-12 9.093101017907169725e-09 4.181463497917224659e-03 5.144120178175464986e+01 1.744739994487541750e+15 8.335839927667599582e-06
2.073792000000000084e+23 4.112681963264453768e-27 5.770362121972555790e-12 9.093101017907912533e-09 4.179456877065735806e-03 5.145766560039547244e+01 1.745413465921331000e+15 8.335839927667599582e-06
2.074532639999999995e+23 4.110708349627215315e-27 5.767593012793326188e-12 9.093101017908650378e-09 4.177451219161111562e-03 5.147413468830144723e+01 1.746086937355120000e+15 8.335839927667599582e-06
2.075273279999999906e+23 4.108735683097179422e-27 5.764825232467523890e-12 9.093101017909378297e-09 4.175446523741246745e-03 5.149060904715901898e+01 1.746760408788909000e+15 8.335839927667599582e-06
2.076013920000000152e+23 4.106763963219845762e-27 5.762058780357456458e-12 9.093101017910101253e-09 4.173442790344261688e-03 5.150708867865514407e+01 1.747433880222698250e+15 8.335839927667599582e-06
2.076754560000000063e+23 4.104793189540934270e-27 5.759293655825740840e-12 9.093101017910817592e-09 4.171440018508501373e-03 5.152357358447731173e+01 1.748107351656487250e+15 8.335839927667599582e-06
2.077495199999999974e+23 4.102823361606383705e-27 5.756529858235296101e-12 9.093101017911527313e-09 4.169438207772531088e-03 5.154006376631352992e+01 1.748780823090276250e+15 8.335839927667599582e-06
2.078235839999999885e+23 4.100854478962350938e-27 5.753767386949353111e-12 9.093101017912227107e-09 4.167437357675139904e-03 5.155655922585233242e+01 1.749454294524065250e+15 8.335839927667599582e-06
2.078976480000000131e+23 4.098886541155211667e-27 5.751006241331445665e-12 9.093101017912923593e-09 4.165437467755337200e-03 5.157305996478283561e+01 1.750127765957854750e+15 8.335839927667599582e-06
2.079717120000000042e+23 4.096919547731563283e-27 5.748246420745420979e-12 9.093101017913611808e-09 4.163438537552359604e-03 5.158956598479460354e+01 1.750801237391643750e+15 8.335839927667599582e-06
2.080457759999999953e+23 4.094953498238220573e-27 5.745487924555430004e-12 9.093101017914293404e-09 4.161440566605664054e-03 5.160607728757776869e+01 1.751474708825433000e+15 8.335839927667599582e-06
2.081198399999999864e+23 4.092988392222217867e-27 5.742730752125933071e-12 9.093101017914968384e-09 4.159443554454929533e-03 5.162259387482299644e+01 1.752148180259222000e+15 8.335839927667599582e-06
2.081939040000000110e+23 4.091024229230793971e-27 5.739974902821675666e-12 9.093101017915638400e-09 4.157447500640044057e-03 5.163911574822159167e+01 1.752821651693011500e+15 8.335839927667599582e-06
2.082679680000000021e+23 4.089061008811377820e-27 5.737220376007671460e-12 9.093101017916300145e-09 4.155452404701088197e-03 5.165564290946561954e+01 1.753495123126800750e+15 8.335839927667599582e-06
2.083420319999999932e+23 4.087098730511643005e-27 5.734467171049277438e-12 9.093101017916956926e-09 4.153458266178392325e-03 5.167217536024746494e+01 1.754168594560589750e+15 8.335839927667599582e-06
2.084160959999999843e+23 4.085137393879483379e-27 5.731715287312159160e-12 9.093101017917607090e-09 4.151465084612508856e-03 5.168871310226004567e+01 1.754842065994379000e+15 8.335839927667599582e-06
2.084901600000000089e+23 4.083176998463007316e-27 5.728964724162280264e-12 9.093101017918250637e-09 4.149472859544208782e-03 5.170525613719679114e+01 1.755515537428168500e+15 8.335839927667599582e-06
2.085642240000000000e+23 4.081217543810542018e-27 5.726215480965917003e-12 9.093101017918887566e-09 4.147481590514486872e-03 5.172180446675171339e+01 1.756189008861957750e+15 8.335839927667599582e-06
2.086382879999999911e+23 4.079259029470627772e-27 5.723467557089642898e-12 9.093101017919519532e-09 4.145491277064553004e-03 5.173835809261937158e+01 1.756862480295747000e+15 8.335839927667599582e-06
2.087123520000000157e+23 4.077301454992020105e-27 5.720720951900329546e-12 9.093101017920146535e-09 4.143501918735835628e-03 5.175491701649487197e+01 1.757535951729536500e+15 8.335839927667599582e-06
2.087864160000000068e+23 4.075344819923695526e-27 5.717975664765161968e-12 9.093101017920765266e-09 4.141513515069988709e-03 5.177148124007382535e+01 1.758209423163325750e+15 8.335839927667599582e-06
2.088604799999999979e+23 4.073389123814840040e-27 5.715231695051620031e-12 9.093101017921379034e-09 4.139526065608878716e-03 5.178805076505246774e+01 1.758882894597115250e+15 8.335839927667599582e-06
2.089345439999999890e+23 4.071434366214860633e-27 5.712489042127491368e-12 9.093101017921986184e-09 4.137539569894596765e-03 5.180462559312751836e+01 1.759556366030904500e+15 8.335839927667599582e-06
2.090086080000000136e+23 4.069480546673376661e-27 5.709747705360862498e-12 9.093101017922590026e-09 4.135554027469449077e-03 5.182120572599628616e+01 1.760229837464694250e+15 8.335839927667599582e-06
2.090826720000000047e+23 4.067527664740226305e-27 5.707007684120126902e-12 9.093101017923185596e-09 4.133569437875965653e-03 5.183779116535658460e+01 1.760903308898483500e+15 8.335839927667599582e-06
2.091567359999999958e+23 4.065575719965462987e-27 5.704268977773979367e-12 9.093101017923774549e-09 4.131585800656893334e-03 5.185438191290677423e+01 1.761576780332273000e+15 8.335839927667599582e-06
2.092307999999999869e+23 4.063624711899354651e-27 5.701531585691417602e-12 9.093101017924360193e-09 4.129603115355199271e-03 5.187097797034579827e+01 1.762250251766062500e+15 8.335839927667599582e-06
2.093048640000000115e+23 4.061674640092385914e-27 5.698795507241741433e-12 9.093101017924939219e-09 4.127621381514069189e-03 5.188757933937310440e+01 1.762923723199852000e+15 8.335839927667599582e-06
2.093789280000000026e+23 4.059725504095258068e-27 5.696060741794556028e-12 9.093101017925513282e-09 4.125640598676909125e-03 5.190418602168870166e+01 1.763597194633641500e+15 8.335839927667599582e-06
2.094529919999999937e+23 4.057777303458889081e-27 5.693327288719769483e-12 9.093101017926082383e-09 4.123660766387345425e-03 5.192079801899313196e+01 1.764270666067431250e+15 8.335839927667599582e-06
2.095270559999999848e+23 4.055830037734409288e-27 5.690595147387587156e-12 9.093101017926643211e-09 4.121681884189221275e-03 5.193741533298748436e+01 1.764944137501220500e+15 8.335839927667599582e-06
2.096011200000000094e+23 4.053883706473168570e-27 5.687864317168525412e-12 9.093101017927200731e-09 4.119703951626601038e-03 5.195403796537338792e+01 1.765617608935010500e+15 8.335839927667599582e-06
2.096751840000000005e+23 4.051938309226733481e-27 5.685134797433400301e-12 9.093101017927753287e-09 4.117726968243771123e-03 5.197066591785296197e+01 1.766291080368800000e+15 8.335839927667599582e-06
2.097492479999999916e+23 4.049993845546881511e-27 5.682406587553329185e-12 9.093101017928300881e-09 4.115750933585231308e-03 5.198729919212896533e+01 1.766964551802589750e+15 8.335839927667599582e-06
2.098233120000000163e+23 4.048050314985611129e-27 5.679679686899734769e-12 9.093101017928841857e-09 4.113775847195706020e-03 5.200393778990461158e+01 1.767638023236379750e+15 8.335839927667599582e-06
2.098973760000000073e+23 4.046107717095133890e-27 5.676954094844342683e-12 9.093101017929379525e-09 4.111801708620137392e-03 5.202058171288366850e+01 1.768311494670169500e+15 8.335839927667599582e-06
2.099714399999999984e+23 4.044166051427880177e-27 5.674229810759179861e-12 9.093101017929910574e-09 4.109828517403687001e-03 5.203723096277046523e+01 1.768984966103959000e+15 8.335839927667599582e-06
2.100455039999999895e+23 4.042225317536492742e-27 5.671506834016576970e-12 9.093101017930435007e-09 4.107856273091735864e-03 5.205388554126982825e+01 1.769658437537749000e+15 8.335839927667599582e-06
2.101195680000000142e+23 4.040285514973832446e-27 5.668785163989169213e-12 9.093101017930959439e-09 4.105884975229883577e-03 5.207054545008715962e+01 1.770331908971539000e+15 8.335839927667599582e-06
2.101936320000000052e+23 4.038346643292976107e-27 5.666064800049892295e-12 9.093101017931473946e-09 4.103914623363951776e-03 5.208721069092835876e+01 1.771005380405329000e+15 8.335839927667599582e-06
2.102676959999999963e+23 4.036408702047215783e-27 5.663345741571986457e-12 9.093101017931985143e-09 4.101945217039978941e-03 5.210388126549988641e+01 1.771678851839118750e+15 8.335839927667599582e-06
2.103417599999999874e+23 4.034471690790060923e-27 5.660627987928996478e-12 9.093101017932491378e-09 4.099976755804224729e-03 5.212055717550870071e+01 1.772352323272908750e+15 8.335839927667599582e-06
2.104158240000000121e+23 4.032535609075233347e-27 5.657911538494764406e-12 9.093101017932994304e-09 4.098009239203166502e-03 5.213723842266234243e+01 1.773025794706699000e+15 8.335839927667599582e-06
2.104898880000000031e+23 4.030600456456667961e-27 5.655196392643432788e-12 9.093101017933490612e-09 4.096042666783494997e-03 5.215392500866889947e+01 1.773699266140489000e+15 8.335839927667599582e-06
2.105639519999999942e+23 4.028666232488473297e-27 5.652482549749384894e-12 9.093101017933983612e-09 4.094077038092080491e-03 5.217061693523735499e+01 1.774372737574279000e+15 8.335839927667599582e-06
2.106380159999999853e+23 4.026732936725002544e-27 5.649770009187350537e-12 9.093101017934469994e-09 4.092112352676039594e-03 5.218731420407697641e+01 1.775046209008069000e+15 8.335839927667599582e-06
2.107120800000000100e+23 4.024800568720827715e-27 5.647058770332364875e-12 9.093101017934953067e-09 4.090148610082712695e-03 5.220401681689754270e+01 1.775719680441859500e+15 8.335839927667599582e-06
2.107861440000000010e+23 4.022869128030732480e-27 5.644348832559760335e-12 9.093101017935431178e-09 4.088185809859654421e-03 5.222072477540937996e+01 1.776393151875649500e+15 8.335839927667599582e-06
2.108602079999999921e+23 4.020938614209713591e-27 5.641640195245166612e-12 9.093101017935904325e-09 4.086223951554636240e-03 5.223743808132337563e+01 1.777066623309440000e+15 8.335839927667599582e-06
2.109342719999999832e+23 4.019009026812979454e-27 5.638932857764513901e-12 9.093101017936374164e-09 4.084263034715645592e-03 5.225415673635098557e+01 1.777740094743230000e+15 8.335839927667599582e-06
2.110083360000000079e+23 4.017080365395952281e-27 5.636226819494029663e-12 9.093101017936839039e-09 4.082303058890885024e-03 5.227088074220421987e+01 1.778413566177020750e+15 8.335839927667599582e-06
2.110823999999999990e+23 4.015152629514267369e-27 5.633522079810242667e-12 9.093101017937298952e-09 4.080344023628776524e-03 5.228761010059559311e+01 1.779087037610811000e+15 8.335839927667599582e-06
2.111564639999999900e+23 4.013225818723773103e-27 5.630818638089974913e-12 9.093101017937752247e-09 4.078385928477955454e-03 5.230434481323824514e+01 1.779760509044601500e+15 8.335839927667599582e-06
2.112305280000000147e+23 4.011299932580526650e-27 5.628116493710350512e-12 9.093101017938203887e-09 4.076428772987272277e-03 5.232108488184583450e+01 1.780433980478392250e+15 8.335839927667599582e-06
2.113045920000000058e+23 4.009374970640804721e-27 5.625415646048792462e-12 9.093101017938652219e-09 4.074472556705798637e-03 5.233783030813253845e+01 1.781107451912182750e+15 8.335839927667599582e-06
2.113786559999999969e+23 4.007450932461091375e-27 5.622716094483022643e-12 9.093101017939093934e-09 4.072517279182817813e-03 5.235458109381313108e+01 1.781780923345973500e+15 8.335839927667599582e-06
2.114527199999999879e+23 4.005527817598086627e-27 5.620017838391059395e-12 9.093101017939532339e-09 4.070562939967831660e-03 5.237133724060290518e+01 1.782454394779764000e+15 8.335839927667599582e-06
2.115267840000000126e+23 4.003605625608697841e-27 5.617320877151215903e-12 9.093101017939967436e-09 4.068609538610554535e-03 5.238809875021775753e+01 1.783127866213555000e+15 8.335839927667599582e-06
2.116008480000000037e+23 4.001684356050054076e-27 5.614625210142114738e-12 9.093101017940397570e-09 4.066657074660923708e-03 5.240486562437403251e+01 1.783801337647345750e+15 8.335839927667599582e-06
2.116749119999999948e+23 3.999764008479490303e-27 5.611930836742668467e-12 9.093101017940824395e-09 4.064705547669087218e-03 5.242163786478872112e+01 1.784474809081136500e+15 8.335839927667599582e-06
2.117489759999999858e+23 3.997844582454556017e-27 5.609237756332088542e-12 9.093101017941244603e-09 4.062754957185410812e-03 5.243841547317930463e+01 1.785148280514927500e+15 8.335839927667599582e-06
2.118230400000000105e+23 3.995926077533011646e-27 5.606545968289886915e-12 9.093101017941663157e-09 4.060805302760475341e-03 5.245519845126384695e+01 1.785821751948718750e+15 8.335839927667599582e-06
2.118971040000000016e+23 3.994008493272835728e-27 5.603855471995876034e-12 9.093101017942078401e-09 4.058856583945081101e-03 5.247198680076090227e+01 1.786495223382509750e+15 8.335839927667599582e-06
2.119711679999999927e+23 3.992091829232214866e-27 5.601166266830162386e-12 9.093101017942488683e-09 4.056908800290241757e-03 5.248878052338964295e+01 1.787168694816301000e+15 8.335839927667599582e-06
2.120452319999999837e+23 3.990176084969549466e-27 5.598478352173154575e-12 9.093101017942892347e-09 4.054961951347188683e-03 5.250557962086971031e+01 1.787842166250092000e+15 8.335839927667599582e-06
2.121192960000000084e+23 3.988261260043453023e-27 5.595791727405556852e-12 9.093101017943294357e-09 4.053016036667367490e-03 5.252238409492134963e+01 1.788515637683883500e+15 8.335839927667599582e-06
2.121933599999999995e+23 3.986347354012751401e-27 5.593106391908374781e-12 9.093101017943694712e-09 4.051071055802442367e-03 5.253919394726531777e+01 1.789189109117675000e+15 8.335839927667599582e-06
2.122674239999999906e+23 3.984434366436484268e-27 5.590422345062911996e-12 9.093101017944088450e-09 4.049127008304292605e-03 5.255600917962290453e+01 1.789862580551466250e+15 8.335839927667599582e-06
2.123414880000000152e+23 3.982522296873902945e-27 5.587739586250766174e-12 9.093101017944480534e-09 4.047183893725012603e-03 5.257282979371597520e+01 1.790536051985258000e+15 8.335839927667599582e-06
2.124155520000000063e+23 3.980611144884471121e-27 5.585058114853840332e-12 9.093101017944866000e-09 4.045241711616915335e-03 5.258965579126689960e+01 1.791209523419049500e+15 8.335839927667599582e-06
2.124896159999999974e+23 3.978700910027867725e-27 5.582377930254333144e-12 9.093101017945248157e-09 4.043300461532528881e-03 5.260648717399860175e+01 1.791882994852841000e+15 8.335839927667599582e-06
2.125636799999999885e+23 3.976791591863983341e-27 5.579699031834739741e-12 9.093101017945630315e-09 4.041360143024598159e-03 5.262332394363454569e+01 1.792556466286633000e+15 8.335839927667599582e-06
2.126377440000000131e+23 3.974883189952916613e-27 5.577021418977854140e-12 9.093101017946004200e-09 4.039420755646080594e-03 5.264016610189874257e+01 1.793229937720425000e+15 8.335839927667599582e-06
2.127118080000000042e+23 3.972975703854987167e-27 5.574345091066773280e-12 9.093101017946378086e-09 4.037482298950155653e-03 5.265701365051570804e+01 1.793903409154216750e+15 8.335839927667599582e-06
2.127858719999999953e+23 3.971069133130716954e-27 5.571670047484882481e-12 9.093101017946747009e-09 4.035544772490210971e-03 5.267386659121056880e+01 1.794576880588008750e+15 8.335839927667599582e-06
2.128599359999999864e+23 3.969163477340804421e-27 5.568996287615811018e-12 9.093101017947114277e-09 4.033608175819811126e-03 5.269072492570931843e+01 1.795250352021800750e+15 8.335839927667599582e-06
2.129340000000000110e+23 3.967258736046178321e-27 5.566323810843515322e-12 9.093101017947474928e-09 4.031672508492757483e-03 5.270758865573830576e+01 1.795923823455593250e+15 8.335839927667599582e-06
2.130080640000000021e+23 3.965354908807993409e-27 5.563652616552264440e-12 9.093101017947832270e-09 4.029737770063077790e-03 5.272445778302432728e+01 1.796597294889385500e+15 8.335839927667599582e-06
2.130821279999999932e+23 3.963451995187608199e-27 5.560982704126615802e-12 9.093101017948187957e-09 4.027803960085009696e-03 5.274133230929476213e+01 1.797270766323178000e+15 8.335839927667599582e-06
2.131561919999999843e+23 3.961549994746589988e-27 5.558314072951421682e-12 9.093101017948538682e-09 4.025871078113001621e-03 5.275821223627759338e+01 1.797944237756970250e+15 8.335839927667599582e-06
2.132302560000000089e+23 3.959648907046717725e-27 5.555646722411828390e-12 9.093101017948887752e-09 4.023939123701717954e-03 5.277509756570130861e+01 1.798617709190763000e+15 8.335839927667599582e-06
2.133043200000000000e+23 3.957748731649982010e-27 5.552980651893279506e-12 9.093101017949233514e-09 4.022008096406037327e-03 5.279198829929496384e+01 1.799291180624555750e+15 8.335839927667599582e-06
2.133783839999999911e+23 3.955849468118580076e-27 5.550315860781509414e-12 9.093101017949574312e-09 4.020077995781048269e-03 5.280888443878819771e+01 1.799964652058348500e+15 8.335839927667599582e-06
2.134524480000000157e+23 3.953951116014918653e-27 5.547652348462545727e-12 9.093101017949913456e-09 4.018148821382052684e-03 5.282578598591119601e+01 1.800638123492141500e+15 8.335839927667599582e-06
2.135265120000000068e+23 3.952053674901616122e-27 5.544990114322713329e-12 9.093101017950249291e-09 4.016220572764567578e-03 5.284269294239467740e+01 1.801311594925934500e+15 8.335839927667599582e-06
2.136005759999999979e+23 3.950157144341499651e-27 5.542329157748630329e-12 9.093101017950580164e-09 4.014293249484322465e-03 5.285960530996994322e+01 1.801985066359727500e+15 8.335839927667599582e-06
2.136746399999999890e+23 3.948261523897604467e-27 5.539669478127208067e-12 9.093101017950907727e-09 4.012366851097257624e-03 5.287652309036886322e+01 1.802658537793520750e+15 8.335839927667599582e-06
2.137487040000000136e+23 3.946366813133176737e-27 5.537011074845649497e-12 9.093101017951233636e-09 4.010441377159527573e-03 5.289344628532384007e+01 1.803332009227314250e+15 8.335839927667599582e-06
2.138227680000000047e+23 3.944473011611672841e-27 5.534353947291457263e-12 9.093101017951556237e-09 4.008516827227501071e-03 5.291037489656782355e+01 1.804005480661107500e+15 8.335839927667599582e-06
2.138968319999999958e+23 3.942580118896758660e-27 5.531698094852424817e-12 9.093101017951875528e-09 4.006593200857759378e-03 5.292730892583433189e+01 1.804678952094901250e+15 8.335839927667599582e-06
2.139708959999999869e+23 3.940688134552308142e-27 5.529043516916639644e-12 9.093101017952193166e-09 4.004670497607096258e-03 5.294424837485743041e+01 1.805352423528694750e+15 8.335839927667599582e-06
2.140449600000000115e+23 3.938797058142404732e-27 5.526390212872482463e-12 9.093101017952505840e-09 4.002748717032516244e-03 5.296119324537175999e+01 1.806025894962488750e+15 8.335839927667599582e-06
2.141190240000000026e+23 3.936906889231344963e-27 5.523738182108632064e-12 9.093101017952816860e-09 4.000827858691241579e-03 5.297814353911247309e+01 1.806699366396282250e+15 8.335839927667599582e-06
