# z rho(z) P(z) g(z) n(z) K(z)
2.800660923555504128e+19 1.150804528536359150e-26 4.747706564154522993e-11 1.213251239658968804e-10 1.146242483452219324e-02 5.901153626003032923e+08
2.833361083902893261e+19 1.150804517404984544e-26 4.747706518231432216e-11 1.227416990825323715e-10 1.146242472364971884e-02 5.901153664056383371e+08
2.866443047158928589e+19 1.150804506012155572e-26 4.747706471229698567e-11 1.241748138937651644e-10 1.146242461017306716e-02 5.901153703003534079e+08
2.899911271205757747e+19 1.150804494351731452e-26 4.747706423123985116e-11 1.256246615129754080e-10 1.146242449403107010e-02 5.901153742865476608e+08
2.933770265975217357e+19 1.150804482417426619e-26 4.747706373888362981e-11 1.270914373082411455e-10 1.146242437516112496e-02 5.901153783663699627e+08
2.968024594056461926e+19 1.150804470202808284e-26 4.747706323496291943e-11 1.285753389286571596e-10 1.146242425349915627e-02 5.901153825420193672e+08
3.002678871310927872e+19 1.150804457701292558e-26 4.747706271920609459e-11 1.300765663309712998e-10 1.146242412897958626e-02 5.901153868157467842e+08
3.037737767494237389e+19 1.150804444906140438e-26 4.747706219133515152e-11 1.315953218065220063e-10 1.146242400153529330e-02 5.901153911898558140e+08
3.073206006885485773e+19 1.150804431810455222e-26 4.747706165106554656e-11 1.331318100084942478e-10 1.146242387109758405e-02 5.901153956667040586e+08
3.109088368923848704e+19 1.150804418407178348e-26 4.747706109810607980e-11 1.346862379794942075e-10 1.146242373759615019e-02 5.901154002487049103e+08
3.145389688852650803e+19 1.150804404689084370e-26 4.747706053215866897e-11 1.362588151794448631e-10 1.146242360095902670e-02 5.901154049383280277e+08
3.182114858370826650e+19 1.150804390648779241e-26 4.747705995291825889e-11 1.378497535138037291e-10 1.146242346111256416e-02 5.901154097381013632e+08
3.219268826292239155e+19 1.150804376278694997e-26 4.747705936007262121e-11 1.394592673621197157e-10 1.146242331798138364e-02 5.901154146506119967e+08
3.256856599212448154e+19 1.150804361571085602e-26 4.747705875330221864e-11 1.410875736069124600e-10 1.146242317148833158e-02 5.901154196785080433e+08
3.294883242183385088e+19 1.150804346518023213e-26 4.747705813227995294e-11 1.427348916628943685e-10 1.146242302155444509e-02 5.901154248244996071e+08
3.333353879395910042e+19 1.150804331111393876e-26 4.747705749667109384e-11 1.444014435065341807e-10 1.146242286809890515e-02 5.901154300913605690e+08
3.372273694870200730e+19 1.150804315342893224e-26 4.747705684613303994e-11 1.460874537059588767e-10 1.146242271103899667e-02 5.901154354819297791e+08
3.411647933154477670e+19 1.150804299204021308e-26 4.747705618031511836e-11 1.477931494512170879e-10 1.146242255029005820e-02 5.901154409991132021e+08
3.451481900031609651e+19 1.150804282686078866e-26 4.747705549885843611e-11 1.495187605848837199e-10 1.146242238576544205e-02 5.901154466458843946e+08
3.491780963234113536e+19 1.150804265780162591e-26 4.747705480139567975e-11 1.512645196330275265e-10 1.146242221737646741e-02 5.901154524252873659e+08
3.532550553167464038e+19 1.150804248477159531e-26 4.747705408755089571e-11 1.530306618365388694e-10 1.146242204503236661e-02 5.901154583404371738e+08
3.573796163641889997e+19 1.150804230767742932e-26 4.747705335693928990e-11 1.548174251828250049e-10 1.146242186864024001e-02 5.901154643945225477e+08
3.615523352612560486e+19 1.150804212642366923e-26 4.747705260916706619e-11 1.566250504378677779e-10 1.146242168810501089e-02 5.901154705908066034e+08
3.657737742928710042e+19 1.150804194091261500e-26 4.747705184383114205e-11 1.584537811786697307e-10 1.146242150332936298e-02 5.901154769326293468e+08
3.700445023091214746e+19 1.150804175104427211e-26 4.747705106051898053e-11 1.603038638260644539e-10 1.146242131421370061e-02 5.901154834234091043e+08
3.743650948019164774e+19 1.150804155671629421e-26 4.747705025880836410e-11 1.621755476779176262e-10 1.146242112065608276e-02 5.901154900666447878e+08
3.787361339825379738e+19 1.150804135782393575e-26 4.747704943826713612e-11 1.640690849427146830e-10 1.146242092255217795e-02 5.901154968659172058e+08
3.831582088600838963e+19 1.150804115425998883e-26 4.747704859845301992e-11 1.659847307735343908e-10 1.146242071979520355e-02 5.901155038248912096e+08
3.876319153208562483e+19 1.150804094591472724e-26 4.747704773891333445e-11 1.679227433024319018e-10 1.146242051227586850e-02 5.901155109473179579e+08
3.921578562086469632e+19 1.150804073267584478e-26 4.747704685918474870e-11 1.698833836752096789e-10 1.146242029988231263e-02 5.901155182370368242e+08
3.967366414059750195e+19 1.150804051442840217e-26 4.747704595879306847e-11 1.718669160866011833e-10 1.146242008250005114e-02 5.901155256979769468e+08
4.013688879162701414e+19 1.150804029105475956e-26 4.747704503725298430e-11 1.738736078158633966e-10 1.146241986001191211e-02 5.901155333341599703e+08
4.060552199470188954e+19 1.150804006243451056e-26 4.747704409406772900e-11 1.759037292627867071e-10 1.146241963229796372e-02 5.901155411497021914e+08
4.107962689938649907e+19 1.150803982844442487e-26 4.747704312872892900e-11 1.779575539841171971e-10 1.146241939923546733e-02 5.901155491488163471e+08
4.155926739257247334e+19 1.150803958895837647e-26 4.747704214071622952e-11 1.800353587304185513e-10 1.146241916069879428e-02 5.901155573358141184e+08
4.204450810708634010e+19 1.150803934384727335e-26 4.747704112949707490e-11 1.821374234833504759e-10 1.146241891655936686e-02 5.901155657151085138e+08
4.253541443039926682e+19 1.150803909297899580e-26 4.747704009452637249e-11 1.842640314933876438e-10 1.146241866668558720e-02 5.901155742912162542e+08
4.303205251343857254e+19 1.150803883621832180e-26 4.747703903524627298e-11 1.864154693179808187e-10 1.146241841094276966e-02 5.901155830687600374e+08
4.353448927950030438e+19 1.150803857342684807e-26 4.747703795108577618e-11 1.885920268601538782e-10 1.146241814919305921e-02 5.901155920524712801e+08
4.404279243326948147e+19 1.150803830446292553e-26 4.747703684146050484e-11 1.907939974075682712e-10 1.146241788129536907e-02 5.901156012471922636e+08
4.455703046994201805e+19 1.150803802918157465e-26 4.747703570577235567e-11 1.930216776720259329e-10 1.146241760710529564e-02 5.901156106578794718e+08
4.507727268445504307e+19 1.150803774743441221e-26 4.747703454340913101e-11 1.952753678294427618e-10 1.146241732647504050e-02 5.901156202896054983e+08
4.560358918082452685e+19 1.150803745906956956e-26 4.747703335374431909e-11 1.975553715602859387e-10 1.146241703925334095e-02 5.901156301475619078e+08
4.613605088159239373e+19 1.150803716393161084e-26 4.747703213613664815e-11 1.998619960904843410e-10 1.146241674528537466e-02 5.901156402370624542e+08
4.667472953738200678e+19 1.150803686186144968e-26 4.747703088992979560e-11 2.021955522328095196e-10 1.146241644441268678e-02 5.901156505635458231e+08
4.721969773656899584e+19 1.150803655269626463e-26 4.747702961445203909e-11 2.045563544287542245e-10 1.146241613647310149e-02 5.901156611325778961e+08
4.777102891506124390e+19 1.150803623626940584e-26 4.747702830901584936e-11 2.069447207908844660e-10 1.146241582130062830e-02 5.901156719498561621e+08
4.832879736619495424e+19 1.150803591241031182e-26 4.747702697291757359e-11 2.093609731456929247e-10 1.146241549872538401e-02 5.901156830212111473e+08
4.889307825074625741e+19 1.150803558094441477e-26 4.747702560543702826e-11 2.118054370769531933e-10 1.146241516857349207e-02 5.901156943526105881e+08
4.946394760705773568e+19 1.150803524169304731e-26 4.747702420583709207e-11 2.142784419695706630e-10 1.146241483066699242e-02 5.901157059501626492e+08
5.004148236128718029e+19 1.150803489447334487e-26 4.747702277336335043e-11 2.167803210539623918e-10 1.146241448482374602e-02 5.901157178201184273e+08
5.062576033777201152e+19 1.150803453909814815e-26 4.747702130724368841e-11 2.193114114509380895e-10 1.146241413085733601e-02 5.901157299688762426e+08
5.121686026951667712e+19 1.150803417537589978e-26 4.747701980668780601e-11 2.218720542171115060e-10 1.146241376857696365e-02 5.901157424029848576e+08
5.181486180880220160e+19 1.150803380311054819e-26 4.747701827088688863e-11 2.244625943908424818e-10 1.146241339778735456e-02 5.901157551291463375e+08
5.241984553791990170e+19 1.150803342210143139e-26 4.747701669901308356e-11 2.270833810387145724e-10 1.146241301828864259e-02 5.901157681542203426e+08
5.303189298002838323e+19 1.150803303214317652e-26 4.747701509021913167e-11 2.297347673025467213e-10 1.146241262987626915e-02 5.901157814852279425e+08
5.365108661014158541e+19 1.150803263302558790e-26 4.747701344363785042e-11 2.324171104469713699e-10 1.146241223234087045e-02 5.901157951293549538e+08
5.427750986624073728e+19 1.150803222453353228e-26 4.747701175838169439e-11 2.351307719075493314e-10 1.146241182546816825e-02 5.901158090939556360e+08
5.491124716051833651e+19 1.150803180644682114e-26 4.747701003354227710e-11 2.378761173394550818e-10 1.146241140903884667e-02 5.901158233865574598e+08
5.555238389075333939e+19 1.150803137854009879e-26 4.747700826818985401e-11 2.406535166667300929e-10 1.146241098282844116e-02 5.901158380148646832e+08
5.620100645181694771e+19 1.150803094058271462e-26 4.747700646137288306e-11 2.434633441321005596e-10 1.146241054660721709e-02 5.901158529867619276e+08
5.685720224731723366e+19 1.150803049233859547e-26 4.747700461211743663e-11 2.463059783473963073e-10 1.146241010014003789e-02 5.901158683103200197e+08
5.752105970137519718e+19 1.150803003356613074e-26 4.747700271942672331e-11 2.491818023445376362e-10 1.146240964318624884e-02 5.901158839937982559e+08
5.819266827054066074e+19 1.150802956401803184e-26 4.747700078228055153e-11 2.520912036271268862e-10 1.146240917549954351e-02 5.901159000456508398e+08
5.887211845584665805e+19 1.150802908344120302e-26 4.747699879963475439e-11 2.550345742226400701e-10 1.146240869682782840e-02 5.901159164745297432e+08
5.955950181500534784e+19 1.150802859157660215e-26 4.747699677042063393e-11 2.580123107352284482e-10 1.146240820691308768e-02 5.901159332892910242e+08
6.025491097474351923e+19 1.150802808815910161e-26 4.747699469354439888e-11 2.610248143991264271e-10 1.146240770549124613e-02 5.901159504989978075e+08
6.095843964328736358e+19 1.150802757291735190e-26 4.747699256788658308e-11 2.640724911327023844e-10 1.146240719229202863e-02 5.901159681129269600e+08
6.167018262298786202e+19 1.150802704557362382e-26 4.747699039230141213e-11 2.671557515931195389e-10 1.146240666703880924e-02 5.901159861405727863e+08
6.239023582309616845e+19 1.150802650584367072e-26 4.747698816561618302e-11 2.702750112316442452e-10 1.146240612944846547e-02 5.901160045916523933e+08
6.311869627268821811e+19 1.150802595343656637e-26 4.747698588663068254e-11 2.734306903495994368e-10 1.146240557923122565e-02 5.901160234761116505e+08
6.385566213373745562e+19 1.150802538805454995e-26 4.747698355411647638e-11 2.766232141549600135e-10 1.146240501609050930e-02 5.901160428041298389e+08
6.460123271434563584e+19 1.150802480939286968e-26 4.747698116681629526e-11 2.798530128196291535e-10 1.146240443972277277e-02 5.901160625861250162e+08
6.535550848212271923e+19 1.150802421713961632e-26 4.747697872344333695e-11 2.831205215373615844e-10 1.146240384981734271e-02 5.901160828327603340e+08
6.611859107772569190e+19 1.150802361097555393e-26 4.747697622268058774e-11 2.864261805823723792e-10 1.146240324605624951e-02 5.901161035549491644e+08
6.689058332855491789e+19 1.150802299057394471e-26 4.747697366318007281e-11 2.897704353686271953e-10 1.146240262811405036e-02 5.901161247638615370e+08
6.767158926261094810e+19 1.150802235560038405e-26 4.747697104356217123e-11 2.931537365098262583e-10 1.146240199565766622e-02 5.901161464709295034e+08
6.846171412251035238e+19 1.150802170571260824e-26 4.747696836241485983e-11 2.965765398800757857e-10 1.146240134834618923e-02 5.901161686878535748e+08
6.926106437967076557e+19 1.150802104056031077e-26 4.747696561829294424e-11 3.000393066752896036e-10 1.146240068583070405e-02 5.901161914266093969e+08
7.006974774865595597e+19 1.150802035978496731e-26 4.747696280971730918e-11 3.035425034752848711e-10 1.146240000775410571e-02 5.901162146994537115e+08
7.088787320169127117e+19 1.150801966301962330e-26 4.747695993517405258e-11 3.070866023066109465e-10 1.146239931375089491e-02 5.901162385189311504e+08
7.171555098334844518e+19 1.150801894988871317e-26 4.747695699311376176e-11 3.106720807061128913e-10 1.146239860344699414e-02 5.901162628978811502e+08
7.255289262539901338e+19 1.150801822000784367e-26 4.747695398195060223e-11 3.142994217852211375e-10 1.146239787645953433e-02 5.901162878494443893e+08
7.340001096184707482e+19 1.150801747298359584e-26 4.747695090006151639e-11 3.179691142950190132e-10 1.146239713239665704e-02 5.901163133870704174e+08
7.425702014413160448e+19 1.150801670841330977e-26 4.747694774578528646e-11 3.216816526920403594e-10 1.146239637085729769e-02 5.901163395245249271e+08
7.512403565650919424e+19 1.150801592588487080e-26 4.747694451742172669e-11 3.254375372048464022e-10 1.146239559143097560e-02 5.901163662758963108e+08
7.600117433161660826e+19 1.150801512497648137e-26 4.747694121323068174e-11 3.292372739013830704e-10 1.146239479369756502e-02 5.901163936556044817e+08
7.688855436621167002e+19 1.150801430525643860e-26 4.747693783143114125e-11 3.330813747571031958e-10 1.146239397722707484e-02 5.901164216784076691e+08
7.778629533710440858e+19 1.150801346628289752e-26 4.747693437020023828e-11 3.369703577239160504e-10 1.146239314157941093e-02 5.901164503594108820e+08
7.869451821726780621e+19 1.150801260760364005e-26 4.747693082767234450e-11 3.409047467999085387e-10 1.146239228630414886e-02 5.901164797140738964e+08
7.961334539213989478e+19 1.150801172875582391e-26 4.747692720193796516e-11 3.448850720998944500e-10 1.146239141094028066e-02 5.901165097582198381e+08
8.054290067611551334e+19 1.150801082926573435e-26 4.747692349104276328e-11 3.489118699267832912e-10 1.146239051501597023e-02 5.901165405080428123e+08
8.148330932923123302e+19 1.150800990864853303e-26 4.747691969298651274e-11 3.529856828437826081e-10 1.146238959804830003e-02 5.901165719801180363e+08
8.243469807404190925e+19 1.150800896640799403e-26 4.747691580572201261e-11 3.571070597474268664e-10 1.146238865954301266e-02 5.901166041914097071e+08
8.339719511270077235e+19 1.150800800203623405e-26 4.747691182715396271e-11 3.612765559414872283e-10 1.146238769899423672e-02 5.901166371592805386e+08
8.437093014423242342e+19 1.150800701501344265e-26 4.747690775513783912e-11 3.654947332117125429e-10 1.146238671588422318e-02 5.901166709015007019e+08
8.535603438201077760e+19 1.150800600480760104e-26 4.747690358747879565e-11 3.697621599014556255e-10 1.146238570968306260e-02 5.901167054362584352e+08
8.635264057144107008e+19 1.150800497087419645e-26 4.747689932193039716e-11 3.740794109881797618e-10 1.146238467984839887e-02 5.901167407821686268e+08
8.736088300784489267e+19 1.150800391265592087e-26 4.747689495619344344e-11 3.784470681608436769e-10 1.146238362582513610e-02 5.901167769582837820e+08
8.838089755456102400e+19 1.150800282958237974e-26 4.747689048791474782e-11 3.828657198982148598e-10 1.146238254704514022e-02 5.901168139841034412e+08
8.941282166125055181e+19 1.150800172106978485e-26 4.747688591468585115e-11 3.873359615480662136e-10 1.146238144292693537e-02 5.901168518795856237e+08
9.045679438241936179e+19 1.150800058652063438e-26 4.747688123404173583e-11 3.918583954073110381e-10 1.146238031287538997e-02 5.901168906651566029e+08
9.151295639615601050e+19 1.150799942532339144e-26 4.747687644345946221e-11 3.964336308030661616e-10 1.146237915628139058e-02 5.901169303617230654e+08
9.258145002308925850e+19 1.150799823685215552e-26 4.747687154035685031e-11 4.010622841746640033e-10 1.146237797252151920e-02 5.901169709906822443e+08
9.366241924556315034e+19 1.150799702046632955e-26 4.747686652209108391e-11 4.057449791566015212e-10 1.146237676095771679e-02 5.901170125739339590e+08
9.475600972704350208e+19 1.150799577551026406e-26 4.747686138595723718e-11 4.104823466624887565e-10 1.146237552093693456e-02 5.901170551338928938e+08
9.586236883174347571e+19 1.150799450131291849e-26 4.747685612918691108e-11 4.152750249699418109e-10 1.146237425179079047e-02 5.901170986934996843e+08
9.698164564448201933e+19 1.150799319718748676e-26 4.747685074894663721e-11 4.201236598064810556e-10 1.146237295283520155e-02 5.901171432762337923e+08
9.811399099077420646e+19 1.150799186243102984e-26 4.747684524233640435e-11 4.250289044364257827e-10 1.146237162337001604e-02 5.901171889061264992e+08
9.925955745715226214e+19 1.150799049632410126e-26 4.747683960638810105e-11 4.299914197487891240e-10 1.146237026267864050e-02 5.901172356077734232e+08
1.004184994117317263e+20 1.150798909813036117e-26 4.747683383806391297e-11 4.350118743462244731e-10 1.146236887002765117e-02 5.901172834063477516e+08
1.015909730250097951e+20 1.150798766709617017e-26 4.747682793425466207e-11 4.400909446349766196e-10 1.146236744466639680e-02 5.901173323276139498e+08
1.027771362909105193e+20 1.150798620245018613e-26 4.747682189177813282e-11 4.452293149158944682e-10 1.146236598582659610e-02 5.901173823979417086e+08
1.039771490480756654e+20 1.150798470340295527e-26 4.747681570737739203e-11 4.504276774765037368e-10 1.146236449272192148e-02 5.901174336443202496e+08
1.051911730014002381e+20 1.150798316914648306e-26 4.747680937771901171e-11 4.556867326841333282e-10 1.146236296454758267e-02 5.901174860943721533e+08
1.064193717438273946e+20 1.150798159885379085e-26 4.747680289939125310e-11 4.610071890801600494e-10 1.146236140047988093e-02 5.901175397763693333e+08
1.076619107783898726e+20 1.150797999167848398e-26 4.747679626890227018e-11 4.663897634753146045e-10 1.146235979967577361e-02 5.901175947192476988e+08
1.089189575405128253e+20 1.150797834675428537e-26 4.747678948267817741e-11 4.718351810461133282e-10 1.146235816127242138e-02 5.901176509526224136e+08
1.101906814205759324e+20 1.150797666319457211e-26 4.747678253706117567e-11 4.773441754324094044e-10 1.146235648438671297e-02 5.901177085068047047e+08
1.114772537867405066e+20 1.150797494009190043e-26 4.747677542830754889e-11 4.829174888360790294e-10 1.146235476811480365e-02 5.901177674128172398e+08
1.127788480080378102e+20 1.150797317651750783e-26 4.747676815258564139e-11 4.885558721208405530e-10 1.146235301153161225e-02 5.901178277024118900e+08
1.140956394777366036e+20 1.150797137152082518e-26 4.747676070597382219e-11 4.942600849132690514e-10 1.146235121369033709e-02 5.901178894080858231e+08
1.154278056369742643e+20 1.150796952412895153e-26 4.747675308445834601e-11 5.000308957049483764e-10 1.146234937362193562e-02 5.901179525630997419e+08
1.167755259986681856e+20 1.150796763334614187e-26 4.747674528393120127e-11 5.058690819558297511e-10 1.146234749033460919e-02 5.901180172014956474e+08
1.181389821717068022e+20 1.150796569815325752e-26 4.747673730018789356e-11 5.117754301987913286e-10 1.146234556281326006e-02 5.901180833581147194e+08
1.195183578854179144e+20 1.150796371750722947e-26 4.747672912892516436e-11 5.177507361453944738e-10 1.146234359001895367e-02 5.901181510686169863e+08
1.209138390143323668e+20 1.150796169034049161e-26 4.747672076573872927e-11 5.237958047929072866e-10 1.146234157088835484e-02 5.901182203694995642e+08
1.223256136032274186e+20 1.150795961556039811e-26 4.747671220612080939e-11 5.299114505325332228e-10 1.146233950433315184e-02 5.901182912981170416e+08
1.237538718924672696e+20 1.150795749204864519e-26 4.747670344545777901e-11 5.360984972589153322e-10 1.146233738923947178e-02 5.901183638927015066e+08
1.251988063436383191e+20 1.150795531866066696e-26 4.747669447902767113e-11 5.423577784809113554e-10 1.146233522446728735e-02 5.901184381923826933e+08
1.266606116654850703e+20 1.150795309422501128e-26 4.747668530199759901e-11 5.486901374336580851e-10 1.146233300884978885e-02 5.901185142372096777e+08
1.281394848401432740e+20 1.150795081754271264e-26 4.747667590942116477e-11 5.550964271919153760e-10 1.146233074119276489e-02 5.901185920681720972e+08
1.296356251496902656e+20 1.150794848738665079e-26 4.747666629623582271e-11 5.615775107847696261e-10 1.146232842027396052e-02 5.901186717272222042e+08
1.311492342029944586e+20 1.150794610250088206e-26 4.747665645726009410e-11 5.681342613116274530e-10 1.146232604484240941e-02 5.901187532572978735e+08
1.326805159628837192e+20 1.150794366159996492e-26 4.747664638719083356e-11 5.747675620595790772e-10 1.146232361361776593e-02 5.901188367023450136e+08
1.342296767736310825e+20 1.150794116336827123e-26 4.747663608060034040e-11 5.814783066221170418e-10 1.146232112528961823e-02 5.901189221073424816e+08
1.357969253887556813e+20 1.150793860645927019e-26 4.747662553193343765e-11 5.882673990192186424e-10 1.146231857851677353e-02 5.901190095183248520e+08
1.373824729991594803e+20 1.150793598949480948e-26 4.747661473550447352e-11 5.951357538188639288e-10 1.146231597192654168e-02 5.901190989824082851e+08
1.389865332615814349e+20 1.150793331106436618e-26 4.747660368549425178e-11 6.020842962599169006e-10 1.146231330411399268e-02 5.901191905478153229e+08
1.406093223273893724e+20 1.150793056972429634e-26 4.747659237594695571e-11 6.091139623764573705e-10 1.146231057364120384e-02 5.901192842639014721e+08
1.422510588717069763e+20 1.150792776399704288e-26 4.747658080076683934e-11 6.162256991235499513e-10 1.146230777903647739e-02 5.901193801811813116e+08
1.439119641228819825e+20 1.150792489237035211e-26 4.747656895371500921e-11 6.234204645044752902e-10 1.146230491879355294e-02 5.901194783513559103e+08
1.455922618922926572e+20 1.150792195329645299e-26 4.747655682840607045e-11 6.306992276994144536e-10 1.146230199137079735e-02 5.901195788273403645e+08
1.472921786045139026e+20 1.150791894519122625e-26 4.747654441830463059e-11 6.380629691956733152e-10 1.146229899519036859e-02 5.901196816632931232e+08
1.490119433278240195e+20 1.150791586643334346e-26 4.747653171672182931e-11 6.455126809193657801e-10 1.146229592863736574e-02 5.901197869146442413e+08
1.507517878050732769e+20 1.150791271536340179e-26 4.747651871681170661e-11 6.530493663686536601e-10 1.146229279005896683e-02 5.901198946381260157e+08
1.525119464849133076e+20 1.150790949028302713e-26 4.747650541156751925e-11 6.606740407485227260e-10 1.146228957776352850e-02 5.901200048918027878e+08
1.542926565533844767e+20 1.150790618945395722e-26 4.747649179381797321e-11 6.683877311071003153e-10 1.146228629001967876e-02 5.901201177351033688e+08
1.560941579658850140e+20 1.150790281109710747e-26 4.747647785622336568e-11 6.761914764736027950e-10 1.146228292505538718e-02 5.901202332288514376e+08
1.579166934795005133e+20 1.150789935339160814e-26 4.747646359127159128e-11 6.840863279978288186e-10 1.146227948105700035e-02 5.901203514353003502e+08
1.597605086857174385e+20 1.150789581447383004e-26 4.747644899127415487e-11 6.920733490912916416e-10 1.146227595616827917e-02 5.901204724181646109e+08
1.616258520435171328e+20 1.150789219243636856e-26 4.747643404836195802e-11 7.001536155699841878e-10 1.146227234848938049e-02 5.901205962426558733e+08
1.635129749128577024e+20 1.150788848532703638e-26 4.747641875448113086e-11 7.083282157987997180e-10 1.146226865607585452e-02 5.901207229755171537e+08
1.654221315885402030e+20 1.150788469114778584e-26 4.747640310138863764e-11 7.165982508375973468e-10 1.146226487693757443e-02 5.901208526850591898e+08
1.673535793344832799e+20 1.150788080785365566e-26 4.747638708064785649e-11 7.249648345890107398e-10 1.146226100903768516e-02 5.901209854411969185e+08
1.693075784183850926e+20 1.150787683335165176e-26 4.747637068362405579e-11 7.334290939479160311e-10 1.146225705029149146e-02 5.901211213154877424e+08
1.712843921467963146e+20 1.150787276549962940e-26 4.747635390147967019e-11 7.419921689526513997e-10 1.146225299856533895e-02 5.901212603811693192e+08
1.732842869006026998e+20 1.150786860210513664e-26 4.747633672516964772e-11 7.506552129379879933e-10 1.146224885167546753e-02 5.901214027131998539e+08
1.753075321709151846e+20 1.150786434092423196e-26 4.747631914543646729e-11 7.594193926898401038e-10 1.146224460738683171e-02 5.901215483882977962e+08
1.773544005953927905e+20 1.150785997966027463e-26 4.747630115280522090e-11 7.682858886018215054e-10 1.146224026341189500e-02 5.901216974849835634e+08
1.794251679949756498e+20 1.150785551596268920e-26 4.747628273757848895e-11 7.772558948335510740e-10 1.146223581740940002e-02 5.901218500836222172e+08
1.815201134110542070e+20 1.150785094742570279e-26 4.747626388983109929e-11 7.863306194708201822e-10 1.146223126698310904e-02 5.901220062664653063e+08
1.836395191430705316e+20 1.150784627158703643e-26 4.747624459940481517e-11 7.955112846875990210e-10 1.146222660968050817e-02 5.901221661176974773e+08
1.857836707865606554e+20 1.150784148592659352e-26 4.747622485590282285e-11 8.047991269099263086e-10 1.146222184299148725e-02 5.901223297234796286e+08
1.879528572716330844e+20 1.150783658786509380e-26 4.747620464868417400e-11 8.141953969816497112e-10 1.146221696434699192e-02 5.901224971719967127e+08
1.901473709019120927e+20 1.150783157476268001e-26 4.747618396685798250e-11 8.237013603321548075e-10 1.146221197111763068e-02 5.901226685535051823e+08
1.923675073939203031e+20 1.150782644391750307e-26 4.747616279927763416e-11 8.333182971459531404e-10 1.146220686061226630e-02 5.901228439603807926e+08
1.946135659169288028e+20 1.150782119256427279e-26 4.747614113453476384e-11 8.430475025342672901e-10 1.146220163007656730e-02 5.901230234871690273e+08
1.968858491332726620e+20 1.150781581787274688e-26 4.747611896095305802e-11 8.528902867085924955e-10 1.146219627669151434e-02 5.901232072306361198e+08
1.991846632391289405e+20 1.150781031694622573e-26 4.747609626658203160e-11 8.628479751562185894e-10 1.146219079757188931e-02 5.901233952898211479e+08
2.015103180057871319e+20 1.150780468681998402e-26 4.747607303919053968e-11 8.729219088178547311e-10 1.146218518976471930e-02 5.901235877660887241e+08
2.038631268213852406e+20 1.150779892445967077e-26 4.747604926626020536e-11 8.831134442672206570e-10 1.146217945024768405e-02 5.901237847631849051e+08
2.062434067331413443e+20 1.150779302675968356e-26 4.747602493497870534e-11 8.934239538927479657e-10 1.146217357592749231e-02 5.901239863872920275e+08
2.086514784900763156e+20 1.150778699054148970e-26 4.747600003223280999e-11 9.038548260813615556e-10 1.146216756363820956e-02 5.901241927470862865e+08
2.110876665862376653e+20 1.150778081255191144e-26 4.747597454460138463e-11 9.144074654043868131e-10 1.146216141013955622e-02 5.901244039537961483e+08
2.135522993044187054e+20 1.150777448946138112e-26 4.747594845834808707e-11 9.250832928055564956e-10 1.146215511211516255e-02 5.901246201212629080e+08
2.160457087604062945e+20 1.150776801786213889e-26 4.747592175941404574e-11 9.358837457912562753e-10 1.146214866617077839e-02 5.901248413660012484e+08
2.185682309477269176e+20 1.150776139426640175e-26 4.747589443341021479e-11 9.468102786228809378e-10 1.146214206883244824e-02 5.901250678072626591e+08
2.211202057829248205e+20 1.150775461510448953e-26 4.747586646560967738e-11 9.578643625114384437e-10 1.146213531654464123e-02 5.901252995670990944e+08
2.237019771513684296e+20 1.150774767672289059e-26 4.747583784093968411e-11 9.690474858143923416e-10 1.146212840566833077e-02 5.901255367704292536e+08
2.263138929535823708e+20 1.150774057538230461e-26 4.747580854397352981e-11 9.803611542347222653e-10 1.146212133247903782e-02 5.901257795451058149e+08
2.289563051521390019e+20 1.150773330725562359e-26 4.747577855892229467e-11 9.918068910223496510e-10 1.146211409316482722e-02 5.901260280219841003e+08
2.316295698190790820e+20 1.150772586842586848e-26 4.747574786962625580e-11 1.003386237177799116e-09 1.146210668382424691e-02 5.901262823349927664e+08
2.343340471838951014e+20 1.150771825488408553e-26 4.747571645954625997e-11 1.015100751658226817e-09 1.146209910046423752e-02 5.901265426212060452e+08
2.370701016820733706e+20 1.150771046252717956e-26 4.747568431175476679e-11 1.026952011585812266e-09 1.146209133899796749e-02 5.901268090209176540e+08
2.398381020042042737e+20 1.150770248715571136e-26 4.747565140892676915e-11 1.038941612458540911e-09 1.146208339524264555e-02 5.901270816777157784e+08
2.426384211456569180e+20 1.150769432447163190e-26 4.747561773333040338e-11 1.051071168363359270e-09 1.146207526491726039e-02 5.901273607385615110e+08
2.454714364568526520e+20 1.150768597007596784e-26 4.747558326681750133e-11 1.063342312191859385e-09 1.146206694364027869e-02 5.901276463538670540e+08
2.483375296941062554e+20 1.150767741946644953e-26 4.747554799081369002e-11 1.075756695858341412e-09 1.146205842692727891e-02 5.901279386775776148e+08
2.512370870710708142e+20 1.150766866803509463e-26 4.747551188630848490e-11 1.088315990520415042e-09 1.146204971018854359e-02 5.901282378672536612e+08
2.541704993107828081e+20 1.150765971106571994e-26 4.747547493384502116e-11 1.101021886802128160e-09 1.146204078872658724e-02 5.901285440841561556e+08
2.571381616983048520e+20 1.150765054373139725e-26 4.747543711350954592e-11 1.113876095019589457e-09 1.146203165773361683e-02 5.901288574933336973e+08
2.601404741340040724e+20 1.150764116109186906e-26 4.747539840492075542e-11 1.126880345409269039e-09 1.146202231228895911e-02 5.901291782637108564e+08
2.631778411874310226e+20 1.150763155809087382e-26 4.747535878721875726e-11 1.140036388358807461e-09 1.146201274735639437e-02 5.901295065681797266e+08
