# z rho(z) P(z) g(z) n(z) K(z) phi(z)
1.036896000000000000e+21 1.409348664736478793e-26 5.858988061472911756e-11 1.131373019305010298e-09 1.414549464346740761e-02 5.129115698716300726e+08 5.866132611105732422e+11
1.110960000000000000e+21 1.409319243788570450e-26 5.858865751794075126e-11 1.212151635828641145e-09 1.414519934829208507e-02 5.129187082079303861e+08 6.733987077821918945e+11
1.185024000000000000e+21 1.409287795394498103e-26 5.858735013553046402e-11 1.292923273132564212e-09 1.414488370383799876e-02 5.129263387334217429e+08 7.661666863226218262e+11
1.259088000000000000e+21 1.409254319871256073e-26 5.858595848067647084e-11 1.373687466563094891e-09 1.414454771328679285e-02 5.129344614260894060e+08 8.649166626153177490e+11
1.333152000000000000e+21 1.409218817556165321e-26 5.858448256740195174e-11 1.454443751587951185e-09 1.414419138002412195e-02 5.129430762625185847e+08 9.696480681274218750e+11
1.407216000000000000e+21 1.409181288806873161e-26 5.858292241057512924e-11 1.535191663803823239e-09 1.414381470763965802e-02 5.129521832178931832e+08 1.080360299935559204e+12
1.481280000000000000e+21 1.409141734001352971e-26 5.858127802590925551e-11 1.615930738943931905e-09 1.414341769992708171e-02 5.129617822659933567e+08 1.197052720728722656e+12
1.555344000000000000e+21 1.409100153537905054e-26 5.857954942996257356e-11 1.696660512885585868e-09 1.414300036088409276e-02 5.129718733791938424e+08 1.319724658808273193e+12
1.629408000000000000e+21 1.409056547835155207e-26 5.857773664013834309e-11 1.777380521657736699e-09 1.414256269471240481e-02 5.129824565284617543e+08 1.448375408107045166e+12
1.703472000000000000e+21 1.409010917332056726e-26 5.857583967468485343e-11 1.858090301448525223e-09 1.414210470581774015e-02 5.129935316833543181e+08 1.583004228194293457e+12
1.777536000000000000e+21 1.408963262487888683e-26 5.857385855269538474e-11 1.938789388612822304e-09 1.414162639880984194e-02 5.130050988120161891e+08 1.723610344295594482e+12
1.851600000000000000e+21 1.408913583782256219e-26 5.857179329410827266e-11 2.019477319679770047e-09 1.414112777850246201e-02 5.130171578811773062e+08 1.870192947316211670e+12
1.925664000000000000e+21 1.408861881715091971e-26 5.856964391970683074e-11 2.100153631360310377e-09 1.414060884991336954e-02 5.130297088561504483e+08 2.022751193841095703e+12
1.999728000000000000e+21 1.408808156806653497e-26 5.856741045111937631e-11 2.180817860554714663e-09 1.414006961826434414e-02 5.130427517008282542e+08 2.181284206135694092e+12
2.073792000000000000e+21 1.408752409597525853e-26 5.856509291081929509e-11 2.261469544360100924e-09 1.413951008898118450e-02 5.130562863776801825e+08 2.345791072181869141e+12
2.147856000000000000e+21 1.408694640648620159e-26 5.856269132212495072e-11 2.342108220077950422e-09 1.413893026769369975e-02 5.130703128477501869e+08 2.516270845669182129e+12
2.221920000000000000e+21 1.408634850541173891e-26 5.856020570919972352e-11 2.422733425221615152e-09 1.413833016023571115e-02 5.130848310706532001e+08 2.692722546035107422e+12
2.295984000000000000e+21 1.408573039876750873e-26 5.855763609705201054e-11 2.503344697523815408e-09 1.413770977264505735e-02 5.130998410045723319e+08 2.875145158486933594e+12
2.370048000000000000e+21 1.408509209277241284e-26 5.855498251153523842e-11 2.583941574944141070e-09 1.413706911116359259e-02 5.131153426062552929e+08 3.063537634001764160e+12
2.444112000000000000e+21 1.408443359384683723e-26 5.855224497934043172e-11 2.664523595676530142e-09 1.413640818223539306e-02 5.131313358310546279e+08 3.257898889326716309e+12
2.518176000000000000e+21 1.408375490860305527e-26 5.854942352795631438e-11 2.745090298156755982e-09 1.413572699249713086e-02 5.131478206331569552e+08 3.458227807023426758e+12
2.592240000000000000e+21 1.408305604386563821e-26 5.854651818575423793e-11 2.825641221069895496e-09 1.413502554879856286e-02 5.131647969650841355e+08 3.664523235462799805e+12
2.666304000000000000e+21 1.408233700666212231e-26 5.854352898194926516e-11 2.906175903357794034e-09 1.413430385819315800e-02 5.131822647779157758e+08 3.876783988862093750e+12
2.740368000000000000e+21 1.408159780422025099e-26 5.854045594658880937e-11 2.986693884226521597e-09 1.413356192793533209e-02 5.132002240213525891e+08 4.095008847323380859e+12
2.814432000000000000e+21 1.408083844396797189e-26 5.853729911055256973e-11 3.067194703153822833e-09 1.413279976548044610e-02 5.132186746437127590e+08 4.319196556833549805e+12
2.888496000000000000e+21 1.408005893353344267e-26 5.853405850555257006e-11 3.147677899896550501e-09 1.413201737848480445e-02 5.132376165919278264e+08 4.549345829264302734e+12
2.962560000000000000e+21 1.407925928074502236e-26 5.853073416413309417e-11 3.228143014498103066e-09 1.413121477480565324e-02 5.132570498115382791e+08 4.785455342399040039e+12
3.036624000000000000e+21 1.407843949363127996e-26 5.852732611967073761e-11 3.308589587295845331e-09 1.413039196250119069e-02 5.132769742466899753e+08 5.027523739980890625e+12
3.110688000000000000e+21 1.407759958042098589e-26 5.852383440637444642e-11 3.389017158928514191e-09 1.412954894983055321e-02 5.132973898401290178e+08 5.275549631691397461e+12
3.184752000000000000e+21 1.407673954954312053e-26 5.852025905928538788e-11 3.469425270343633061e-09 1.412868574525382413e-02 5.133182965331982374e+08 5.529531593235010742e+12
3.258816000000000000e+21 1.407585940962686566e-26 5.851660011427711853e-11 3.549813462804893640e-09 1.412780235743203196e-02 5.133396942658318877e+08 5.789468166342719727e+12
3.332880000000000000e+21 1.407495916950161591e-26 5.851285760805542910e-11 3.630181277899546355e-09 1.412689879522715033e-02 5.133615829765514731e+08 6.055357858772056641e+12
3.406944000000000000e+21 1.407403883819696155e-26 5.850903157815844785e-11 3.710528257545771367e-09 1.412597506770209461e-02 5.133839626024606228e+08 6.327199144309059570e+12
3.481008000000000000e+21 1.407309842494271147e-26 5.850512206295658895e-11 3.790853944000042544e-09 1.412503118412072878e-02 5.134068330792406797e+08 6.604990462852747070e+12
3.555072000000000000e+21 1.407213793916887019e-26 5.850112910165257826e-11 3.871157879864480276e-09 1.412406715394785850e-02 5.134301943411452174e+08 6.888730220377970703e+12
3.629136000000000000e+21 1.407115739050565221e-26 5.849705273428144044e-11 3.951439608094188561e-09 1.412308298684923462e-02 5.134540463209956288e+08 7.178416789007632812e+12
3.703200000000000000e+21 1.407015678878347629e-26 5.849289300171049893e-11 4.031698672004593338e-09 1.412207869269155487e-02 5.134783889501750469e+08 7.474048507061300781e+12
3.777264000000000000e+21 1.406913614403296833e-26 5.848864994563938892e-11 4.111934615278753527e-09 1.412105428154246042e-02 5.135032221586237550e+08 7.775623679055208008e+12
3.851328000000000000e+21 1.406809546647255204e-26 5.848432360854844897e-11 4.192146981974674957e-09 1.412000976365808055e-02 5.135285458751356006e+08 8.083140575702253906e+12
3.925392000000000000e+21 1.406703476651940328e-26 5.847991403374428061e-11 4.272335316532602792e-09 1.411894514949403254e-02 5.135543600270857811e+08 8.396597433925943359e+12
3.999456000000000000e+21 1.406595405479886311e-26 5.847542126539889724e-11 4.352499163782308161e-09 1.411786044971487068e-02 5.135806645401961803e+08 8.715992456970121094e+12
4.073520000000000000e+21 1.406485334213193100e-26 5.847084534849767637e-11 4.432638068950354118e-09 1.411675567518152173e-02 5.136074593388344049e+08 9.041323814321132812e+12
4.147584000000000000e+21 1.406373263953525048e-26 5.846618632883937255e-11 4.512751577667369864e-09 1.411563083695128833e-02 5.136347443460077643e+08 9.372589641833871094e+12
4.221648000000000000e+21 1.406259195822113205e-26 5.846144425303614319e-11 4.592839235975274518e-09 1.411448594627785075e-02 5.136625194833570719e+08 9.709788041759921875e+12
4.295712000000000000e+21 1.406143130959752456e-26 5.845661916851347107e-11 4.672900590334534800e-09 1.411332101461126171e-02 5.136907846711515784e+08 1.005291708274757227e+13
4.369776000000000000e+21 1.406025070526804382e-26 5.845171112351024185e-11 4.752935187631369769e-09 1.411213605359794981e-02 5.137195398282817602e+08 1.040197479984180859e+13
4.443840000000000000e+21 1.405905015703194685e-26 5.844672016707873113e-11 4.832942575184970463e-09 1.411093107508072132e-02 5.137487848722539544e+08 1.075695919450665625e+13
4.517904000000000000e+21 1.405782967688415478e-26 5.844164634908456572e-11 4.912922300754678994e-09 1.410970609109875665e-02 5.137785197191836834e+08 1.111786823475347266e+13
4.591968000000000000e+21 1.405658927701523279e-26 5.843648972020677530e-11 4.992873912547185021e-09 1.410846111388760864e-02 5.138087442837893963e+08 1.148469985503949023e+13
4.666032000000000000e+21 1.405532896981140734e-26 5.843125033193774074e-11 5.072796959223681690e-09 1.410719615587921125e-02 5.138394584793854952e+08 1.185745195642300000e+13
4.740096000000000000e+21 1.405404876785455466e-26 5.842592823658321996e-11 5.152690989907029018e-09 1.410591122970186739e-02 5.138706622178764343e+08 1.223612240659029102e+13
4.814159999999999476e+21 1.405274868392219789e-26 5.842052348726237374e-11 5.232555554188874262e-09 1.410460634818025936e-02 5.139023554097492695e+08 1.262070903985565234e+13
4.888224000000000000e+21 1.405142873098753006e-26 5.841503613790771407e-11 5.312390202136796281e-09 1.410328152433544535e-02 5.139345379640671611e+08 1.301120965716138086e+13
4.962288000000000524e+21 1.405008892221937963e-26 5.840946624326512996e-11 5.392194484301399435e-09 1.410193677138485598e-02 5.139672097884626389e+08 1.340762202609362500e+13
5.036352000000000000e+21 1.404872927098224205e-26 5.840381385889390039e-11 5.471967951723411620e-09 1.410057210274230123e-02 5.140003707891297340e+08 1.380994388104265039e+13
5.110415999999999476e+21 1.404734979083521221e-26 5.839807904116235160e-11 5.551710155940761630e-09 1.409918753201691577e-02 5.140340208708432317e+08 1.421817292307765234e+13
5.184480000000000000e+21 1.404595049551313517e-26 5.839226184716936542e-11 5.631420648995651547e-09 1.409778307299422266e-02 5.140681599374112487e+08 1.463230682011155469e+13
5.258544000000000524e+21 1.404453139895543963e-26 5.838636233486438503e-11 5.711098983441593570e-09 1.409635873966509634e-02 5.141027878909640312e+08 1.505234320694905859e+13
5.332608000000000000e+21 1.404309251529944547e-26 5.838038056301952355e-11 5.790744712350432774e-09 1.409491454621902493e-02 5.141379046321102977e+08 1.547827968528665430e+13
5.406671999999999476e+21 1.404163385887227929e-26 5.837431659119594684e-11 5.870357389319393039e-09 1.409345050703600215e-02 5.141735100601267815e+08 1.591011382371263086e+13
5.480736000000000000e+21 1.404015544419087159e-26 5.836817047974388642e-11 5.949936568478048526e-09 1.409196663668653079e-02 5.142096040729506016e+08 1.634784315770842969e+13
5.554800000000000524e+21 1.403865728596196248e-26 5.836194228980266537e-11 6.029481804495313351e-09 1.409046294993162446e-02 5.142461865671710372e+08 1.679146518981454492e+13
5.628864000000000000e+21 1.403713939908210744e-26 5.835563208330072413e-11 6.108992652586413069e-09 1.408893946172280753e-02 5.142832574380225539e+08 1.724097738955608008e+13
5.702927999999999476e+21 1.403560179863766295e-26 5.834923992295550420e-11 6.188468668519828849e-09 1.408739618720210827e-02 5.143208165793762207e+08 1.769637719352570703e+13
5.776992000000000000e+21 1.403404449990480086e-26 5.834276587227359033e-11 6.267909408624240834e-09 1.408583314170207268e-02 5.143588638837319613e+08 1.815766200550524609e+13
5.851056000000000524e+21 1.403246751834949404e-26 5.833620999555062000e-11 6.347314429795416893e-09 1.408425034074574714e-02 5.143973992422106266e+08 1.862482919646564453e+13
5.925120000000000000e+21 1.403087086962753931e-26 5.832957235787133516e-11 6.426683289503137788e-09 1.408264780004669578e-02 5.144364225445451140e+08 1.909787610456700000e+13
5.999183999999999476e+21 1.402925456958452016e-26 5.832285302510950465e-11 6.506015545798061936e-09 1.408102553550898313e-02 5.144759336790731549e+08 1.957680003515856641e+13
6.073248000000000000e+21 1.402761863425584981e-26 5.831605206392804057e-11 6.585310757318591013e-09 1.407938356322719319e-02 5.145159325327272415e+08 2.006159826085060156e+13
6.147312000000000524e+21 1.402596307986673959e-26 5.830916954177890773e-11 6.664568483297710737e-09 1.407772189948641034e-02 5.145564189910277724e+08 2.055226802166930469e+13
6.221376000000000000e+21 1.402428792283221334e-26 5.830220552690311082e-11 6.743788283569822552e-09 1.407604056076223499e-02 5.145973929380733967e+08 2.104880652489597656e+13
6.295439999999999476e+21 1.402259317975710166e-26 5.829516008833082358e-11 6.822969718577536438e-09 1.407433956372077313e-02 5.146388542565324306e+08 2.155121094531600391e+13
6.369504000000000000e+21 1.402087886743596725e-26 5.828803329588089770e-11 6.902112349378476946e-09 1.407261892521856177e-02 5.146808028276361227e+08 2.205947842523579688e+13
6.443568000000000524e+21 1.401914500283412086e-26 5.828082522008204799e-11 6.981215737652040446e-09 1.407087866228352163e-02 5.147232385316339135e+08 2.257360607448276172e+13
6.517632000000000000e+21 1.401739160310735441e-26 5.827353593225487256e-11 7.060279445706142430e-09 1.406911879213474867e-02 5.147661612473020554e+08 2.309359097040533203e+13
6.591695999999999476e+21 1.401561868560900941e-26 5.826616550454120474e-11 7.139303036483959043e-09 1.406733933218962292e-02 5.148095708517615795e+08 2.361943015787480078e+13
6.665760000000000000e+21 1.401382626787526903e-26 5.825871400984304393e-11 7.218286073570628892e-09 1.406554030004904081e-02 5.148534672208281755e+08 2.415112064950635938e+13
6.739824000000000524e+21 1.401201436762515513e-26 5.825118152182242633e-11 7.297228121199948251e-09 1.406372171349740997e-02 5.148978502290039062e+08 2.468865942554742578e+13
6.813888000000000000e+21 1.401018300276052545e-26 5.824356811490151545e-11 7.376128744261040617e-09 1.406188359050264923e-02 5.149427197494676113e+08 2.523204343397298047e+13
6.887951999999999476e+21 1.400833219136607646e-26 5.823587386426260207e-11 7.454987508305008068e-09 1.406002594921619553e-02 5.149880756540651321e+08 2.578126959064627344e+13
6.962016000000000000e+21 1.400646195170934624e-26 5.822809884584802669e-11 7.533803979551566081e-09 1.405814880797299354e-02 5.150339178133004904e+08 2.633633477931876172e+13
7.036080000000000524e+21 1.400457230224070873e-26 5.822024313636028296e-11 7.612577724895647742e-09 1.405625218529150434e-02 5.150802460963255167e+08 2.689723585163013281e+13
7.110144000000000000e+21 1.400266326159337659e-26 5.821230681326192720e-11 7.691308311913996371e-09 1.405433609987370193e-02 5.151270603709305525e+08 2.746396962710829297e+13
7.184207999999999476e+21 1.400073484858339549e-26 5.820428995477562361e-11 7.769995308871733342e-09 1.405240057060506975e-02 5.151743605035344958e+08 2.803653289319984375e+13
7.258272000000000000e+21 1.399878708220966131e-26 5.819619263988415076e-11 7.848638284728917621e-09 1.405044561655460940e-02 5.152221463591748476e+08 2.861492240555121875e+13
7.332336000000000524e+21 1.399681998165390004e-26 5.818801494833037572e-11 7.927236809147047411e-09 1.404847125697483191e-02 5.152704178014978766e+08 2.919913488774486719e+13
7.406400000000000000e+21 1.399483356628067642e-26 5.817975696061729930e-11 8.005790452495586598e-09 1.404647751130176300e-02 5.153191746927480102e+08 2.978916703157348047e+13
7.480463999999999476e+21 1.399282785563739392e-26 5.817141875800796562e-11 8.084298785858441583e-09 1.404446439915493956e-02 5.153684168937581182e+08 3.038501549712124219e+13
7.554528000000000000e+21 1.399080286945429761e-26 5.816300042252558482e-11 8.162761381040428180e-09 1.404243194033741662e-02 5.154181442639386654e+08 3.098667691276378125e+13
7.628592000000000524e+21 1.398875862764279528e-26 5.815450203694645038e-11 8.241177810573697147e-09 1.404038015483407772e-02 5.154683566613084078e+08 3.159414787516817969e+13
7.702656000000000000e+21 1.398669515027198778e-26 5.814592368470248042e-11 8.319547647724168008e-09 1.403830906278808431e-02 5.155190539430612326e+08 3.220742494929298828e+13
7.776719999999999476e+21 1.398461245760528836e-26 5.813726545003334786e-11 8.397870466497918187e-09 1.403621868453762411e-02 5.155702359646554589e+08 3.282650466845454297e+13
7.850784000000000000e+21 1.398251057008990181e-26 5.812852741794281433e-11 8.476145841647547339e-09 1.403410904060535883e-02 5.156219025800618529e+08 3.345138353460960938e+13
7.924848000000000524e+21 1.398038950834792215e-26 5.811970967416170734e-11 8.554373348678544989e-09 1.403198015168948334e-02 5.156740536419711113e+08 3.408205801804585156e+13
7.998912000000000000e+21 1.397824929317632973e-26 5.811081230514784926e-11 8.632552563855605223e-09 1.402983203866371882e-02 5.157266890017839670e+08 3.471852455773073047e+13
8.072975999999999476e+21 1.397608994554698841e-26 5.810183539808614773e-11 8.710683064208934773e-09 1.402766472257732482e-02 5.157798085095996261e+08 3.536077956136299219e+13
8.147040000000000000e+21 1.397391148660665125e-26 5.809277904088853107e-11 8.788764427540532967e-09 1.402547822465508714e-02 5.158334120142053366e+08 3.600881940537266406e+13
8.221104000000000524e+21 1.397171393767696055e-26 5.808364332219398706e-11 8.866796232430456802e-09 1.402327256629733003e-02 5.158874993630650043e+08 3.666264043492102344e+13
8.295168000000000000e+21 1.396949732025443921e-26 5.807442833136853059e-11 8.944778058243028098e-09 1.402104776907990222e-02 5.159420704023079276e+08 3.732223896390060156e+13
8.369231999999999476e+21 1.396726165601049937e-26 5.806513415850524894e-11 9.022709485133088646e-09 1.401880385475419086e-02 5.159971249767183661e+08 3.798761127501439844e+13
8.443296000000000000e+21 1.396500696679143664e-26 5.805576089442422421e-11 9.100590094052151120e-09 1.401654084524710936e-02 5.160526629297231436e+08 3.865875362008342188e+13
8.517360000000000524e+21 1.396273327461844159e-26 5.804630863067263025e-11 9.178419466754571496e-09 1.401425876266110780e-02 5.161086841033807993e+08 3.933566221969367188e+13
8.591424000000000000e+21 1.396044060168758255e-26 5.803677745952466159e-11 9.256197185803688392e-09 1.401195762927416426e-02 5.161651883383703232e+08 4.001833326358592188e+13
8.665487999999999476e+21 1.395812897036981992e-26 5.802716747398156575e-11 9.333922834577945854e-09 1.400963746753979174e-02 5.162221754739784002e+08 4.070676291070901562e+13
8.739552000000000000e+21 1.395579840321099473e-26 5.801747876777160445e-11 9.411595997276963211e-09 1.400729830008703297e-02 5.162796453480890393e+08 4.140094728921990625e+13
8.813616000000000524e+21 1.395344892293183723e-26 5.800771143535013764e-11 9.489216258927614848e-09 1.400494014972046390e-02 5.163375977971708775e+08 4.210088249648360156e+13
8.887680000000000000e+21 1.395108055241234624e-26 5.799786557183456700e-11 9.566783205390060359e-09 1.400256303940450829e-02 5.163960326566508412e+08 4.280656459907317969e+13
8.961743999999999476e+21 1.394869331469569219e-26 5.798794127302069869e-11 9.644296423363774687e-09 1.400016699226737903e-02 5.164549497608060241e+08 4.351798963282567188e+13
9.035808000000000000e+21 1.394628723301452221e-26 5.797793863549200216e-11 9.721755500393513756e-09 1.399775203162744938e-02 5.165143489421030283e+08 4.423515360322236719e+13
9.109872000000000524e+21 1.394386233076779464e-26 5.796785775652337295e-11 9.799160024875298292e-09 1.399531818097003201e-02 5.165742300317568183e+08 4.495805248497899219e+13
9.183936000000000000e+21 1.394141863152055806e-26 5.795769873408013747e-11 9.876509586062338093e-09 1.399286546394712914e-02 5.166345928597243428e+08 4.568668222243995312e+13
9.257999999999999476e+21 1.393895615900394268e-26 5.794746166681811110e-11 9.953803774070966220e-09 1.399039390437744647e-02 5.166954372546926141e+08 4.642103872967182812e+13
9.332064000000000000e+21 1.393647493711516321e-26 5.793714665408353365e-11 1.003104217988650371e-08 1.398790352624638793e-02 5.167567630440662503e+08 4.716111789046340625e+13
9.406128000000000524e+21 1.393397498991752170e-26 5.792675379591310163e-11 1.010822439536911601e-08 1.398539435370605051e-02 5.168185700539552569e+08 4.790691555832563281e+13
9.480192000000000000e+21 1.393145634164040758e-26 5.791628319303399410e-11 1.018535001325968101e-08 1.398286641107523466e-02 5.168808581091626883e+08 4.865842755649163281e+13
9.554255999999999476e+21 1.392891901667928905e-26 5.790573494686379511e-11 1.026241862718556275e-08 1.398031972283943561e-02 5.169436270331717730e+08 4.941564967792990625e+13
9.628319999999998951e+21 1.392636303959572452e-26 5.789510915951061006e-11 1.033942983166640994e-08 1.397775431365084857e-02 5.170068766481336355e+08 5.017857768576899219e+13
9.702384000000000524e+21 1.392378843511735978e-26 5.788440593377293641e-11 1.041638322211991816e-08 1.397517020832836701e-02 5.170706067748542428e+08 5.094720731295029688e+13
9.776448000000000000e+21 1.392119522813791649e-26 5.787362537313976067e-11 1.049327839486752906e-08 1.397256743185758092e-02 5.171348172327822447e+08 5.172153426247318750e+13
9.850511999999999476e+21 1.391858344371721230e-26 5.786276758179050664e-11 1.057011494714017103e-08 1.396994600939077853e-02 5.171995078399950266e+08 5.250155420761085938e+13
9.924576000000001049e+21 1.391595310708114074e-26 5.785183266459507421e-11 1.064689247708389894e-08 1.396730596624694808e-02 5.172646784131866097e+08 5.328726279191023438e+13
9.998640000000000524e+21 1.391330424362169132e-26 5.784082072711380061e-11 1.072361058376557518e-08 1.396464732791177429e-02 5.173303287676538825e+08 5.407865562919193750e+13
1.007270400000000000e+22 1.391063687888462346e-26 5.782973187554631733e-11 1.080026886717845312e-08 1.396197012002529068e-02 5.173964587175887823e+08 5.487572830355036719e+13
1.014676799999999948e+22 1.390795103856288593e-26 5.781856621670418859e-11 1.087686692824780365e-08 1.395927436837525980e-02 5.174630680762290955e+08 5.567847636935367969e+13
1.022083199999999895e+22 1.390524674853308130e-26 5.780732385816238231e-11 1.095340436883645390e-08 1.395656009893377070e-02 5.175301566549410224e+08 5.648689535149817188e+13
1.029489600000000052e+22 1.390252403482941041e-26 5.779600490815108391e-11 1.102988079175035426e-08 1.395382733783109494e-02 5.175977242638513446e+08 5.730098074553815625e+13
1.036896000000000000e+22 1.389978292364262497e-26 5.778460947555135363e-11 1.110629580074403769e-08 1.395107611135463881e-02 5.176657707118600011e+08 5.812072801739739844e+13
1.044302399999999948e+22 1.389702344132003610e-26 5.777313766989499731e-11 1.118264900052616518e-08 1.394830644594893809e-02 5.177342958066271544e+08 5.894613260385392969e+13
1.051708800000000105e+22 1.389424561436551721e-26 5.776158960136476665e-11 1.125893999676493385e-08 1.394551836821567026e-02 5.178032993545596600e+08 5.977718991254857812e+13
1.059115200000000052e+22 1.389144946943949543e-26 5.774996538079421067e-11 1.133516839609350820e-08 1.394271190491364401e-02 5.178727811607968211e+08 6.061389532198485938e+13
1.066521600000000000e+22 1.388863503335894869e-26 5.773826511966772086e-11 1.141133380611542661e-08 1.393988708295880279e-02 5.179427410291978717e+08 6.145624418152916406e+13
1.073927999999999948e+22 1.388580233309742011e-26 5.772648893012052478e-11 1.148743583540998126e-08 1.393704392942422474e-02 5.180131787623277903e+08 6.230423181141062500e+13
1.081334399999999895e+22 1.388295139578501222e-26 5.771463692493871834e-11 1.156347409353752371e-08 1.393418247154012447e-02 5.180840941614432335e+08 6.315785350277121094e+13
1.088740800000000052e+22 1.388008224870836978e-26 5.770270921755922702e-11 1.163944819104480352e-08 1.393130273669384786e-02 5.181554870264788866e+08 6.401710451818519531e+13
1.096147200000000000e+22 1.387719491931071133e-26 5.769070592206983176e-11 1.171535773947023075e-08 1.392840475242988069e-02 5.182273571560337543e+08 6.488198009110382031e+13
1.103553599999999948e+22 1.387428943519180336e-26 5.767862715320913659e-11 1.179120235134914678e-08 1.392548854644983826e-02 5.182997043473565578e+08 6.575247542630496875e+13
1.110960000000000105e+22 1.387136582410797465e-26 5.766647302636661393e-11 1.186698164021904215e-08 1.392255414661247581e-02 5.183725283963317871e+08 6.662858570005575781e+13
1.118366400000000052e+22 1.386842411397210195e-26 5.765424365758254637e-11 1.194269522062473636e-08 1.391960158093367636e-02 5.184458290974655747e+08 6.751030606011238281e+13
1.125772800000000000e+22 1.386546433283609807e-26 5.764193916347523481e-11 1.201834270812355273e-08 1.391663087756887102e-02 5.185196062443082333e+08 6.839763162572032812e+13
1.133179199999999948e+22 1.386248650889618096e-26 5.762955966126284120e-11 1.209392371929045850e-08 1.391364206481832642e-02 5.185938596293085814e+08 6.929055748761423438e+13
1.140585599999999895e+22 1.385949067051983890e-26 5.761710526887557489e-11 1.216943787172317514e-08 1.391063517115421165e-02 5.186685890431278348e+08 7.018907870801794531e+13
1.147992000000000052e+22 1.385647684622116692e-26 5.760457610485312224e-11 1.224488478404722744e-08 1.390761022519584715e-02 5.187437942752392888e+08 7.109319032088954688e+13
1.155398400000000000e+22 1.385344506466067742e-26 5.759197228834387763e-11 1.232026407592100923e-08 1.390456725570950701e-02 5.188194751139190793e+08 7.200288733218650000e+13
1.162804799999999948e+22 1.385039535464529725e-26 5.757929393910486586e-11 1.239557536804080594e-08 1.390150629160842415e-02 5.188956313462315798e+08 7.291816471938890625e+13
1.170211200000000105e+22 1.384732774512837925e-26 5.756654117750186498e-11 1.247081828214575939e-08 1.389842736195279205e-02 5.189722627580151558e+08 7.383901743210560938e+13
1.177617600000000052e+22 1.384424226520968498e-26 5.755371412450932871e-11 1.254599244102282923e-08 1.389533049594975957e-02 5.190493691338675022e+08 7.476544039209814062e+13
1.185024000000000000e+22 1.384113894413539334e-26 5.754081290171035416e-11 1.262109746851174272e-08 1.389221572295342919e-02 5.191269502571308613e+08 7.569742849328081250e+13
1.192430399999999948e+22 1.383801781129810636e-26 5.752783763129679166e-11 1.269613298950983713e-08 1.388908307246486742e-02 5.192050059098774195e+08 7.663497660172065625e+13
1.199836799999999895e+22 1.383487889623683763e-26 5.751478843606917367e-11 1.277109862997698802e-08 1.388593257413209617e-02 5.192835358728943467e+08 7.757807955563740625e+13
1.207243200000000052e+22 1.383172222863702100e-26 5.750166543943666314e-11 1.284599401694037879e-08 1.388276425775009093e-02 5.193625399256691933e+08 7.852673216540434375e+13
1.214649600000000000e+22 1.382854783833050764e-26 5.748846876541717622e-11 1.292081877849935457e-08 1.387957815326079127e-02 5.194420178463742733e+08 7.948092921405395312e+13
1.222055999999999948e+22 1.382535575529556608e-26 5.747519853863732413e-11 1.299557254383015702e-08 1.387637429075309035e-02 5.195219694118521810e+08 8.044066545701762500e+13
