# z rho(z) P(z) g(z) n(z) K(z) phi(z)
2.295984000000000000e+21 7.042865199383740017e-27 2.927881804852595357e-11 2.503344697523815408e-09 7.068854886322515664e-03 8.144952273753749132e+08 2.875145158486933594e+12
2.370048000000000000e+21 7.042546046386196376e-27 2.927749125576757397e-11 2.583941574944141070e-09 7.068534555581785887e-03 8.145198346341935396e+08 3.063537634001764160e+12
2.444112000000000000e+21 7.042216796923408568e-27 2.927612248967017062e-11 2.664523595676530142e-09 7.068204091117686119e-03 8.145452222960642576e+08 3.257898889326716309e+12
2.518176000000000000e+21 7.041877454301514721e-27 2.927471176397809903e-11 2.745090298156755982e-09 7.067863496248551550e-03 8.145713902882633209e+08 3.458227807023426758e+12
2.592240000000000000e+21 7.041528021932806188e-27 2.927325909287706080e-11 2.825641221069895496e-09 7.067512774399267554e-03 8.145983385354230404e+08 3.664523235462799805e+12
2.666304000000000000e+21 7.041168503331049675e-27 2.927176449097458088e-11 2.906175903357794034e-09 7.067151929096566858e-03 8.146260669598873854e+08 3.876783988862093750e+12
2.740368000000000000e+21 7.040798902110116884e-27 2.927022797329436591e-11 2.986693884226521597e-09 7.066780963967657370e-03 8.146545754818114042e+08 4.095008847323380859e+12
2.814432000000000000e+21 7.040419221983980207e-27 2.926864955527627194e-11 3.067194703153822833e-09 7.066399882740217846e-03 8.146838640191551447e+08 4.319196556833549805e+12
2.888496000000000000e+21 7.040029466766718467e-27 2.926702925277627857e-11 3.147677899896550501e-09 7.066008689242399624e-03 8.147139324876778126e+08 4.549345829264302734e+12
2.962560000000000000e+21 7.039629640372511179e-27 2.926536708206654708e-11 3.228143014498103066e-09 7.065607387402826622e-03 8.147447808009303808e+08 4.785455342399040039e+12
3.036624000000000000e+21 7.039219746815641416e-27 2.926366305983537527e-11 3.308589587295845331e-09 7.065195981250597078e-03 8.147764088702499866e+08 5.027523739980890625e+12
3.110688000000000000e+21 7.038799790210494379e-27 2.926191720318722967e-11 3.389017158928514191e-09 7.064774474915278338e-03 8.148088166047517061e+08 5.275549631691397461e+12
3.184752000000000000e+21 7.038369774771560265e-27 2.926012952964269394e-11 3.469425270343633061e-09 7.064342872626912066e-03 8.148420039113230705e+08 5.529531593235010742e+12
3.258816000000000000e+21 7.037929704813431393e-27 2.925830005713855280e-11 3.549813462804893640e-09 7.063901178716014244e-03 8.148759706946156025e+08 5.789468166342719727e+12
3.332880000000000000e+21 7.037479584750802213e-27 2.925642880402769516e-11 3.630181277899546355e-09 7.063449397613569096e-03 8.149107168570383787e+08 6.055357858772056641e+12
3.406944000000000000e+21 7.037019419098472166e-27 2.925451578907918515e-11 3.710528257545771367e-09 7.062987533851037766e-03 8.149462422987495661e+08 6.327199144309059570e+12
3.481008000000000000e+21 7.036549212471342822e-27 2.925256103147824278e-11 3.790853944000042544e-09 7.062515592060351378e-03 8.149825469176493883e+08 6.604990462852747070e+12
3.555072000000000000e+21 7.036068969584419310e-27 2.925056455082622451e-11 3.871157879864480276e-09 7.062033576973913637e-03 8.150196306093723774e+08 6.888730220377970703e+12
3.629136000000000000e+21 7.035578695252810320e-27 2.924852636714065559e-11 3.951439608094188561e-09 7.061541493424601697e-03 8.150574932672781944e+08 7.178416789007632812e+12
3.703200000000000000e+21 7.035078394391725232e-27 2.924644650085519131e-11 4.031698672004593338e-09 7.061039346345764425e-03 8.150961347824451923e+08 7.474048507061300781e+12
3.777264000000000000e+21 7.034568072016476989e-27 2.924432497281965569e-11 4.111934615278753527e-09 7.060527140771222405e-03 8.151355550436600447e+08 7.775623679055208008e+12
3.851328000000000000e+21 7.034047733236263108e-27 2.924216180427416632e-11 4.192146981974674957e-09 7.060004881829026399e-03 8.151757539378911257e+08 8.083140575702253906e+12
3.925392000000000000e+21 7.033517383259687290e-27 2.923995701687207568e-11 4.272335316532602792e-09 7.059472574747001523e-03 8.152167313498525620e+08 8.396597433925943359e+12
3.999456000000000000e+21 7.032977027399418639e-27 2.923771063269939046e-11 4.352499163782308161e-09 7.058930224857421463e-03 8.152584871616355181e+08 8.715992456970121094e+12
4.073520000000000000e+21 7.032426671065955456e-27 2.923542267424879295e-11 4.432638068950354118e-09 7.058377837590750457e-03 8.153010212531807423e+08 9.041323814321132812e+12
4.147584000000000000e+21 7.031866319767619498e-27 2.923309316441966689e-11 4.512751577667369864e-09 7.057815418475638092e-03 8.153443335022703409e+08 9.372589641833871094e+12
4.221648000000000000e+21 7.031295979110563157e-27 2.923072212651805867e-11 4.592839235975274518e-09 7.057242973138922772e-03 8.153884237845169306e+08 9.709788041759921875e+12
4.295712000000000000e+21 7.030715654798763715e-27 2.922830958425673554e-11 4.672900590334534800e-09 7.056660507305631720e-03 8.154332919733556509e+08 1.005291708274757227e+13
4.369776000000000000e+21 7.030125352634024782e-27 2.922585556175513385e-11 4.752935187631369769e-09 7.056068026798978376e-03 8.154789379400335550e+08 1.040197479984180859e+13
4.443840000000000000e+21 7.029525078515976295e-27 2.922336008353937849e-11 4.832942575184970463e-09 7.055465537540364131e-03 8.155253615535999537e+08 1.075695919450665625e+13
4.517904000000000000e+21 7.028914838442078824e-27 2.922082317454229578e-11 4.912922300754678994e-09 7.054853045549380058e-03 8.155725626808965206e+08 1.111786823475347266e+13
4.591968000000000000e+21 7.028294638507614961e-27 2.921824486010338119e-11 4.992873912547185021e-09 7.054230556943803451e-03 8.156205411865469217e+08 1.148469985503949023e+13
4.666032000000000000e+21 7.027664484905699365e-27 2.921562516596884452e-11 5.072796959223681690e-09 7.053598077939600419e-03 8.156692969329469204e+08 1.185745195642300000e+13
4.740096000000000000e+21 7.027024383927267283e-27 2.921296411829157120e-11 5.152690989907029018e-09 7.052955614850924156e-03 8.157188297802530527e+08 1.223612240659029102e+13
4.814159999999999476e+21 7.026374341961086029e-27 2.921026174363113517e-11 5.232555554188874262e-09 7.052303174090116672e-03 8.157691395863723755e+08 1.262070903985565234e+13
4.888224000000000000e+21 7.025714365493747810e-27 2.920751806895378595e-11 5.312390202136796281e-09 7.051640762167706196e-03 8.158202262069519758e+08 1.301120965716138086e+13
4.962288000000000524e+21 7.025044461109674028e-27 2.920473312163249389e-11 5.392194484301399435e-09 7.050968385692411508e-03 8.158720894953670502e+08 1.340762202609362500e+13
5.036352000000000000e+21 7.024364635491106676e-27 2.920190692944689850e-11 5.471967951723411620e-09 7.050286051371136738e-03 8.159247293027101755e+08 1.380994388104265039e+13
5.110415999999999476e+21 7.023674895417597496e-27 2.919903952058113703e-11 5.551710155940761630e-09 7.049593766008448344e-03 8.159781454778207541e+08 1.421817292307765234e+13
5.184480000000000000e+21 7.022975247756551799e-27 2.919613092358461808e-11 5.631420648995651547e-09 7.048891536497095718e-03 8.160323378680043221e+08 1.463230682011155469e+13
5.258544000000000524e+21 7.022265699477704033e-27 2.919318116743212789e-11 5.711098983441593570e-09 7.048179369832532556e-03 8.160873063179016113e+08 1.505234320694905859e+13
5.332608000000000000e+21 7.021546257649709821e-27 2.919019028150971008e-11 5.790744712350432774e-09 7.047457273109499452e-03 8.161430506697387695e+08 1.547827968528665430e+13
5.406671999999999476e+21 7.020816929436129602e-27 2.918715829559793464e-11 5.870357389319393039e-09 7.046725253517991533e-03 8.161995707636276484e+08 1.591011382371263086e+13
5.480736000000000000e+21 7.020077722095431490e-27 2.918408523987192382e-11 5.949936568478048526e-09 7.045983318343261061e-03 8.162568664375534058e+08 1.634784315770842969e+13
5.554800000000000524e+21 7.019328642980981240e-27 2.918097114490133268e-11 6.029481804495313351e-09 7.045231474965812229e-03 8.163149375273622274e+08 1.679146518981454492e+13
5.628864000000000000e+21 7.018569699541056587e-27 2.917781604165036853e-11 6.108992652586413069e-09 7.044469730861406369e-03 8.163737838667490482e+08 1.724097738955608008e+13
5.702927999999999476e+21 7.017800899318835778e-27 2.917461996147777149e-11 6.188468668519828849e-09 7.043698093601058474e-03 8.164334052872447968e+08 1.769637719352570703e+13
5.776992000000000000e+21 7.017022249952401865e-27 2.917138293613680809e-11 6.267909408624240834e-09 7.042916570851038942e-03 8.164938016182038784e+08 1.815766200550524609e+13
5.851056000000000524e+21 7.016233759174748453e-27 2.916810499777531646e-11 6.347314429795416893e-09 7.042125170372874436e-03 8.165549726867909431e+08 1.862482919646564453e+13
5.925120000000000000e+21 7.015435434813765348e-27 2.916478617893564819e-11 6.426683289503137788e-09 7.041323900023344420e-03 8.166169183179683685e+08 1.909787610456700000e+13
5.999183999999999476e+21 7.014627284792252907e-27 2.916142651255472002e-11 6.506015545798061936e-09 7.040512767754483758e-03 8.166796383344827890e+08 1.957680003515856641e+13
6.073248000000000000e+21 7.013809317127911990e-27 2.915802603196396858e-11 6.585310757318591013e-09 7.039691781613583582e-03 8.167431325568512678e+08 2.006159826085060156e+13
6.147312000000000524e+21 7.012981539933354011e-27 2.915458477088938278e-11 6.664568483297710737e-09 7.038860949743188690e-03 8.168074008033484221e+08 2.055226802166930469e+13
6.221376000000000000e+21 7.012143961416089453e-27 2.915110276345148432e-11 6.743788283569822552e-09 7.038020280381099281e-03 8.168724428899919987e+08 2.104880652489597656e+13
6.295439999999999476e+21 7.011296589878535044e-27 2.914758004416534717e-11 6.822969718577536438e-09 7.037169781860370954e-03 8.169382586305296421e+08 2.155121094531600391e+13
6.369504000000000000e+21 7.010439433717975015e-27 2.914401664794041007e-11 6.902112349378476946e-09 7.036309462609272210e-03 8.170048478364276886e+08 2.205947842523579688e+13
6.443568000000000524e+21 7.009572501417044648e-27 2.914041261004095937e-11 6.981215737652040446e-09 7.035439331141745203e-03 8.170722103175953627e+08 2.257360607448276172e+13
6.517632000000000000e+21 7.008695801553659983e-27 2.913676796612736519e-11 7.060279445706142430e-09 7.034559396067356987e-03 8.171403458816004992e+08 2.309359097040533203e+13
6.591695999999999476e+21 7.007809342804490357e-27 2.913308275227054421e-11 7.139303036483959043e-09 7.033669666094796713e-03 8.172092543333847523e+08 2.361943015787480078e+13
6.665760000000000000e+21 7.006913133937624470e-27 2.912935700492148319e-11 7.218286073570628892e-09 7.032770150024509996e-03 8.172789354758183956e+08 2.415112064950635938e+13
6.739824000000000524e+21 7.006007183812573260e-27 2.912559076091119378e-11 7.297228121199948251e-09 7.031860856748699783e-03 8.173493891096856594e+08 2.468865942554742578e+13
6.813888000000000000e+21 7.005091501380261290e-27 2.912178405745075773e-11 7.376128744261040617e-09 7.030941795251323748e-03 8.174206150336706638e+08 2.523204343397298047e+13
6.887951999999999476e+21 7.004166095683041102e-27 2.911793693213131396e-11 7.454987508305008068e-09 7.030012974608100366e-03 8.174926130443415642e+08 2.578126959064627344e+13
6.962016000000000000e+21 7.003230975854677427e-27 2.911404942292403273e-11 7.533803979551566081e-09 7.029074403986500241e-03 8.175653829361361265e+08 2.633633477931876172e+13
7.036080000000000524e+21 7.002286151120357235e-27 2.911012156818015441e-11 7.612577724895647742e-09 7.028126092645755642e-03 8.176389245013458729e+08 2.689723585163013281e+13
7.110144000000000000e+21 7.001331630796688295e-27 2.910615340663096360e-11 7.691308311913996371e-09 7.027168049936850965e-03 8.177132375301011801e+08 2.746396962710829297e+13
7.184207999999999476e+21 7.000367424291693441e-27 2.910214497738778596e-11 7.769995308871733342e-09 7.026200285302530539e-03 8.177883218103553057e+08 2.803653289319984375e+13
7.258272000000000000e+21 6.999393541104822044e-27 2.909809631994203337e-11 7.848638284728917621e-09 7.025222808277295158e-03 8.178641771278685331e+08 2.861492240555121875e+13
7.332336000000000524e+21 6.998409990826935671e-27 2.909400747416512970e-11 7.927236809147047411e-09 7.024235628487401212e-03 8.179408032661925554e+08 2.919913488774486719e+13
7.406400000000000000e+21 6.997416783140320992e-27 2.908987848030857534e-11 8.005790452495586598e-09 7.023238755650863287e-03 8.180182000066540241e+08 2.978916703157348047e+13
7.480463999999999476e+21 6.996413927818678307e-27 2.908570937900390849e-11 8.084298785858441583e-09 7.022232199577451567e-03 8.180963671283386946e+08 3.038501549712124219e+13
7.554528000000000000e+21 6.995401434727133019e-27 2.908150021126272132e-11 8.162761381040428180e-09 7.021215970168692699e-03 8.181753044080746174e+08 3.098667691276378125e+13
7.628592000000000524e+21 6.994379313821386162e-27 2.907725101847317672e-11 8.241177810573697147e-09 7.020190077417027587e-03 8.182550116204808950e+08 3.159414787516817969e+13
7.702656000000000000e+21 6.993347575135978106e-27 2.907296184235117236e-11 8.319547647724168008e-09 7.019154531394025676e-03 8.183354885388675928e+08 3.220742494929298828e+13
7.776719999999999476e+21 6.992306228802626962e-27 2.906863272501660285e-11 8.397870466497918187e-09 7.018109342268795577e-03 8.184167349337881804e+08 3.282650466845454297e+13
7.850784000000000000e+21 6.991255285044937993e-27 2.906426370897136193e-11 8.476145841647547339e-09 7.017054520302667270e-03 8.184987505734355450e+08 3.345138353460960938e+13
7.924848000000000524e+21 6.990194754173952465e-27 2.905985483708082136e-11 8.554373348678544989e-09 7.015990075844732998e-03 8.185815352239712477e+08 3.408205801804585156e+13
7.998912000000000000e+21 6.989124646588161996e-27 2.905540615257391170e-11 8.632552563855605223e-09 7.014916019331856809e-03 8.186650886495084763e+08 3.471852455773073047e+13
8.072975999999999476e+21 6.988044972773495639e-27 2.905091769904308033e-11 8.710683064208934773e-09 7.013832361288663275e-03 8.187494106120948792e+08 3.536077956136299219e+13
8.147040000000000000e+21 6.986955743303329930e-27 2.904638952044428169e-11 8.788764427540532967e-09 7.012739112327547909e-03 8.188345008716949224e+08 3.600881940537266406e+13
8.221104000000000524e+21 6.985856968838484580e-27 2.904182166109700968e-11 8.866796232430456802e-09 7.011636283148669352e-03 8.189203591861727238e+08 3.666264043492102344e+13
8.295168000000000000e+21 6.984748660127222477e-27 2.903721416568428145e-11 8.944778058243028098e-09 7.010523884539954578e-03 8.190069853112742901e+08 3.732223896390060156e+13
8.369231999999999476e+21 6.983630828005248252e-27 2.903256707925261801e-11 9.022709485133088646e-09 7.009401927377094561e-03 8.190943790006092787e+08 3.798761127501439844e+13
8.443296000000000000e+21 6.982503483395714016e-27 2.902788044721208948e-11 9.100590094052151120e-09 7.008270422623549475e-03 8.191825400056335926e+08 3.865875362008342188e+13
8.517360000000000524e+21 6.981366637309210751e-27 2.902315431533626666e-11 9.178419466754571496e-09 7.007129381330542625e-03 8.192714680756307840e+08 3.933566221969367188e+13
8.591424000000000000e+21 6.980220300843775489e-27 2.901838872976226617e-11 9.256197185803688392e-09 7.005978814637066517e-03 8.193611629576939344e+08 4.001833326358592188e+13
8.665487999999999476e+21 6.979064485184891303e-27 2.901358373699070533e-11 9.333922834577945854e-09 7.004818733769877653e-03 8.194516243967071772e+08 4.070676291070901562e+13
8.739552000000000000e+21 6.977899201605480144e-27 2.900873938388573437e-11 9.411595997276963211e-09 7.003649150043500006e-03 8.195428521353267431e+08 4.140094728921990625e+13
8.813616000000000524e+21 6.976724461465910003e-27 2.900385571767503328e-11 9.489216258927614848e-09 7.002470074860223277e-03 8.196348459139627218e+08 4.210088249648360156e+13
8.887680000000000000e+21 6.975540276206158773e-27 2.899893278591722534e-11 9.566783205390060359e-09 7.001281519702240268e-03 8.197276054713733196e+08 4.280656459907317969e+13
8.961743999999999476e+21 6.974346657347830313e-27 2.899397063651027826e-11 9.644296423363774687e-09 7.000083496133673033e-03 8.198211305444883108e+08 4.351798963282567188e+13
9.035808000000000000e+21 6.973143616507246756e-27 2.898896931774594292e-11 9.721755500393513756e-09 6.998876015813710813e-03 8.199154208673651218e+08 4.423515360322236719e+13
9.109872000000000524e+21 6.971931165383888710e-27 2.898392887826164770e-11 9.799160024875298292e-09 6.997659090485006464e-03 8.200104761720740795e+08 4.495805248497899219e+13
9.183936000000000000e+21 6.970709315760276161e-27 2.897884936704005904e-11 9.876509586062338093e-09 6.996432731973561102e-03 8.201062961886891127e+08 4.568668222243995312e+13
9.257999999999999476e+21 6.969478079501972777e-27 2.897373083340906201e-11 9.953803774070966220e-09 6.995196952188724969e-03 8.202028806452677250e+08 4.642103872967182812e+13
9.332064000000000000e+21 6.968237468557584474e-27 2.896857332704178298e-11 1.003104217988650371e-08 6.993951763123197433e-03 8.203002292678320408e+08 4.716111789046340625e+13
9.406128000000000524e+21 6.966987494958766589e-27 2.896337689795657344e-11 1.010822439536911601e-08 6.992697176853030459e-03 8.203983417803487778e+08 4.790691555832563281e+13
9.480192000000000000e+21 6.965728170820206662e-27 2.895814159651700674e-11 1.018535001325968101e-08 6.991433205537620800e-03 8.204972179047101736e+08 4.865842755649163281e+13
9.554255999999999476e+21 6.964459508339645961e-27 2.895286747343190402e-11 1.026241862718556275e-08 6.990159861419718672e-03 8.205968573607133627e+08 4.941564967792990625e+13
9.628319999999998951e+21 6.963181519797857956e-27 2.894755457975528241e-11 1.033942983166640994e-08 6.988877156825419948e-03 8.206972598660408258e+08 5.017857768576899219e+13
9.702384000000000524e+21 6.961894217558669845e-27 2.894220296688642620e-11 1.041638322211991816e-08 6.987585104164173964e-03 8.207984251362396479e+08 5.094720731295029688e+13
9.776448000000000000e+21 6.960597614068942461e-27 2.893681268656980925e-11 1.049327839486752906e-08 6.986283715928774847e-03 8.209003528847023249e+08 5.172153426247318750e+13
9.850511999999999476e+21 6.959291721858587497e-27 2.893138379089517577e-11 1.057011494714017103e-08 6.984973004695371052e-03 8.210030428226445913e+08 5.250155420761085938e+13
9.924576000000001049e+21 6.957976553540553153e-27 2.892591633229745956e-11 1.064689247708389894e-08 6.983652983123456691e-03 8.211064946590861082e+08 5.328726279191023438e+13
9.998640000000000524e+21 6.956652121810835615e-27 2.892041036355685184e-11 1.072361058376557518e-08 6.982323663955876739e-03 8.212107081008288860e+08 5.407865562919193750e+13
1.007270400000000000e+22 6.955318439442295944e-27 2.891486593777310050e-11 1.080026886717845312e-08 6.980985060012630597e-03 8.213156828529225588e+08 5.487572830355036719e+13
1.014676799999999948e+22 6.953975519281425748e-27 2.890928310835201675e-11 1.087686692824780365e-08 6.979637184187612552e-03 8.214214186188994646e+08 5.567847636935367969e+13
1.022083199999999895e+22 6.952623374266526299e-27 2.890366192908112653e-11 1.095340436883645390e-08 6.978280049466870603e-03 8.215279150993217230e+08 5.648689535149817188e+13
1.029489600000000052e+22 6.951262017414695162e-27 2.889800245407550318e-11 1.102988079175035426e-08 6.976913668915537929e-03 8.216351719927843809e+08 5.730098074553815625e+13
1.036896000000000000e+22 6.949891461821306746e-27 2.889230473777565420e-11 1.110629580074403769e-08 6.975538055677314199e-03 8.217431889959356785e+08 5.812072801739739844e+13
1.044302399999999948e+22 6.948511720660019483e-27 2.888656883494750511e-11 1.118264900052616518e-08 6.974153222974469914e-03 8.218519658034549952e+08 5.894613260385392969e+13
1.051708800000000105e+22 6.947122807182762910e-27 2.888079480068240271e-11 1.125893999676493385e-08 6.972759184107838598e-03 8.219615021080321074e+08 5.977718991254857812e+13
1.059115200000000052e+22 6.945724734719752019e-27 2.887498269039712795e-11 1.133516839609350820e-08 6.971355952456827210e-03 8.220717976003454924e+08 6.061389532198485938e+13
1.066521600000000000e+22 6.944317516679477216e-27 2.886913255983387335e-11 1.141133380611542661e-08 6.969943541479404862e-03 8.221828519690411091e+08 6.145624418152916406e+13
1.073927999999999948e+22 6.942901166548710054e-27 2.886324446506026239e-11 1.148743583540998126e-08 6.968521964712112368e-03 8.222946649007101059e+08 6.230423181141062500e+13
1.081334399999999895e+22 6.941475697892500371e-27 2.885731846246933655e-11 1.156347409353752371e-08 6.967091235770057032e-03 8.224072360798670053e+08 6.315785350277121094e+13
1.088740800000000052e+22 6.940041124354174847e-27 2.885135460877957474e-11 1.163944819104480352e-08 6.965651368346913522e-03 8.225205651889281273e+08 6.401710451818519531e+13
1.096147200000000000e+22 6.938597459655339882e-27 2.884535296103484802e-11 1.171535773947023075e-08 6.964202376214923863e-03 8.226346519081890583e+08 6.488198009110382031e+13
1.103553599999999948e+22 6.937144717595883025e-27 2.883931357660449398e-11 1.179120235134914678e-08 6.962744273224900048e-03 8.227494959158021212e+08 6.575247542630496875e+13
1.110960000000000105e+22 6.935682912053968670e-27 2.883323651318323265e-11 1.186698164021904215e-08 6.961277073306219691e-03 8.228650968877538443e+08 6.662858570005575781e+13
1.118366400000000052e+22 6.934212056986042365e-27 2.882712182879123764e-11 1.194269522062473636e-08 6.959800790466829506e-03 8.229814544978430271e+08 6.751030606011238281e+13
1.125772800000000000e+22 6.932732166418033251e-27 2.882096958173754632e-11 1.201834270812355273e-08 6.958315438784419896e-03 8.230985684183526039e+08 6.839763162572032812e+13
1.133179199999999948e+22 6.931243254448073262e-27 2.881477983063134305e-11 1.209392371929045850e-08 6.956821032409145865e-03 8.232164383198145628e+08 6.929055748761423438e+13
1.140585599999999895e+22 6.929745335259905101e-27 2.880855263443772605e-11 1.216943787172317514e-08 6.955317585577091080e-03 8.233350638699239492e+08 7.018907870801794531e+13
1.147992000000000052e+22 6.928238423110574852e-27 2.880228805242652881e-11 1.224488478404722744e-08 6.953805112597914034e-03 8.234544447344908714e+08 7.109319032088954688e+13
1.155398400000000000e+22 6.926722532330334405e-27 2.879598614417192266e-11 1.232026407592100923e-08 6.952283627854749168e-03 8.235745805774245262e+08 7.200288733218650000e+13
1.162804799999999948e+22 6.925197677322650061e-27 2.878964696955243293e-11 1.239557536804080594e-08 6.950753145804212940e-03 8.236954710607109070e+08 7.291816471938890625e+13
1.170211200000000105e+22 6.923663872564193930e-27 2.878327058875095188e-11 1.247081828214575939e-08 6.949213680976400360e-03 8.238171158443897963e+08 7.383901743210560938e+13
1.177617600000000052e+22 6.922121132604846792e-27 2.877685706225468051e-11 1.254599244102282923e-08 6.947665247974884120e-03 8.239395145865311623e+08 7.476544039209814062e+13
1.185024000000000000e+22 6.920569472067699542e-27 2.877040645085519000e-11 1.262109746851174272e-08 6.946107861476717195e-03 8.240626669432125092e+08 7.569742849328081250e+13
1.192430399999999948e+22 6.919008905649050309e-27 2.876391881564838937e-11 1.269613298950983713e-08 6.944541536232431977e-03 8.241865725684947968e+08 7.663497660172065625e+13
1.199836799999999895e+22 6.917439448118411641e-27 2.875739421803455129e-11 1.277109862997698802e-08 6.942966287066040278e-03 8.243112311143994331e+08 7.757807955563740625e+13
1.207243200000000052e+22 6.915861114318497584e-27 2.875083271971827664e-11 1.284599401694037879e-08 6.941382128875032455e-03 8.244366422308843136e+08 7.852673216540434375e+13
1.214649600000000000e+22 6.914273919165236599e-27 2.874423438270852025e-11 1.292081877849935457e-08 6.939789076630378285e-03 8.245628055658202171e+08 7.948092921405395312e+13
1.222055999999999948e+22 6.912677877647762950e-27 2.873759926931857482e-11 1.299557254383015702e-08 6.938187145376525228e-03 8.246897207649664879e+08 8.044066545701762500e+13
