# z rho(z) P(z) g(z) n(z) K(z) phi(z) B(z)
4.717876800000000157e+22 1.181393929786003640e-26 1.657573049522747157e-11 9.013106953256589776e-09 1.200575446502214969e-02 2.546460875773411558e+01 2.893132721453816250e+14 2.148504918418746091e-06
4.725283200000000105e+22 1.180831959275034771e-26 1.656784568094052869e-11 9.013867884854253263e-09 1.200004351645438637e-02 2.547268736945495959e+01 2.899808471222740000e+14 2.148504918418746091e-06
4.732689600000000052e+22 1.180270208899417448e-26 1.655996395529672737e-11 9.014621609715004821e-09 1.199433480498206944e-02 2.548076922322245963e+01 2.906484781892177500e+14 2.148504918418746091e-06
4.740096000000000000e+22 1.179708679048836083e-26 1.655208532376359574e-11 9.015368195495417479e-09 1.198862833456531239e-02 2.548885431402144874e+01 2.913161648151427500e+14 2.148504918418746091e-06
4.747502399999999948e+22 1.179147370104413007e-26 1.654420979168853336e-11 9.016107709228262549e-09 1.198292410907721844e-02 2.549694263694037133e+01 2.919839064741191875e+14 2.148504918418746091e-06
4.754908799999999895e+22 1.178586282442062762e-26 1.653633736434586029e-11 9.016840217328056701e-09 1.197722213233796962e-02 2.550503418712336767e+01 2.926517026443767500e+14 2.148504918418746091e-06
4.762315199999999843e+22 1.178025416433094051e-26 1.652846804694528605e-11 9.017565785596542862e-09 1.197152240812093815e-02 2.551312895976181139e+01 2.933195528096130000e+14 2.148504918418746091e-06
4.769721599999999790e+22 1.177464772444208021e-26 1.652060184463186436e-11 9.018284479228141337e-09 1.196582494015267437e-02 2.552122695009458653e+01 2.939874564585570000e+14 2.148504918418746091e-06
4.777127999999999738e+22 1.176904350837499691e-26 1.651273876248602544e-11 9.018996362815336405e-09 1.196012973211292053e-02 2.552932815340824391e+01 2.946554130845622500e+14 2.148504918418746091e-06
4.784534399999999685e+22 1.176344151970456668e-26 1.650487880552355989e-11 9.019701500354054652e-09 1.195443678763459527e-02 2.553743256503727821e+01 2.953234221856070000e+14 2.148504918418746091e-06
4.791940799999999633e+22 1.175784176195960432e-26 1.649702197869562189e-11 9.020399955248967199e-09 1.194874611030380916e-02 2.554554018036431984e+01 2.959914832642941875e+14 2.148504918418746091e-06
4.799347199999999581e+22 1.175224423862285193e-26 1.648916828688872597e-11 9.021091790318748911e-09 1.194305770365984912e-02 2.555365099482037294e+01 2.966595958278513125e+14 2.148504918418746091e-06
4.806753600000000367e+22 1.174664895313098749e-26 1.648131773492475997e-11 9.021777067801321072e-09 1.193737157119519401e-02 2.556176500388503214e+01 2.973277593881306875e+14 2.148504918418746091e-06
4.814160000000000315e+22 1.174105590887462056e-26 1.647347032756096881e-11 9.022455849359029537e-09 1.193168771635550428e-02 2.556988220308670634e+01 2.979959734616089375e+14 2.148504918418746091e-06
4.821566400000000262e+22 1.173546510919829230e-26 1.646562606948996106e-11 9.023128196083781517e-09 1.192600614253962361e-02 2.557800258800285320e+01 2.986642375693875625e+14 2.148504918418746091e-06
4.828972800000000210e+22 1.172987655740047401e-26 1.645778496533971207e-11 9.023794168502137713e-09 1.192032685309957901e-02 2.558612615426019943e+01 2.993325512371928125e+14 2.148504918418746091e-06
4.836379200000000157e+22 1.172429025673357287e-26 1.644994701967355755e-11 9.024453826580387884e-09 1.191464985134058421e-02 2.559425289753496457e+01 3.000009139953753125e+14 2.148504918418746091e-06
4.843785600000000105e+22 1.171870621040392766e-26 1.644211223699020328e-11 9.025107229729548684e-09 1.190897514052103798e-02 2.560238281355308843e+01 3.006693253786771875e+14 2.148504918418746091e-06
4.851192000000000052e+22 1.171312442157180873e-26 1.643428062172371862e-11 9.025754436810338319e-09 1.190330272385252235e-02 2.561051589809046192e+01 3.013377849255118125e+14 2.148504918418746091e-06
4.858598400000000000e+22 1.170754489335141946e-26 1.642645217824352684e-11 9.026395506138111506e-09 1.189763260449980264e-02 2.561865214697316873e+01 3.020062921794368125e+14 2.148504918418746091e-06
4.866004799999999948e+22 1.170196762881089482e-26 1.641862691085443092e-11 9.027030495487751425e-09 1.189196478558082921e-02 2.562679155607768422e+01 3.026748466882483750e+14 2.148504918418746091e-06
4.873411199999999895e+22 1.169639263097230135e-26 1.641080482379658132e-11 9.027659462098510376e-09 1.188629927016673568e-02 2.563493412133113480e+01 3.033434480038446875e+14 2.148504918418746091e-06
4.880817599999999843e+22 1.169081990283563924e-26 1.640298592127917705e-11 9.028282462678830587e-09 1.188063606130623263e-02 2.564307983867642093e+01 3.040120956822260000e+14 2.148504918418746091e-06
4.888223999999999790e+22 1.168524944736792684e-26 1.639517020746514349e-11 9.028899553411107120e-09 1.187497516201451234e-02 2.565122870408826117e+01 3.046807892834946250e+14 2.148504918418746091e-06
4.895630399999999738e+22 1.167968126746716237e-26 1.638735768642055478e-11 9.029510789956416040e-09 1.186931657523662351e-02 2.565938071362619510e+01 3.053495283718547500e+14 2.148504918418746091e-06
4.903036799999999685e+22 1.167411536599339877e-26 1.637954836215825473e-11 9.030116227459197904e-09 1.186366030387905716e-02 2.566753586338930404e+01 3.060183125156127500e+14 2.148504918418746091e-06
4.910443199999999633e+22 1.166855174576890874e-26 1.637174223863808294e-11 9.030715920551929685e-09 1.185800635080990970e-02 2.567569414951625006e+01 3.066871412871768125e+14 2.148504918418746091e-06
4.917849600000000419e+22 1.166299040957817751e-26 1.636393931976684575e-11 9.031309923359709001e-09 1.185235471885887591e-02 2.568385556818539683e+01 3.073560142630575000e+14 2.148504918418746091e-06
4.925256000000000367e+22 1.165743136016791295e-26 1.635613960939835825e-11 9.031898289504844969e-09 1.184670541081725946e-02 2.569202011561502985e+01 3.080249310238668125e+14 2.148504918418746091e-06
4.932662400000000315e+22 1.165187460024703833e-26 1.634834311133341520e-11 9.032481072111386193e-09 1.184105842943796762e-02 2.570018778806353055e+01 3.086938911543193750e+14 2.148504918418746091e-06
4.940068800000000262e+22 1.164632013248668952e-26 1.634054982931980068e-11 9.033058323809612356e-09 1.183541377743550609e-02 2.570835858182957878e+01 3.093628942430546875e+14 2.148504918418746091e-06
4.947475200000000210e+22 1.164076795952022639e-26 1.633275976705228170e-11 9.033630096740496026e-09 1.182977145748598941e-02 2.571653249325230561e+01 3.100319398818572500e+14 2.148504918418746091e-06
4.954881600000000157e+22 1.163521808394322286e-26 1.632497292817263077e-11 9.034196442560123117e-09 1.182413147222713574e-02 2.572470951871152067e+01 3.107010276671179375e+14 2.148504918418746091e-06
4.962288000000000105e+22 1.162967050831346966e-26 1.631718931626958390e-11 9.034757412444068669e-09 1.181849382425826343e-02 2.573288965462788269e+01 3.113701571990271250e+14 2.148504918418746091e-06
4.969694400000000052e+22 1.162412523515097444e-26 1.630940893487888261e-11 9.035313057091757747e-09 1.181285851614029790e-02 2.574107289746308069e+01 3.120393280813993125e+14 2.148504918418746091e-06
4.977100800000000000e+22 1.161858226693796743e-26 1.630163178748325777e-11 9.035863426730753543e-09 1.180722555039576821e-02 2.574925924372003294e+01 3.127085399216731250e+14 2.148504918418746091e-06
4.984507199999999948e+22 1.161304160611888569e-26 1.629385787751241347e-11 9.036408571121038865e-09 1.180159492950880358e-02 2.575744868994308945e+01 3.133777923309113750e+14 2.148504918418746091e-06
4.991913599999999895e+22 1.160750325510039318e-26 1.628608720834305930e-11 9.036948539559262881e-09 1.179596665592514207e-02 2.576564123271819184e+01 3.140470849238010625e+14 2.148504918418746091e-06
4.999319999999999843e+22 1.160196721625136501e-26 1.627831978329888450e-11 9.037483380882913419e-09 1.179034073205212189e-02 2.577383686867309720e+01 3.147164173186531250e+14 2.148504918418746091e-06
5.006726399999999790e+22 1.159643349190290031e-26 1.627055560565056444e-11 9.038013143474502500e-09 1.178471716025868837e-02 2.578203559447755211e+01 3.153857891374028750e+14 2.148504918418746091e-06
5.014132799999999738e+22 1.159090208434830506e-26 1.626279467861576710e-11 9.038537875265687352e-09 1.177909594287538352e-02 2.579023740684348098e+01 3.160552000056096250e+14 2.148504918418746091e-06
5.021539199999999685e+22 1.158537299584311501e-26 1.625503700535914977e-11 9.039057623741364955e-09 1.177347708219436337e-02 2.579844230252519210e+01 3.167246495524568750e+14 2.148504918418746091e-06
5.028945599999999633e+22 1.157984622861550609e-26 1.624728258900699635e-11 9.039572435943725224e-09 1.176786058047998504e-02 2.580665027830405833e+01 3.173941374107522500e+14 2.148504918418746091e-06
5.036351999999999581e+22 1.157432178488515660e-26 1.623953143267365477e-11 9.040082358476274416e-09 1.176224643998796324e-02 2.581486133096063895e+01 3.180636632169256875e+14 2.148504918418746091e-06
5.043758400000000367e+22 1.156879966680748007e-26 1.623178353938331027e-11 9.040587437507822144e-09 1.175663466290870728e-02 2.582307545735767462e+01 3.187332266102730000e+14 2.148504918418746091e-06
5.051164800000000315e+22 1.156327987650395969e-26 1.622403891211254967e-11 9.041087718776443567e-09 1.175102525139814710e-02 2.583129265439524147e+01 3.194028272336308125e+14 2.148504918418746091e-06
5.058571200000000262e+22 1.155776241606534819e-26 1.621629755379483331e-11 9.041583247593390303e-09 1.174541820758098071e-02 2.583951291900619651e+01 3.200724647336497500e+14 2.148504918418746091e-06
5.065977600000000210e+22 1.155224728755166212e-26 1.620855946732049503e-11 9.042074068846978176e-09 1.173981353355067238e-02 2.584773624815629489e+01 3.207421387601690000e+14 2.148504918418746091e-06
5.073384000000000157e+22 1.154673449299219330e-26 1.620082465553676805e-11 9.042560227006440228e-09 1.173421123136946138e-02 2.585596263884436752e+01 3.214118489662166875e+14 2.148504918418746091e-06
5.080790400000000105e+22 1.154122403438550024e-26 1.619309312124776233e-11 9.043041766125749939e-09 1.172861130306835677e-02 2.586419208810246317e+01 3.220815950080093750e+14 2.148504918418746091e-06
5.088196800000000052e+22 1.153571591369941530e-26 1.618536486721447106e-11 9.043518729847399799e-09 1.172301375064713908e-02 2.587242459299599773e+01 3.227513765449525625e+14 2.148504918418746091e-06
5.095603200000000000e+22 1.153021013287103320e-26 1.617763989615477061e-11 9.043991161406160006e-09 1.171741857607435690e-02 2.588066015062393888e+01 3.234211932396405000e+14 2.148504918418746091e-06
5.103009599999999948e+22 1.152470669380672254e-26 1.616991821074341735e-11 9.044459103632797477e-09 1.171182578128733033e-02 2.588889875811893049e+01 3.240910447578559375e+14 2.148504918418746091e-06
5.110415999999999895e+22 1.151920559838211999e-26 1.616219981361205086e-11 9.044922598957773345e-09 1.170623536819214924e-02 2.589714041264746314e+01 3.247609307685706250e+14 2.148504918418746091e-06
5.117822399999999843e+22 1.151370684844213181e-26 1.615448470734919392e-11 9.045381689414875932e-09 1.170064733866367328e-02 2.590538511141003397e+01 3.254308509439448125e+14 2.148504918418746091e-06
5.125228799999999790e+22 1.150821044580093378e-26 1.614677289450026223e-11 9.045836416644873583e-09 1.169506169454553705e-02 2.591363285164129948e+01 3.261008049593277500e+14 2.148504918418746091e-06
5.132635199999999738e+22 1.150271639224197267e-26 1.613906437756753853e-11 9.046286821899089738e-09 1.168947843765013976e-02 2.592188363061022471e+01 3.267707924932570625e+14 2.148504918418746091e-06
5.140041599999999685e+22 1.149722468951795906e-26 1.613135915901020170e-11 9.046732946042976352e-09 1.168389756975865383e-02 2.593013744562027156e+01 3.274408132274348125e+14 2.148504918418746091e-06
5.147447999999999633e+22 1.149173533935088169e-26 1.612365724124430413e-11 9.047174829559629416e-09 1.167831909262102320e-02 2.593839429400952312e+01 3.281108668458926250e+14 2.148504918418746091e-06
5.154854400000000419e+22 1.148624834343199022e-26 1.611595862664278790e-11 9.047612512553312742e-09 1.167274300795595986e-02 2.594665417315085776e+01 3.287809530360481875e+14 2.148504918418746091e-06
5.162260800000000367e+22 1.148076370342180819e-26 1.610826331753546860e-11 9.048046034752897384e-09 1.166716931745094728e-02 2.595491708045211610e+01 3.294510714885442500e+14 2.148504918418746091e-06
5.169667200000000315e+22 1.147528142095012865e-26 1.610057131620906118e-11 9.048475435515332484e-09 1.166159802276224046e-02 2.596318301335624668e+01 3.301212218968171875e+14 2.148504918418746091e-06
5.177073600000000262e+22 1.146980149761601280e-26 1.609288262490714442e-11 9.048900753829033407e-09 1.165602912551486244e-02 2.597145196934147648e+01 3.307914039570968125e+14 2.148504918418746091e-06
5.184480000000000210e+22 1.146432393499800663e-26 1.608519724584452671e-11 9.049322028317263253e-09 1.165046262731299007e-02 2.597972394590603429e+01 3.314616173684062500e+14 2.148504918418746091e-06
5.191886400000000157e+22 1.145884873466925075e-26 1.607751518122842967e-11 9.049739297241492867e-09 1.164489852975530634e-02 2.598799894054541681e+01 3.321318618325623125e+14 2.148504918418746091e-06
5.199292800000000105e+22 1.145337589814785766e-26 1.606983643318885630e-11 9.050152598504711212e-09 1.163933683438457024e-02 2.599627695082745760e+01 3.328021370541751250e+14 2.148504918418746091e-06
5.206699200000000052e+22 1.144790542692466328e-26 1.606216100381755572e-11 9.050561969654724171e-09 1.163377754271582680e-02 2.600455797435064653e+01 3.334724427406483125e+14 2.148504918418746091e-06
5.214105600000000000e+22 1.144243732246573951e-26 1.605448889517151609e-11 9.050967447887403708e-09 1.162822065623894847e-02 2.601284200874043506e+01 3.341427786021790000e+14 2.148504918418746091e-06
5.221511999999999948e+22 1.143697158621237560e-26 1.604682010927296784e-11 9.051369070049941996e-09 1.162266617641862822e-02 2.602112905164939960e+01 3.348131443517577500e+14 2.148504918418746091e-06
5.228918399999999895e+22 1.143150821958109246e-26 1.603915464810937716e-11 9.051766872644041030e-09 1.161711410469438467e-02 2.602941910075735876e+01 3.354835397051686250e+14 2.148504918418746091e-06
5.236324799999999843e+22 1.142604722396363263e-26 1.603149251363344930e-11 9.052160891829087341e-09 1.161156444248055697e-02 2.603771215377149417e+01 3.361539643809891250e+14 2.148504918418746091e-06
5.243731199999999790e+22 1.142058860072696605e-26 1.602383370776313499e-11 9.052551163425315139e-09 1.160601719116630993e-02 2.604600820842648901e+01 3.368244181005901875e+14 2.148504918418746091e-06
5.251137599999999738e+22 1.141513235121328283e-26 1.601617823238162075e-11 9.052937722916918163e-09 1.160047235211562715e-02 2.605430726248466300e+01 3.374949005876168125e+14 2.148504918418746091e-06
5.258543999999999685e+22 1.140967847674000336e-26 1.600852608933731921e-11 9.053320605455138375e-09 1.159492992666731788e-02 2.606260931373607903e+01 3.381654115681378750e+14 2.148504918418746091e-06
5.265950399999999633e+22 1.140422697859977537e-26 1.600087728044391110e-11 9.053699845861348037e-09 1.158938991613501709e-02 2.607091435999868878e+01 3.388359507714151250e+14 2.148504918418746091e-06
5.273356799999999581e+22 1.139877785806046250e-26 1.599323180748029034e-11 9.054075478630070569e-09 1.158385232180717504e-02 2.607922239911846773e+01 3.395065179291518750e+14 2.148504918418746091e-06
5.280763200000000367e+22 1.139333111636516295e-26 1.598558967219060278e-11 9.054447537931999765e-09 1.157831714494707287e-02 2.608753342896951821e+01 3.401771127754878125e+14 2.148504918418746091e-06
5.288169600000000315e+22 1.138788675473219654e-26 1.597795087628423333e-11 9.054816057616997490e-09 1.157278438679281221e-02 2.609584744745423279e+01 3.408477350469981875e+14 2.148504918418746091e-06
5.295576000000000262e+22 1.138244477435510760e-26 1.597031542143579944e-11 9.055181071217028521e-09 1.156725404855731519e-02 2.610416445250340445e+01 3.415183844826947500e+14 2.148504918418746091e-06
5.302982400000000210e+22 1.137700517640266641e-26 1.596268330928516405e-11 9.055542611949113577e-09 1.156172613142832789e-02 2.611248444207636865e+01 3.421890608240250625e+14 2.148504918418746091e-06
5.310388800000000157e+22 1.137156796201886773e-26 1.595505454143742914e-11 9.055900712718227766e-09 1.155620063656842209e-02 2.612080741416111351e+01 3.428597638148726875e+14 2.148504918418746091e-06
5.317795200000000105e+22 1.136613313232293372e-26 1.594742911946293248e-11 9.056255406120180823e-09 1.155067756511499004e-02 2.612913336677444676e+01 3.435304932015572500e+14 2.148504918418746091e-06
5.325201600000000052e+22 1.136070068840931103e-26 1.593980704489725732e-11 9.056606724444474193e-09 1.154515691818024797e-02 2.613746229796209519e+01 3.442012487328344375e+14 2.148504918418746091e-06
5.332608000000000000e+22 1.135527063134766796e-26 1.593218831924121627e-11 9.056954699677126680e-09 1.153963869685123260e-02 2.614579420579885394e+01 3.448720301598959375e+14 2.148504918418746091e-06
5.340014399999999948e+22 1.134984296218290448e-26 1.592457294396087709e-11 9.057299363503491828e-09 1.153412290218980805e-02 2.615412908838871786e+01 3.455428372363694375e+14 2.148504918418746091e-06
5.347420799999999895e+22 1.134441768195444629e-26 1.591696092051461736e-11 9.057640747311017387e-09 1.152860953525227869e-02 2.616246694383532656e+01 3.462136697183187500e+14 2.148504918418746091e-06
5.354827199999999843e+22 1.133899479168318414e-26 1.590935225033481341e-11 9.057978882192016378e-09 1.152309859707610802e-02 2.617080777026209404e+01 3.468845273642298750e+14 2.148504918418746091e-06
5.362233599999999790e+22 1.133357429234863684e-26 1.590174693479579352e-11 9.058313798946391818e-09 1.151759008865672028e-02 2.617915156584746583e+01 3.475554099342617500e+14 2.148504918418746091e-06
5.369639999999999738e+22 1.132815618491051405e-26 1.589414497524410109e-11 9.058645528084339950e-09 1.151208401096940823e-02 2.618749832879191786e+01 3.482263171911493750e+14 2.148504918418746091e-06
5.377046399999999685e+22 1.132274047030874057e-26 1.588654637299850436e-11 9.058974099829036926e-09 1.150658036496935571e-02 2.619584805731803456e+01 3.488972489001845625e+14 2.148504918418746091e-06
5.384452799999999633e+22 1.131732714946344639e-26 1.587895112935000930e-11 9.059299544119290745e-09 1.150107915159163420e-02 2.620420074967061552e+01 3.495682048287733750e+14 2.148504918418746091e-06
5.391859200000000419e+22 1.131191622327498813e-26 1.587135924556187259e-11 9.059621890612181618e-09 1.149558037175121665e-02 2.621255640411676424e+01 3.502391847464359375e+14 2.148504918418746091e-06
5.399265600000000367e+22 1.130650769262392473e-26 1.586377072286957571e-11 9.059941168685662620e-09 1.149008402634296017e-02 2.622091501894599830e+01 3.509101884248060625e+14 2.148504918418746091e-06
5.406672000000000315e+22 1.130110155837103457e-26 1.585618556248085082e-11 9.060257407441157038e-09 1.148459011624161814e-02 2.622927659247037369e+01 3.515812156376322500e+14 2.148504918418746091e-06
5.414078400000000262e+22 1.129569782135730697e-26 1.584860376557566138e-11 9.060570635706117670e-09 1.147909864230183680e-02 2.623764112302455942e+01 3.522522661607766250e+14 2.148504918418746091e-06
5.421484800000000210e+22 1.129029648240394785e-26 1.584102533330620857e-11 9.060880882036561303e-09 1.147360960535815343e-02 2.624600860896596899e+01 3.529233397722156250e+14 2.148504918418746091e-06
5.428891200000000157e+22 1.128489754231237400e-26 1.583345026679693459e-11 9.061188174719601543e-09 1.146812300622499642e-02 2.625437904867484562e+01 3.535944362520397500e+14 2.148504918418746091e-06
5.436297600000000105e+22 1.127950100186421599e-26 1.582587856714451937e-11 9.061492541775923736e-09 1.146263884569668871e-02 2.626275244055439018e+01 3.542655553824535000e+14 2.148504918418746091e-06
5.443704000000000052e+22 1.127410686182131957e-26 1.581831023541788382e-11 9.061794010962276442e-09 1.145715712454744607e-02 2.627112878303083932e+01 3.549366969477755000e+14 2.148504918418746091e-06
5.451110400000000000e+22 1.126871512292574426e-26 1.581074527265818015e-11 9.062092609773906647e-09 1.145167784353137361e-02 2.627950807455360049e+01 3.556078607344385000e+14 2.148504918418746091e-06
5.458516799999999948e+22 1.126332578589976187e-26 1.580318367987880801e-11 9.062388365447004915e-09 1.144620100338247272e-02 2.628789031359534434e+01 3.562790465309892500e+14 2.148504918418746091e-06
5.465923199999999895e+22 1.125793885144585800e-26 1.579562545806539832e-11 9.062681304961092628e-09 1.144072660481463416e-02 2.629627549865212188e+01 3.569502541280886250e+14 2.148504918418746091e-06
5.473329599999999843e+22 1.125255432024673341e-26 1.578807060817582948e-11 9.062971455041424121e-09 1.143525464852164324e-02 2.630466362824343918e+01 3.576214833180290625e+14 2.148504918418746091e-06
5.480735999999999790e+22 1.124717219296529977e-26 1.578051913114020469e-11 9.063258842161334216e-09 1.142978513517717461e-02 2.631305470091242427e+01 3.582927338949011875e+14 2.148504918418746091e-06
5.488142399999999738e+22 1.124179247024468392e-26 1.577297102786087460e-11 9.063543492544595694e-09 1.142431806543479748e-02 2.632144871522588403e+01 3.589640056553102500e+14 2.148504918418746091e-06
5.495548799999999685e+22 1.123641515270822790e-26 1.576542629921243084e-11 9.063825432167725466e-09 1.141885343992797390e-02 2.632984566977443208e+01 3.596352983976918750e+14 2.148504918418746091e-06
5.502955199999999633e+22 1.123104024095948465e-26 1.575788494604169311e-11 9.064104686762303996e-09 1.141339125927005697e-02 2.633824556317258825e+01 3.603066119223069375e+14 2.148504918418746091e-06
5.510361599999999581e+22 1.122566773558678534e-26 1.575034696917413272e-11 9.064381281817225225e-09 1.140793152405892956e-02 2.634664839405177972e+01 3.609779460312417500e+14 2.148504918418746091e-06
5.517768000000000367e+22 1.122029763718275305e-26 1.574281236944123743e-11 9.064655242580979594e-09 1.140247423489683908e-02 2.635505416102981258e+01 3.616493005284079375e+14 2.148504918418746091e-06
5.525174400000000315e+22 1.121492994630166379e-26 1.573528114762069598e-11 9.064926594063892392e-09 1.139701939234705717e-02 2.636346286277768769e+01 3.623206752195421875e+14 2.148504918418746091e-06
5.532580800000000262e+22 1.120956466347765719e-26 1.572775330446193399e-11 9.065195361040315789e-09 1.139156699695239965e-02 2.637187449799126426e+01 3.629920699122068750e+14 2.148504918418746091e-06
5.539987200000000210e+22 1.120420178922923503e-26 1.572022884069245035e-11 9.065461568050858907e-09 1.138611704923978354e-02 2.638028906538429297e+01 3.636634844157895625e+14 2.148504918418746091e-06
5.547393600000000157e+22 1.119884132405924401e-26 1.571270775701776873e-11 9.065725239404540154e-09 1.138066954972022371e-02 2.638870656368853673e+01 3.643349185415031250e+14 2.148504918418746091e-06
5.554800000000000105e+22 1.119348326845490012e-26 1.570519005412148281e-11 9.065986399180962700e-09 1.137522449888884318e-02 2.639712699165382404e+01 3.650063721023856875e+14 2.148504918418746091e-06
5.562206400000000052e+22 1.118812762288776286e-26 1.569767573266522724e-11 9.066245071232445300e-09 1.136978189722485932e-02 2.640555034804816614e+01 3.656778449133009375e+14 2.148504918418746091e-06
5.569612800000000000e+22 1.118277438781375099e-26 1.569016479328868081e-11 9.066501279186129948e-09 1.136434174519159422e-02 2.641397663165781751e+01 3.663493367909376875e+14 2.148504918418746091e-06
5.577019199999999948e+22 1.117742356367314109e-26 1.568265723660958264e-11 9.066755046446111040e-09 1.135890404323647122e-02 2.642240584128736458e+01 3.670208475538101250e+14 2.148504918418746091e-06
5.584425599999999895e+22 1.117207515089056328e-26 1.567515306322371605e-11 9.067006396195483473e-09 1.135346879179101494e-02 2.643083797575981819e+01 3.676923770222468750e+14 2.148504918418746091e-06
5.591831999999999843e+22 1.116672914987499832e-26 1.566765227370490849e-11 9.067255351398427141e-09 1.134803599127084950e-02 2.643927303391670591e+01 3.683639250177116250e+14 2.148504918418746091e-06
5.599238399999999790e+22 1.116138556101979487e-26 1.566015486860505099e-11 9.067501934802235181e-09 1.134260564207570550e-02 2.644771101461813245e+01 3.690354913636260625e+14 2.148504918418746091e-06
5.606644799999999738e+22 1.115604438470263933e-26 1.565266084845406906e-11 9.067746168939353801e-09 1.133717774458940612e-02 2.645615191674289690e+01 3.697070758853945625e+14 2.148504918418746091e-06
5.614051199999999685e+22 1.115070562128559169e-26 1.564517021375995176e-11 9.067988076129365860e-09 1.133175229917988622e-02 2.646459573918854957e+01 3.703786784099888750e+14 2.148504918418746091e-06
5.621457599999999633e+22 1.114536927111505402e-26 1.563768296500871941e-11 9.068227678481004223e-09 1.132632930619917322e-02 2.647304248087151635e+01 3.710502987659483750e+14 2.148504918418746091e-06
5.628864000000000419e+22 1.114003533452178621e-26 1.563019910266445908e-11 9.068464997894105563e-09 1.132090876598339929e-02 2.648149214072714486e+01 3.717219367833799375e+14 2.148504918418746091e-06
5.636270400000000367e+22 1.113470381182091028e-26 1.562271862716930530e-11 9.068700056061554236e-09 1.131549067885280133e-02 2.648994471770981463e+01 3.723935922939576875e+14 2.148504918418746091e-06
5.643676800000000315e+22 1.112937470331189747e-26 1.561524153894343349e-11 9.068932874471246008e-09 1.131007504511171227e-02 2.649840021079301877e+01 3.730652651309235000e+14 2.148504918418746091e-06
5.651083200000000262e+22 1.112404800927857544e-26 1.560776783838506650e-11 9.069163474407969062e-09 1.130466186504856807e-02 2.650685861896945994e+01 3.737369551290865000e+14 2.148504918418746091e-06
5.658489600000000210e+22 1.111872372998912679e-26 1.560029752587049396e-11 9.069391876955326368e-09 1.129925113893590766e-02 2.651531994125112135e+01 3.744086621248235625e+14 2.148504918418746091e-06
5.665896000000000157e+22 1.111340186569609196e-26 1.559283060175403998e-11 9.069618102997601799e-09 1.129384286703036949e-02 2.652378417666936983e+01 3.750803859560788750e+14 2.148504918418746091e-06
5.673302400000000105e+22 1.110808241663636349e-26 1.558536706636807929e-11 9.069842173221641146e-09 1.128843704957269330e-02 2.653225132427504462e+01 3.757521264623640625e+14 2.148504918418746091e-06
5.680708800000000052e+22 1.110276538303217466e-26 1.557790692002442345e-11 9.070064108118678523e-09 1.128303368678872098e-02 2.654072138313695817e+01 3.764238834847584375e+14 2.148504918418746091e-06
5.688115200000000000e+22 1.109745076511172664e-26 1.557045016304325274e-11 9.070283927986189263e-09 1.127763277891035906e-02 2.654919435230909741e+01 3.770956568659085625e+14 2.148504918418746091e-06
5.695521599999999948e+22 1.109213856307776351e-26 1.556299679570903005e-11 9.070501652929676618e-09 1.127223432614364237e-02 2.655767023088073486e+01 3.777674464500286875e+14 2.148504918418746091e-06
5.702927999999999895e+22 1.108682877711184834e-26 1.555554681827649794e-11 9.070717302864498182e-09 1.126683832867308305e-02 2.656614901796974593e+01 3.784392520829003750e+14 2.148504918418746091e-06
5.710334399999999843e+22 1.108152140738330283e-26 1.554810023098322849e-11 9.070930897517621161e-09 1.126144478667075177e-02 2.657463071270842647e+01 3.791110736115210625e+14 2.148504918418746091e-06
5.717740799999999790e+22 1.107621645404921734e-26 1.554065703404962978e-11 9.071142456429394200e-09 1.125605370029628821e-02 2.658311531424356744e+01 3.797829108840367500e+14 2.148504918418746091e-06
5.725147199999999738e+22 1.107091391725443797e-26 1.553321722767892977e-11 9.071351998955302656e-09 1.125066506969689059e-02 2.659160282173653300e+01 3.804547637506223750e+14 2.148504918418746091e-06
5.732553599999999685e+22 1.106561379713157948e-26 1.552578081205719238e-11 9.071559544267697408e-09 1.124527889500732784e-02 2.660009323436330675e+01 3.811266320628094375e+14 2.148504918418746091e-06
5.739959999999999633e+22 1.106031609380101525e-26 1.551834778735331756e-11 9.071765111357493885e-09 1.123989517634992746e-02 2.660858655131458406e+01 3.817985156734680000e+14 2.148504918418746091e-06
5.747366399999999581e+22 1.105502080737088013e-26 1.551091815371901540e-11 9.071968719035905836e-09 1.123451391383458071e-02 2.661708277179582538e+01 3.824704144368063125e+14 2.148504918418746091e-06
5.754772800000000367e+22 1.104972793793707336e-26 1.550349191128884815e-11 9.072170385936098039e-09 1.122913510755874263e-02 2.662558189502732020e+01 3.831423282083709375e+14 2.148504918418746091e-06
5.762179200000000315e+22 1.104443748558326135e-26 1.549606906018020114e-11 9.072370130514863819e-09 1.122375875760743720e-02 2.663408392024427229e+01 3.838142568450466875e+14 2.148504918418746091e-06
5.769585600000000262e+22 1.103914945038086345e-26 1.548864960049327633e-11 9.072567971054295959e-09 1.121838486405324527e-02 2.664258884669686722e+01 3.844862002050568750e+14 2.148504918418746091e-06
5.776992000000000210e+22 1.103386383238906475e-26 1.548123353231112135e-11 9.072763925663398042e-09 1.121301342695631316e-02 2.665109667365032209e+01 3.851581581479628750e+14 2.148504918418746091e-06
5.784398400000000157e+22 1.102858063165481901e-26 1.547382085569961014e-11 9.072958012279728889e-09 1.120764444636435445e-02 2.665960740038498145e+01 3.858301305346646875e+14 2.148504918418746091e-06
