# z rho(z) P(z) g(z) n(z) K(z) phi(z)
2.592240000000000000e+21 2.816611208773128215e-26 1.170930363715085017e-10 2.825641221069895496e-09 2.827005109759712920e-02 3.232735648806691170e+08 3.664523235462799805e+12
2.666304000000000000e+21 2.816467401332425036e-26 1.170870579638985562e-10 2.906175903357794034e-09 2.826860771638631947e-02 3.232845689132101536e+08 3.876783988862093750e+12
2.740368000000000000e+21 2.816319560844049623e-26 1.170809118931776187e-10 2.986693884226521597e-09 2.826712385587066070e-02 3.232958825276333094e+08 4.095008847323380859e+12
2.814432000000000000e+21 2.816167688793593231e-26 1.170745982211051136e-10 3.067194703153822833e-09 2.826559953096088179e-02 3.233075056913810968e+08 4.319196556833549805e+12
2.888496000000000000e+21 2.816011786706686813e-26 1.170681170111050884e-10 3.147677899896550501e-09 2.826403475696959156e-02 3.233194383710221648e+08 4.549345829264302734e+12
2.962560000000000000e+21 2.815851856149002176e-26 1.170614683282660849e-10 3.228143014498103066e-09 2.826242954961128567e-02 3.233316805322494507e+08 4.785455342399040039e+12
3.036624000000000000e+21 2.815687898726253697e-26 1.170546522393413977e-10 3.308589587295845331e-09 2.826078392500235709e-02 3.233442321398768425e+08 5.027523739980890625e+12
3.110688000000000000e+21 2.815519916084194882e-26 1.170476688127487894e-10 3.389017158928514191e-09 2.825909789966108213e-02 3.233570931578369141e+08 5.275549631691397461e+12
3.184752000000000000e+21 2.815347909908621810e-26 1.170405181185707241e-10 3.469425270343633061e-09 2.825737149050762745e-02 3.233702635491777062e+08 5.529531593235010742e+12
3.258816000000000000e+21 2.815171881925371409e-26 1.170332002285541595e-10 3.549813462804893640e-09 2.825560471486404657e-02 3.233837432760602236e+08 5.789468166342719727e+12
3.332880000000000000e+21 2.814991833900322033e-26 1.170257152161108323e-10 3.630181277899546355e-09 2.825379759045429026e-02 3.233975322997554541e+08 6.055357858772056641e+12
3.406944000000000000e+21 2.814807767639392310e-26 1.170180631563168699e-10 3.710528257545771367e-09 2.825195013540418576e-02 3.234116305806412697e+08 6.327199144309059570e+12
3.481008000000000000e+21 2.814619684988542869e-26 1.170102441259132038e-10 3.790853944000042544e-09 2.825006236824146102e-02 3.234260380781993866e+08 6.604990462852747070e+12
3.555072000000000000e+21 2.814427587833774612e-26 1.170022582033051824e-10 3.871157879864480276e-09 2.824813430789572394e-02 3.234407547510122061e+08 6.888730220377970703e+12
3.629136000000000000e+21 2.814231478101131015e-26 1.169941054685629067e-10 3.951439608094188561e-09 2.824616597369847965e-02 3.234557805567597747e+08 7.178416789007632812e+12
3.703200000000000000e+21 2.814031357756695833e-26 1.169857860034210237e-10 4.031698672004593338e-09 2.824415738538311668e-02 3.234711154522162676e+08 7.474048507061300781e+12
3.777264000000000000e+21 2.813827228806593092e-26 1.169772998912787520e-10 4.111934615278753527e-09 2.824210856308491738e-02 3.234867593932468295e+08 7.775623679055208008e+12
3.851328000000000000e+21 2.813619093294510983e-26 1.169686472170969238e-10 4.192146981974674957e-09 2.824001952731616805e-02 3.235027123349941373e+08 8.083140575702253906e+12
3.925392000000000000e+21 2.813406953303881803e-26 1.169598280674885871e-10 4.272335316532602792e-09 2.823789029898807548e-02 3.235189742317076921e+08 8.396597433925943359e+12
3.999456000000000000e+21 2.813190810959773195e-26 1.169508425307977945e-10 4.352499163782308161e-09 2.823572089942974830e-02 3.235355450365952849e+08 8.715992456970121094e+12
4.073520000000000000e+21 2.812970668426386200e-26 1.169416906969953527e-10 4.432638068950354118e-09 2.823351135036304346e-02 3.235524247020113468e+08 9.041323814321132812e+12
4.147584000000000000e+21 2.812746527907049521e-26 1.169323726576787192e-10 4.512751577667369864e-09 2.823126167390256971e-02 3.235696131794534326e+08 9.372589641833871094e+12
4.221648000000000000e+21 2.812518391644224689e-26 1.169228885060722088e-10 4.592839235975274518e-09 2.822897189255568415e-02 3.235871104195586443e+08 9.709788041759921875e+12
4.295712000000000000e+21 2.812286261919503190e-26 1.169132383370268387e-10 4.672900590334534800e-09 2.822664202922250259e-02 3.236049163720993400e+08 1.005291708274757227e+13
4.369776000000000000e+21 2.812050141053605895e-26 1.169034222470203545e-10 4.752935187631369769e-09 2.822427210719587534e-02 3.236230309859800935e+08 1.040197479984180859e+13
4.443840000000000000e+21 2.811810031406387074e-26 1.168934403341573330e-10 4.832942575184970463e-09 2.822186215016141836e-02 3.236414542092329860e+08 1.075695919450665625e+13
4.517904000000000000e+21 2.811565935376828660e-26 1.168832926981690280e-10 4.912922300754678994e-09 2.821941218219748901e-02 3.236601859890140891e+08 1.111786823475347266e+13
4.591968000000000000e+21 2.811317855403044836e-26 1.168729794404134730e-10 4.992873912547185021e-09 2.821692222777519993e-02 3.236792262715993524e+08 1.148469985503949023e+13
4.666032000000000000e+21 2.811065793962280320e-26 1.168625006638754298e-10 5.072796959223681690e-09 2.821439231175841209e-02 3.236985750023803115e+08 1.185745195642300000e+13
4.740096000000000000e+21 2.810809753570910357e-26 1.168518564731664399e-10 5.152690989907029018e-09 2.821182245940373132e-02 3.237182321258603334e+08 1.223612240659029102e+13
4.814159999999999476e+21 2.810549736784440725e-26 1.168410469745247733e-10 5.232555554188874262e-09 2.820921269636052567e-02 3.237381975856497288e+08 1.262070903985565234e+13
4.888224000000000000e+21 2.810285746197507160e-26 1.168300722758154798e-10 5.312390202136796281e-09 2.820656304867090458e-02 3.237584713244619370e+08 1.301120965716138086e+13
4.962288000000000524e+21 2.810017784443877073e-26 1.168189324865303116e-10 5.392194484301399435e-09 2.820387354276972583e-02 3.237790532841090560e+08 1.340762202609362500e+13
5.036352000000000000e+21 2.809745854196448984e-26 1.168076277177878266e-10 5.471967951723411620e-09 2.820114420548460940e-02 3.237999434054971337e+08 1.380994388104265039e+13
5.110415999999999476e+21 2.809469958167043016e-26 1.167961580823247032e-10 5.551710155940761630e-09 2.819837506403383501e-02 3.238211416286379695e+08 1.421817292307765234e+13
5.184480000000000000e+21 2.809190099102628181e-26 1.167845236943387567e-10 5.631420648995651547e-09 2.819556614598845573e-02 3.238426478929342628e+08 1.463230682011155469e+13
5.258544000000000524e+21 2.808906279791089075e-26 1.167727246697288476e-10 5.711098983441593570e-09 2.819271747933020655e-02 3.238644621367322206e+08 1.505234320694905859e+13
5.332608000000000000e+21 2.808618503059890242e-26 1.167607611260390730e-10 5.790744712350432774e-09 2.818982909243805679e-02 3.238865842974192500e+08 1.547827968528665430e+13
5.406671999999999476e+21 2.808326771774455859e-26 1.167486331823918678e-10 5.870357389319393039e-09 2.818690101407200083e-02 3.239090143115436435e+08 1.591011382371263086e+13
5.480736000000000000e+21 2.808031088838173170e-26 1.167363409594877211e-10 5.949936568478048526e-09 2.818393327337305118e-02 3.239317521148095727e+08 1.634784315770842969e+13
5.554800000000000524e+21 2.807731457192390774e-26 1.167238845796052790e-10 6.029481804495313351e-09 2.818092589986323157e-02 3.239547976420726180e+08 1.679146518981454492e+13
5.628864000000000000e+21 2.807427879816419191e-26 1.167112641666013449e-10 6.108992652586413069e-09 2.817787892344559078e-02 3.239781508273345232e+08 1.724097738955608008e+13
5.702927999999999476e+21 2.807120359727529719e-26 1.166984798459108792e-10 6.188468668519828849e-09 2.817479237440419226e-02 3.240018116037383080e+08 1.769637719352570703e+13
5.776992000000000000e+21 2.806808899980957302e-26 1.166855317445470773e-10 6.267909408624240834e-09 2.817166628340412107e-02 3.240257799035630822e+08 1.815766200550524609e+13
5.851056000000000524e+21 2.806493503669897085e-26 1.166724199911011366e-10 6.347314429795416893e-09 2.816850068149147346e-02 3.240500556582192779e+08 1.862482919646564453e+13
5.925120000000000000e+21 2.806174173925506139e-26 1.166591447157425928e-10 6.426683289503137788e-09 2.816529560009337768e-02 3.240746387982430458e+08 1.909787610456700000e+13
5.999183999999999476e+21 2.805850913916904032e-26 1.166457060502190093e-10 6.506015545798061936e-09 2.816205107101796279e-02 3.240995292532914877e+08 1.957680003515856641e+13
6.073248000000000000e+21 2.805523726851171110e-26 1.166321041278561070e-10 6.585310757318591013e-09 2.815876712645439331e-02 3.241247269521366358e+08 2.006159826085060156e+13
6.147312000000000524e+21 2.805192615973349640e-26 1.166183390835578672e-10 6.664568483297710737e-09 2.815544379897283456e-02 3.241502318226609230e+08 2.055226802166930469e+13
6.221376000000000000e+21 2.804857584566444391e-26 1.166044110538063250e-10 6.743788283569822552e-09 2.815208112152448733e-02 3.241760437918508649e+08 2.104880652489597656e+13
6.295439999999999476e+21 2.804518635951421479e-26 1.165903201766616989e-10 6.822969718577536438e-09 2.814867912744155667e-02 3.242021627857924104e+08 2.155121094531600391e+13
6.369504000000000000e+21 2.804175773487193450e-26 1.165760665917617954e-10 6.902112349378476946e-09 2.814523785043712353e-02 3.242285887296658158e+08 2.205947842523579688e+13
6.443568000000000524e+21 2.803829000566825895e-26 1.165616504401641735e-10 6.981215737652040446e-09 2.814175732456705714e-02 3.242553215480325818e+08 2.257360607448276172e+13
6.517632000000000000e+21 2.803478320621472603e-26 1.165470718645097968e-10 7.060279445706142430e-09 2.813823758426951122e-02 3.242823611645271182e+08 2.309359097040533203e+13
6.591695999999999476e+21 2.803123737121803031e-26 1.165323310090824612e-10 7.139303036483959043e-09 2.813467866437925624e-02 3.243097075017401576e+08 2.361943015787480078e+13
6.665760000000000000e+21 2.802765253575053806e-26 1.165174280196860879e-10 7.218286073570628892e-09 2.813108060009808162e-02 3.243373604814407825e+08 2.415112064950635938e+13
6.739824000000000524e+21 2.802402873525030452e-26 1.165023630436448010e-10 7.297228121199948251e-09 2.812744342699480954e-02 3.243653200245699883e+08 2.468865942554742578e+13
6.813888000000000000e+21 2.802036600552103368e-26 1.164871362298029792e-10 7.376128744261040617e-09 2.812376718100528111e-02 3.243935860512354970e+08 2.523204343397298047e+13
6.887951999999999476e+21 2.801666438273212997e-26 1.164717477285251266e-10 7.454987508305008068e-09 2.812005189843236677e-02 3.244221584807053208e+08 2.578126959064627344e+13
6.962016000000000000e+21 2.801292390341866379e-26 1.164561976916959500e-10 7.533803979551566081e-09 2.811629761594595933e-02 3.244510372314019203e+08 2.633633477931876172e+13
7.036080000000000524e+21 2.800914460448139450e-26 1.164404862727204625e-10 7.612577724895647742e-09 2.811250437058298440e-02 3.244802222208961844e+08 2.689723585163013281e+13
7.110144000000000000e+21 2.800532652318673022e-26 1.164246136265237510e-10 7.691308311913996371e-09 2.810867219974738304e-02 3.245097133659014106e+08 2.746396962710829297e+13
7.184207999999999476e+21 2.800146969716677950e-26 1.164085799095511955e-10 7.769995308871733342e-09 2.810480114121012910e-02 3.245395105822666287e+08 2.803653289319984375e+13
7.258272000000000000e+21 2.799757416441932261e-26 1.163923852797682757e-10 7.848638284728917621e-09 2.810089123310921533e-02 3.245696137849708200e+08 2.861492240555121875e+13
7.332336000000000524e+21 2.799363996330780582e-26 1.163760298966608031e-10 7.927236809147047411e-09 2.809694251394967077e-02 3.246000228881165385e+08 2.919913488774486719e+13
7.406400000000000000e+21 2.798966713256137006e-26 1.163595139212346503e-10 8.005790452495586598e-09 2.809295502260353988e-02 3.246307378049232364e+08 2.978916703157348047e+13
7.480463999999999476e+21 2.798565571127481080e-26 1.163428375160160217e-10 8.084298785858441583e-09 2.808892879830989994e-02 3.246617584477210641e+08 3.038501549712124219e+13
7.554528000000000000e+21 2.798160573890860669e-26 1.163260008450511955e-10 8.162761381040428180e-09 2.808486388067484366e-02 3.246930847279443145e+08 3.098667691276378125e+13
7.628592000000000524e+21 2.797751725528559630e-26 1.163090040738929266e-10 8.241177810573697147e-09 2.808076030966815892e-02 3.247247165561503172e+08 3.159414787516817969e+13
7.702656000000000000e+21 2.797339030054399278e-26 1.162918473694050255e-10 8.319547647724168008e-09 2.807661812557618250e-02 3.247566538423766494e+08 3.220742494929298828e+13
7.776719999999999476e+21 2.796922491521058820e-26 1.162745309000667603e-10 8.397870466497918187e-09 2.807243736907526210e-02 3.247888964955680370e+08 3.282650466845454297e+13
7.850784000000000000e+21 2.796502114017980937e-26 1.162570548358856803e-10 8.476145841647547339e-09 2.806821808121072806e-02 3.248214444237316847e+08 3.345138353460960938e+13
7.924848000000000524e+21 2.796077901669584430e-26 1.162394193483234018e-10 8.554373348678544989e-09 2.806396030337896322e-02 3.248542975340687037e+08 3.408205801804585156e+13
7.998912000000000000e+21 2.795649858635264225e-26 1.162216246102956468e-10 8.632552563855605223e-09 2.805966407732742376e-02 3.248874557329673171e+08 3.471852455773073047e+13
8.072975999999999476e+21 2.795217989109395386e-26 1.162036707961722050e-10 8.710683064208934773e-09 2.805532944515462535e-02 3.249209189259958863e+08 3.536077956136299219e+13
8.147040000000000000e+21 2.794782297321327954e-26 1.161855580817769587e-10 8.788764427540532967e-09 2.805095644931015000e-02 3.249546870178963542e+08 3.600881940537266406e+13
8.221104000000000524e+21 2.794342787535389814e-26 1.161672866443878578e-10 8.866796232430456802e-09 2.804654513259463230e-02 3.249887599125769734e+08 3.666264043492102344e+13
8.295168000000000000e+21 2.793899464050885547e-26 1.161488566627369578e-10 8.944778058243028098e-09 2.804209553815978015e-02 3.250231375131053925e+08 3.732223896390060156e+13
8.369231999999999476e+21 2.793452331202098153e-26 1.161302683170104074e-10 9.022709485133088646e-09 2.803760770950836437e-02 3.250578197217016816e+08 3.798761127501439844e+13
8.443296000000000000e+21 2.793001393358286754e-26 1.161115217888484226e-10 9.100590094052151120e-09 2.803308169049421178e-02 3.250928064397310019e+08 3.865875362008342188e+13
8.517360000000000524e+21 2.792546654923688892e-26 1.160926172613452734e-10 9.178419466754571496e-09 2.802851752532221907e-02 3.251280975676965117e+08 3.933566221969367188e+13
8.591424000000000000e+21 2.792088120337518231e-26 1.160735549190493749e-10 9.256197185803688392e-09 2.802391525854834239e-02 3.251636930052321553e+08 4.001833326358592188e+13
8.665487999999999476e+21 2.791625794073965705e-26 1.160543349479631961e-10 9.333922834577945854e-09 2.801927493507960429e-02 3.251995926510949731e+08 4.070676291070901562e+13
8.739552000000000000e+21 2.791159680642200667e-26 1.160349575355432865e-10 9.411595997276963211e-09 2.801459660017408329e-02 3.252357964031584263e+08 4.140094728921990625e+13
8.813616000000000524e+21 2.790689784586367445e-26 1.160154228707002753e-10 9.489216258927614848e-09 2.800988029944092780e-02 3.252723041584041715e+08 4.210088249648360156e+13
8.887680000000000000e+21 2.790216110482470397e-26 1.159957311436691728e-10 9.566783205390060359e-09 2.800512607880903046e-02 3.253091158131572604e+08 4.280656459907317969e+13
8.961743999999999476e+21 2.789738662939140161e-26 1.159758825460414620e-10 9.644296423363774687e-09 2.800033398453477540e-02 3.253462312630192041e+08 4.351798963282567188e+13
9.035808000000000000e+21 2.789257446602905590e-26 1.159558772709840560e-10 9.721755500393513756e-09 2.799550406325491264e-02 3.253836504024505615e+08 4.423515360322236719e+13
9.109872000000000524e+21 2.788772466153559502e-26 1.159357155130467718e-10 9.799160024875298292e-09 2.799063636194006749e-02 3.254213731251233220e+08 4.495805248497899219e+13
9.183936000000000000e+21 2.788283726304111039e-26 1.159153974681602491e-10 9.876509586062338093e-09 2.798573092789425135e-02 3.254593993239171505e+08 4.568668222243995312e+13
9.257999999999999476e+21 2.787791231800786815e-26 1.158949233336361576e-10 9.953803774070966220e-09 2.798078780875487559e-02 3.254977288909115791e+08 4.642103872967182812e+13
9.332064000000000000e+21 2.787294987423030346e-26 1.158742933081669768e-10 1.003104217988650371e-08 2.797580705249275157e-02 3.255363617173782587e+08 4.716111789046340625e+13
9.406128000000000524e+21 2.786794997983501470e-26 1.158535075918260869e-10 1.010822439536911601e-08 2.797078870741207327e-02 3.255752976937734485e+08 4.790691555832563281e+13
9.480192000000000000e+21 2.786291268328079221e-26 1.158325663860678719e-10 1.018535001325968101e-08 2.796573282215044504e-02 3.256145367097297907e+08 4.865842755649163281e+13
9.554255999999999476e+21 2.785783803335856088e-26 1.158114698937275256e-10 1.026241862718556275e-08 2.796063944567885387e-02 3.256540786540488601e+08 4.941564967792990625e+13
9.628319999999998951e+21 2.785272607919144330e-26 1.157902183190211684e-10 1.033942983166640994e-08 2.795550862730169020e-02 3.256939234146928787e+08 5.017857768576899219e+13
9.702384000000000524e+21 2.784757687023471956e-26 1.157688118675458728e-10 1.041638322211991816e-08 2.795034041665673749e-02 3.257340708787767291e+08 5.094720731295029688e+13
9.776448000000000000e+21 2.784239045627585020e-26 1.157472507462795601e-10 1.049327839486752906e-08 2.794513486371517572e-02 3.257745209325600863e+08 5.172153426247318750e+13
9.850511999999999476e+21 2.783716688743444182e-26 1.157255351635811038e-10 1.057011494714017103e-08 2.793989201878157788e-02 3.258152734614390135e+08 5.250155420761085938e+13
9.924576000000001049e+21 2.783190621416229871e-26 1.157036653291902130e-10 1.064689247708389894e-08 2.793461193249391350e-02 3.258563283499378562e+08 5.328726279191023438e+13
9.998640000000000524e+21 2.782660848724338264e-26 1.156816414542276012e-10 1.072361058376557518e-08 2.792929465582355206e-02 3.258976854817011356e+08 5.407865562919193750e+13
1.007270400000000000e+22 2.782127375776925265e-26 1.156594637510926864e-10 1.080026886717845312e-08 2.792394024005059178e-02 3.259393447396768332e+08 5.487572830355036719e+13
1.014676799999999948e+22 2.781590207712578909e-26 1.156371324334084160e-10 1.087686692824780365e-08 2.791854873675053347e-02 3.259813060062122941e+08 5.567847636935367969e+13
1.022083199999999895e+22 2.781049349706617407e-26 1.156146477163248034e-10 1.095340436883645390e-08 2.791312019786755180e-02 3.260235691624757051e+08 5.648689535149817188e+13
1.029489600000000052e+22 2.780504806965882083e-26 1.155920098163021937e-10 1.102988079175035426e-08 2.790765467566219335e-02 3.260661340888542533e+08 5.730098074553815625e+13
1.036896000000000000e+22 2.779956584728523847e-26 1.155692189511026556e-10 1.110629580074403769e-08 2.790215222270926720e-02 3.261090006649627686e+08 5.812072801739739844e+13
1.044302399999999948e+22 2.779404688264005497e-26 1.155462753397899171e-10 1.118264900052616518e-08 2.789661289189785537e-02 3.261521687696344852e+08 5.894613260385392969e+13
1.051708800000000105e+22 2.778849122873100572e-26 1.155231792027294299e-10 1.125893999676493385e-08 2.789103673643131276e-02 3.261956382809132338e+08 5.977718991254857812e+13
1.059115200000000052e+22 2.778289893887895642e-26 1.154999307615882921e-10 1.133516839609350820e-08 2.788542380982725680e-02 3.262394090760447383e+08 6.061389532198485938e+13
1.066521600000000000e+22 2.777727006671786868e-26 1.154765302393353254e-10 1.141133380611542661e-08 2.787977416591757782e-02 3.262834810314679742e+08 6.145624418152916406e+13
1.073927999999999948e+22 2.777160466619482300e-26 1.154529778602409591e-10 1.148743583540998126e-08 2.787408785884842866e-02 3.263278540228065252e+08 6.230423181141062500e+13
1.081334399999999895e+22 2.776590279157001296e-26 1.154292738498773979e-10 1.156347409353752371e-08 2.786836494308023854e-02 3.263725279248600006e+08 6.315785350277121094e+13
1.088740800000000052e+22 2.776016449741674531e-26 1.154054184351184799e-10 1.163944819104480352e-08 2.786260547338769919e-02 3.264175026115953326e+08 6.401710451818519531e+13
1.096147200000000000e+22 2.775438983862143415e-26 1.153814118441397152e-10 1.171535773947023075e-08 2.785680950485977178e-02 3.264627779561376572e+08 6.488198009110382031e+13
1.103553599999999948e+22 2.774857887038362968e-26 1.153572543064183766e-10 1.179120235134914678e-08 2.785097709289969733e-02 3.265083538307617307e+08 6.575247542630496875e+13
1.110960000000000105e+22 2.774273164821596078e-26 1.153329460527333054e-10 1.186698164021904215e-08 2.784510829322496550e-02 3.265542301068830490e+08 6.662858570005575781e+13
1.118366400000000052e+22 2.773684822794420390e-26 1.153084873151650927e-10 1.194269522062473636e-08 2.783920316186735272e-02 3.266004066550484896e+08 6.751030606011238281e+13
1.125772800000000000e+22 2.773092866567220762e-26 1.152838783269504825e-10 1.201834270812355273e-08 2.783326175513775244e-02 3.266468833452024460e+08 6.839763162572032812e+13
1.133179199999999948e+22 2.772497301779237914e-26 1.152591193225257212e-10 1.209392371929045850e-08 2.782728412963666673e-02 3.266936600465964079e+08 6.929055748761423438e+13
1.140585599999999895e+22 2.771898134103968354e-26 1.152342105377511756e-10 1.216943787172317514e-08 2.782127034230843024e-02 3.267407366273550391e+08 7.018907870801794531e+13
1.147992000000000052e+22 2.771295369244233385e-26 1.152091522097062445e-10 1.224488478404722744e-08 2.781522045039169083e-02 3.267881129548547864e+08 7.109319032088954688e+13
1.155398400000000000e+22 2.770689012932134336e-26 1.151839445766876906e-10 1.232026407592100923e-08 2.780913451141900014e-02 3.268357888957180381e+08 7.200288733218650000e+13
1.162804799999999948e+22 2.770079070929057729e-26 1.151585878782096412e-10 1.239557536804080594e-08 2.780301258321682747e-02 3.268837643158037663e+08 7.291816471938890625e+13
1.170211200000000105e+22 2.769465549025672980e-26 1.151330823550036136e-10 1.247081828214575939e-08 2.779685472390555634e-02 3.269320390801984668e+08 7.383901743210560938e+13
1.177617600000000052e+22 2.768848453041934125e-26 1.151074282490185153e-10 1.254599244102282923e-08 2.779066099189948791e-02 3.269806130532072186e+08 7.476544039209814062e+13
1.185024000000000000e+22 2.768227788827075799e-26 1.150816258034205920e-10 1.262109746851174272e-08 2.778443144590683062e-02 3.270294860983442068e+08 7.569742849328081250e+13
1.192430399999999948e+22 2.767603562259619550e-26 1.150556752625935187e-10 1.269613298950983713e-08 2.777816614492971750e-02 3.270786580783234239e+08 7.663497660172065625e+13
1.199836799999999895e+22 2.766975779247366378e-26 1.150295768721382957e-10 1.277109862997698802e-08 2.777186514826418193e-02 3.271281288550496697e+08 7.757807955563740625e+13
1.207243200000000052e+22 2.766344445727404774e-26 1.150033308788733392e-10 1.284599401694037879e-08 2.776552851550018533e-02 3.271778982896085382e+08 7.852673216540434375e+13
1.214649600000000000e+22 2.765709567666103249e-26 1.149769375308344300e-10 1.292081877849935457e-08 2.775915630652159641e-02 3.272279662422575951e+08 7.948092921405395312e+13
1.222055999999999948e+22 2.765071151059114938e-26 1.149503970772747129e-10 1.299557254383015702e-08 2.775274858150619806e-02 3.272783325724163651e+08 8.044066545701762500e+13
