# z rho(z) P(z) g(z) n(z) K(z)
2.933770265975217357e+19 5.511233336637313749e-27 7.578964118901771289e-13 4.236381372648273572e-12 5.489385582020870138e-03 3.213543441098009050e+07
2.968024594056461926e+19 5.511233278063185738e-27 7.578964038351523025e-13 4.285844761502134793e-12 5.489385523678943363e-03 3.213543463867323101e+07
3.002678871310927872e+19 5.511233218113178323e-27 7.578963955909186958e-13 4.335885676436858307e-12 5.489385463966591112e-03 3.213543487171478570e+07
3.037737767494237389e+19 5.511233156754974738e-27 7.578963871530319294e-13 4.386510860497265429e-12 5.489385402851624726e-03 3.213543511023038253e+07
3.073206006885485773e+19 5.511233093955497701e-27 7.578963785169435199e-13 4.437727135456395243e-12 5.489385340301099203e-03 3.213543535434858873e+07
3.109088368923848704e+19 5.511233029680893636e-27 7.578963696779979508e-13 4.489541402734663824e-12 5.489385276281294121e-03 3.213543560420100763e+07
3.145389688852650803e+19 5.511232963896516166e-27 7.578963606314306539e-13 4.541960644329716217e-12 5.489385210757700626e-03 3.213543585992232338e+07
3.182114858370826650e+19 5.511232896566902441e-27 7.578963513723646763e-13 4.594991923757020466e-12 5.489385143694996277e-03 3.213543612165038660e+07
3.219268826292239155e+19 5.511232827655756633e-27 7.578963418958088637e-13 4.648642387001754580e-12 5.489385075057029439e-03 3.213543638952629641e+07
3.256856599212448154e+19 5.511232757125932001e-27 7.578963321966549313e-13 4.702919263481461405e-12 5.489385004806801062e-03 3.213543666369443387e+07
3.294883242183385088e+19 5.511232684939407934e-27 7.578963222696740316e-13 4.757829867020110337e-12 5.489384932906440397e-03 3.213543694430261850e+07
3.333353879395910042e+19 5.511232611057273443e-27 7.578963121095154408e-13 4.813381596833552967e-12 5.489384859317191119e-03 3.213543723150209710e+07
3.372273694870200730e+19 5.511232535439699905e-27 7.578963017107019148e-13 4.869581938526247448e-12 5.489384783999381838e-03 3.213543752544769272e+07
3.411647933154477670e+19 5.511232458045924557e-27 7.578962910676278709e-13 4.926438465100048870e-12 5.489384706912413085e-03 3.213543782629786059e+07
3.451481900031609651e+19 5.511232378834228971e-27 7.578962801745562583e-13 4.983958837974352372e-12 5.489384628014730427e-03 3.213543813421477377e+07
3.491780963234113536e+19 5.511232297761913230e-27 7.578962690256148217e-13 5.042150808018349115e-12 5.489384547263802781e-03 3.213543844936442003e+07
3.532550553167464038e+19 5.511232214785275116e-27 7.578962576147939809e-13 5.101022216595296566e-12 5.489384464616102466e-03 3.213543877191669121e+07
3.573796163641889997e+19 5.511232129859583569e-27 7.578962459359422868e-13 5.160580996619005047e-12 5.489384380027075711e-03 3.213543910204544663e+07
3.615523352612560486e+19 5.511232042939062181e-27 7.578962339827645032e-13 5.220835173622452503e-12 5.489384293451126176e-03 3.213543943992865458e+07
3.657737742928710042e+19 5.511231953976853325e-27 7.578962217488171637e-13 5.281792866839302141e-12 5.489384204841583730e-03 3.213543978574844450e+07
3.700445023091214746e+19 5.511231862925004522e-27 7.578962092275056437e-13 5.343462290297590304e-12 5.489384114150684495e-03 3.213544013969124109e+07
3.743650948019164774e+19 5.511231769734432571e-27 7.578961964120801210e-13 5.405851753926427078e-12 5.489384021329540495e-03 3.213544050194783509e+07
3.787361339825379738e+19 5.511231674354902018e-27 7.578961832956324461e-13 5.468969664675580409e-12 5.489383926328116232e-03 3.213544087271349505e+07
3.831582088600838963e+19 5.511231576735000055e-27 7.578961698710923047e-13 5.532824527647939672e-12 5.489383829095200937e-03 3.213544125218809396e+07
3.876319153208562483e+19 5.511231476822105657e-27 7.578961561312231792e-13 5.597424947245601069e-12 5.489383729578383407e-03 3.213544164057617635e+07
3.921578562086469632e+19 5.511231374562359461e-27 7.578961420686186123e-13 5.662779628328915689e-12 5.489383627724017320e-03 3.213544203808711469e+07
3.967366414059750195e+19 5.511231269900639360e-27 7.578961276756983702e-13 5.728897377389261170e-12 5.489383523477199545e-03 3.213544244493517280e+07
4.013688879162701414e+19 5.511231162780526793e-27 7.578961129447037975e-13 5.795787103735481233e-12 5.489383416781735449e-03 3.213544286133966967e+07
4.060552199470188954e+19 5.511231053144281626e-27 7.578960978676943845e-13 5.863457820694192601e-12 5.489383307580112878e-03 3.213544328752506524e+07
4.107962689938649907e+19 5.511230940932803412e-27 7.578960824365428192e-13 5.931918646823876924e-12 5.489383195813465725e-03 3.213544372372109443e+07
4.155926739257247334e+19 5.511230826085605563e-27 7.578960666429311502e-13 6.001178807143607496e-12 5.489383081421547912e-03 3.213544417016289011e+07
4.204450810708634010e+19 5.511230708540780909e-27 7.578960504783459401e-13 6.071247634375653861e-12 5.489382964342696958e-03 3.213544462709109858e+07
4.253541443039926682e+19 5.511230588234968699e-27 7.578960339340740246e-13 6.142134570202797155e-12 5.489382844513803622e-03 3.213544509475201368e+07
4.303205251343857254e+19 5.511230465103318723e-27 7.578960170011969589e-13 6.213849166540352942e-12 5.489382721870274609e-03 3.213544557339774072e+07
4.353448927950030438e+19 5.511230339079456875e-27 7.578959996705875843e-13 6.286401086822744837e-12 5.489382596345999607e-03 3.213544606328628957e+07
4.404279243326948147e+19 5.511230210095454305e-27 7.578959819329039703e-13 6.359800107305647537e-12 5.489382467873318329e-03 3.213544656468171626e+07
4.455703046994201805e+19 5.511230078081781498e-27 7.578959637785849711e-13 6.434056118382766272e-12 5.489382336382977144e-03 3.213544707785430178e+07
4.507727268445504307e+19 5.511229942967280292e-27 7.578959451978445717e-13 6.509179125918267251e-12 5.489382201804099588e-03 3.213544760308067128e+07
4.560358918082452685e+19 5.511229804679117967e-27 7.578959261806671415e-13 6.585179252594695933e-12 5.489382064064142128e-03 3.213544814064393193e+07
4.613605088159239373e+19 5.511229663142751361e-27 7.578959067168016793e-13 6.662066739276664241e-12 5.489381923088857730e-03 3.213544869083384797e+07
4.667472953738200678e+19 5.511229518281891007e-27 7.578958867957568650e-13 6.739851946390203313e-12 5.489381778802257701e-03 3.213544925394700095e+07
4.721969773656899584e+19 5.511229370018449469e-27 7.578958664067941939e-13 6.818545355318725297e-12 5.489381631126565714e-03 3.213544983028692380e+07
4.777102891506124390e+19 5.511229218272509058e-27 7.578958455389237356e-13 6.898157569814752471e-12 5.489381479982179644e-03 3.213545042016429082e+07
4.832879736619495424e+19 5.511229062962273765e-27 7.578958241808967626e-13 6.978699317428366876e-12 5.489381325287629072e-03 3.213545102389705554e+07
4.889307825074625741e+19 5.511228904004028359e-27 7.578958023212011059e-13 7.060181450952355437e-12 5.489381166959529310e-03 3.213545164181064814e+07
4.946394760705773568e+19 5.511228741312088171e-27 7.578957799480532788e-13 7.142614949883897876e-12 5.489381004912536298e-03 3.213545227423814684e+07
5.004148236128718029e+19 5.511228574798758910e-27 7.578957570493939331e-13 7.226010921903898462e-12 5.489380839059302374e-03 3.213545292152046040e+07
5.062576033777201152e+19 5.511228404374283577e-27 7.578957336128797812e-13 7.310380604373024543e-12 5.489380669310427695e-03 3.213545358400648460e+07
5.121686026951667712e+19 5.511228229946801564e-27 7.578957096258781432e-13 7.395735365845418793e-12 5.489380495574415139e-03 3.213545426205330715e+07
5.181486180880220160e+19 5.511228051422290541e-27 7.578956850754593745e-13 7.482086707600085983e-12 5.489380317757614793e-03 3.213545495602643490e+07
5.241984553791990170e+19 5.511227868704521977e-27 7.578956599483902008e-13 7.569446265190171577e-12 5.489380135764180581e-03 3.213545566629992053e+07
5.303189298002838323e+19 5.511227681695008040e-27 7.578956342311268523e-13 7.657825810009993194e-12 5.489379949496013891e-03 3.213545639325663075e+07
5.365108661014158541e+19 5.511227490292945643e-27 7.578956079098067835e-13 7.747237250880997883e-12 5.489379758852711531e-03 3.213545713728841394e+07
5.427750986624073728e+19 5.511227294395164779e-27 7.578955809702423122e-13 7.837692635655582928e-12 5.489379563731512819e-03 3.213545789879631624e+07
5.491124716051833651e+19 5.511227093896072565e-27 7.578955533979127430e-13 7.929204152839927281e-12 5.489379364027244072e-03 3.213545867819080874e+07
5.555238389075333939e+19 5.511226888687597276e-27 7.578955251779558862e-13 8.021784133235801285e-12 5.489379159632260495e-03 3.213545947589200735e+07
5.620100645181694771e+19 5.511226678659126644e-27 7.578954962951605849e-13 8.115445051601113986e-12 5.489378950436389799e-03 3.213546029232988879e+07
5.685720224731723366e+19 5.511226463697453331e-27 7.578954667339587385e-13 8.210199528330580963e-12 5.489378736326872357e-03 3.213546112794452906e+07
5.752105970137519718e+19 5.511226243686708922e-27 7.578954364784164171e-13 8.306060331155267060e-12 5.489378517188299618e-03 3.213546198318633810e+07
5.819266827054066074e+19 5.511226018508305811e-27 7.578954055122254801e-13 8.403040376862314272e-12 5.489378292902553393e-03 3.213546285851631314e+07
5.887211845584665805e+19 5.511225788040867604e-27 7.578953738186943882e-13 8.501152733034647970e-12 5.489378063348739067e-03 3.213546375440627337e+07
5.955950181500534784e+19 5.511225552160169575e-27 7.578953413807402259e-13 8.600410619811054074e-12 5.489377828403124888e-03 3.213546467133911327e+07
6.025491097474351923e+19 5.511225310739070501e-27 7.578953081808785034e-13 8.700827411666412287e-12 5.489377587939072572e-03 3.213546560980908200e+07
6.095843964328736358e+19 5.511225063647440919e-27 7.578952742012140689e-13 8.802416639213419867e-12 5.489377341826969653e-03 3.213546657032202184e+07
6.167018262298786202e+19 5.511224810752097118e-27 7.578952394234317178e-13 8.905191991024597486e-12 5.489377089934159223e-03 3.213546755339566246e+07
6.239023582309616845e+19 5.511224551916727241e-27 7.578952038287858936e-13 9.009167315475916483e-12 5.489376832124869682e-03 3.213546855955990404e+07
6.311869627268821811e+19 5.511224287001813797e-27 7.578951673980906912e-13 9.114356622611897281e-12 5.489376568260138402e-03 3.213546958935707808e+07
6.385566213373745562e+19 5.511224015864568375e-27 7.578951301117097598e-13 9.220774086032136938e-12 5.489376298197741477e-03 3.213547064334225282e+07
6.460123271434563584e+19 5.511223738358845543e-27 7.578950919495455994e-13 9.328434044800511479e-12 5.489376021792113057e-03 3.213547172208354995e+07
6.535550848212271923e+19 5.511223454335070391e-27 7.578950528910286554e-13 9.437351005375955996e-12 5.489375738894270752e-03 3.213547282616240531e+07
6.611859107772569190e+19 5.511223163640150993e-27 7.578950129151062121e-13 9.547539643566077849e-12 5.489375449351730635e-03 3.213547395617393777e+07
6.689058332855491789e+19 5.511222866117402361e-27 7.578949720002310827e-13 9.659014806503530256e-12 5.489375153008428307e-03 3.213547511272723600e+07
6.767158926261094810e+19 5.511222561606460348e-27 7.578949301243503010e-13 9.771791514645438697e-12 5.489374849704635635e-03 3.213547629644568264e+07
6.846171412251035238e+19 5.511222249943193398e-27 7.578948872648928021e-13 9.885884963795805809e-12 5.489374539276871412e-03 3.213547750796730816e+07
6.926106437967076557e+19 5.511221930959615016e-27 7.578948433987570025e-13 1.000131052715222926e-11 5.489374221557814619e-03 3.213547874794513732e+07
7.006974774865595597e+19 5.511221604483794088e-27 7.578947985022994915e-13 1.011808375737575483e-11 5.489373896376216824e-03 3.213548001704752073e+07
7.088787320169127117e+19 5.511221270339760171e-27 7.578947525513210961e-13 1.023622038868517493e-11 5.489373563556804170e-03 3.213548131595850736e+07
7.171555098334844518e+19 5.511220928347412377e-27 7.578947055210543607e-13 1.035573633897580165e-11 5.489373222920189768e-03 3.213548264537821710e+07
7.255289262539901338e+19 5.511220578322418211e-27 7.578946573861504203e-13 1.047664771196249142e-11 5.489372874282772222e-03 3.213548400602321327e+07
7.340001096184707482e+19 5.511220220076115997e-27 7.578946081206647630e-13 1.059897079934850447e-11 5.489372517456638477e-03 3.213548539862686768e+07
7.425702014413160448e+19 5.511219853415413711e-27 7.578945576980435987e-13 1.072272208301880009e-11 5.489372152249460610e-03 3.213548682393981516e+07
7.512403565650919424e+19 5.511219478142685670e-27 7.578945060911097226e-13 1.084791823725927336e-11 5.489371778464396945e-03 3.213548828273028508e+07
7.600117433161660826e+19 5.511219094055662041e-27 7.578944532720474700e-13 1.097457613100196079e-11 5.489371395899980167e-03 3.213548977578457072e+07
7.688855436621167002e+19 5.511218700947325528e-27 7.578943992123879742e-13 1.110271283009581594e-11 5.489371004350012372e-03 3.213549130390740931e+07
7.778629533710440858e+19 5.511218298605794421e-27 7.578943438829936163e-13 1.123234559960499842e-11 5.489370603603452303e-03 3.213549286792247370e+07
7.869451821726780621e+19 5.511217886814212828e-27 7.578942872540426774e-13 1.136349190613294442e-11 5.489370193444304338e-03 3.213549446867273748e+07
7.961334539213989478e+19 5.511217465350630857e-27 7.578942292950130814e-13 1.149616942017399117e-11 5.489369773651497919e-03 3.213549610702101141e+07
8.054290067611551334e+19 5.511217033987885516e-27 7.578941699746655326e-13 1.163039601849232084e-11 5.489369343998770460e-03 3.213549778385035321e+07
8.148330932923123302e+19 5.511216592493481613e-27 7.578941092610276625e-13 1.176618978652873956e-11 5.489368904254548522e-03 3.213549950006455556e+07
8.243469807404190925e+19 5.511216140629459748e-27 7.578940471213758549e-13 1.190356902083495677e-11 5.489368454181815966e-03 3.213550125658864155e+07
8.339719511270077235e+19 5.511215678152275054e-27 7.578939835222178775e-13 1.204255223153724422e-11 5.489367993537993401e-03 3.213550305436936021e+07
8.437093014423242342e+19 5.511215204812660883e-27 7.578939184292754144e-13 1.218315814482779564e-11 5.489367522074802865e-03 3.213550489437570050e+07
8.535603438201077760e+19 5.511214720355498227e-27 7.578938518074644763e-13 1.232540570548561305e-11 5.489367039538135991e-03 3.213550677759940922e+07
8.635264057144107008e+19 5.511214224519675811e-27 7.578937836208775284e-13 1.246931407942673362e-11 5.489366545667916965e-03 3.213550870505550876e+07
8.736088300784489267e+19 5.511213717037950189e-27 7.578937138327639014e-13 1.261490265628369712e-11 5.489366040197962010e-03 3.213551067778286710e+07
8.838089755456102400e+19 5.511213197636801533e-27 7.578936424055091928e-13 1.276219105201601805e-11 5.489365522855835407e-03 3.213551269684477150e+07
8.941282166125055181e+19 5.511212666036287270e-27 7.578935693006164856e-13 1.291119911155007440e-11 5.489364993362703775e-03 3.213551476332944632e+07
9.045679438241936179e+19 5.511212121949889977e-27 7.578934944786840328e-13 1.306194691145023705e-11 5.489364451433186021e-03 3.213551687835070118e+07
9.151295639615601050e+19 5.511211565084362416e-27 7.578934178993850631e-13 1.321445476262103456e-11 5.489363896775197212e-03 3.213551904304848984e+07
9.258145002308925850e+19 5.511210995139571834e-27 7.578933395214457680e-13 1.336874321304082999e-11 5.489363329089794186e-03 3.213552125858954713e+07
9.366241924556315034e+19 5.511210411808335671e-27 7.578932593026227850e-13 1.352483305052683042e-11 5.489362748071012488e-03 3.213552352616800740e+07
9.475600972704350208e+19 5.511209814776257977e-27 7.578931771996811848e-13 1.368274530553334044e-11 5.489362153405703305e-03 3.213552584700604528e+07
9.586236883174347571e+19 5.511209203721560805e-27 7.578930931683702378e-13 1.384250125398155184e-11 5.489361544773362599e-03 3.213552822235453129e+07
9.698164564448201933e+19 5.511208578314907716e-27 7.578930071633999878e-13 1.400412242012278568e-11 5.489360921845960230e-03 3.213553065349372476e+07
9.811399099077420646e+19 5.511207938219225849e-27 7.578929191384171196e-13 1.416763057943502843e-11 5.489360284287760419e-03 3.213553314173395932e+07
9.925955745715226214e+19 5.511207283089531575e-27 7.578928290459797149e-13 1.433304776155271515e-11 5.489359631755145671e-03 3.213553568841632456e+07
1.004184994117317263e+20 5.511206612572734630e-27 7.578927368375314036e-13 1.450039625323163890e-11 5.489358963896426823e-03 3.213553829491341859e+07
1.015909730250097951e+20 5.511205926307457315e-27 7.578926424633759175e-13 1.466969860134731887e-11 5.489358280351657425e-03 3.213554096263005957e+07
1.027771362909105193e+20 5.511205223923829300e-27 7.578925458726494239e-13 1.484097761592874187e-11 5.489357580752434254e-03 3.213554369300407916e+07
1.039771490480756654e+20 5.511204505043299646e-27 7.578924470132943734e-13 1.501425637322746889e-11 5.489356864721707356e-03 3.213554648750706390e+07
1.051911730014002381e+20 5.511203769278424439e-27 7.578923458320296109e-13 1.518955821882184368e-11 5.489356131873567544e-03 3.213554934764516726e+07
1.064193717438273946e+20 5.511203016232662314e-27 7.578922422743237191e-13 1.536690677075848253e-11 5.489355381813046039e-03 3.213555227495989949e+07
1.076619107783898726e+20 5.511202245500158490e-27 7.578921362843640190e-13 1.554632592272912277e-11 5.489354614135897627e-03 3.213555527102899924e+07
1.089189575405128253e+20 5.511201456665528105e-27 7.578920278050274895e-13 1.572783984728506931e-11 5.489353828428382952e-03 3.213555833746723086e+07
1.101906814205759324e+20 5.511200649303630208e-27 7.578919167778492634e-13 1.591147299908881569e-11 5.489353024267047340e-03 3.213556147592728958e+07
1.114772537867405066e+20 5.511199822979342479e-27 7.578918031429922341e-13 1.609725011820367362e-11 5.489352201218492683e-03 3.213556468810069934e+07
1.127788480080378102e+20 5.511198977247319441e-27 7.578916868392130276e-13 1.628519623342101000e-11 5.489351358839139779e-03 3.213556797571869940e+07
1.140956394777366036e+20 5.511198111651763591e-27 7.578915678038308009e-13 1.647533666562743423e-11 5.489350496674996749e-03 3.213557134055317566e+07
1.154278056369742643e+20 5.511197225726167109e-27 7.578914459726925076e-13 1.666769703120985171e-11 5.489349614261406635e-03 3.213557478441764042e+07
1.167755259986681856e+20 5.511196318993072946e-27 7.578913212801387680e-13 1.686230324550076150e-11 5.489348711122803669e-03 3.213557830916818976e+07
1.181389821717068022e+20 5.511195390963805773e-27 7.578911936589679226e-13 1.705918152626357543e-11 5.489347786772451332e-03 3.213558191670451686e+07
1.195183578854179144e+20 5.511194441138220151e-27 7.578910630404004891e-13 1.725835839721780332e-11 5.489346840712185614e-03 3.213558560897090659e+07
1.209138390143323668e+20 5.511193469004422155e-27 7.578909293540417011e-13 1.745986069160654085e-11 5.489345872432141796e-03 3.213558938795733824e+07
1.223256136032274186e+20 5.511192474038496018e-27 7.578907925278433395e-13 1.766371555580405942e-11 5.489344881410482095e-03 3.213559325570049882e+07
1.237538718924672696e+20 5.511191455704226475e-27 7.578906524880661706e-13 1.786995045296597005e-11 5.489343867113116379e-03 3.213559721428490803e+07
1.251988063436383191e+20 5.511190413452803885e-27 7.578905091592383443e-13 1.807859316672170591e-11 5.489342828993409862e-03 3.213560126584405079e+07
1.266606116654850703e+20 5.511189346722530783e-27 7.578903624641164183e-13 1.828967180491002798e-11 5.489341766491892538e-03 3.213560541256150976e+07
1.281394848401432740e+20 5.511188254938518399e-27 7.578902123236424441e-13 1.850321480335710789e-11 5.489340679035954740e-03 3.213560965667214617e+07
1.296356251496902656e+20 5.511187137512381014e-27 7.578900586569024663e-13 1.871925092970005070e-11 5.489339566039543560e-03 3.213561400046330690e+07
1.311492342029944586e+20 5.511185993841913819e-27 7.578899013810821952e-13 1.893780928725331161e-11 5.489338426902840191e-03 3.213561844627605379e+07
1.326805159628837192e+20 5.511184823310769339e-27 7.578897404114225782e-13 1.915891931892077233e-11 5.489337261011941610e-03 3.213562299650643393e+07
1.342296767736310825e+20 5.511183625288130268e-27 7.578895756611745632e-13 1.938261081115309915e-11 5.489336067738530972e-03 3.213562765360673890e+07
1.357969253887556813e+20 5.511182399128363651e-27 7.578894070415514387e-13 1.960891389795046670e-11 5.489334846439534142e-03 3.213563242008689418e+07
1.373824729991594803e+20 5.511181144170675069e-27 7.578892344616820831e-13 1.983785906491312244e-11 5.489333596456777084e-03 3.213563729851571843e+07
1.389865332615814349e+20 5.511179859738753490e-27 7.578890578285611839e-13 2.006947715333748171e-11 5.489332317116629376e-03 3.213564229152239487e+07
1.406093223273893724e+20 5.511178545140408233e-27 7.578888770469995590e-13 2.030379936436048673e-11 5.489331007729644253e-03 3.213564740179783106e+07
1.422510588717069763e+20 5.511177199667192298e-27 7.578886920195727604e-13 2.054085726315191952e-11 5.489329667590183044e-03 3.213565263209613040e+07
1.439119641228819825e+20 5.511175822594023549e-27 7.578885026465685676e-13 2.078068278315545058e-11 5.489328295976038732e-03 3.213565798523607105e+07
1.455922618922926572e+20 5.511174413178794408e-27 7.578883088259335726e-13 2.102330823037809388e-11 5.489326892148044777e-03 3.213566346410264075e+07
1.472921786045139026e+20 5.511172970661967925e-27 7.578881104532173409e-13 2.126876628773103414e-11 5.489325455349676128e-03 3.213566907164855674e+07
1.490119433278240195e+20 5.511171494266176713e-27 7.578879074215174816e-13 2.151709001941910285e-11 5.489323984806645899e-03 3.213567481089589372e+07
1.507517878050732769e+20 5.511169983195796060e-27 7.578876996214209814e-13 2.176831287538201427e-11 5.489322479726484703e-03 3.213568068493767455e+07
1.525119464849133076e+20 5.511168436636519903e-27 7.578874869409455385e-13 2.202246869578701286e-11 5.489320939298113038e-03 3.213568669693958759e+07
1.542926565533844767e+20 5.511166853754919591e-27 7.578872692654793822e-13 2.227959171557272169e-11 5.489319362691407606e-03 3.213569285014162958e+07
1.560941579658850140e+20 5.511165233697999054e-27 7.578870464777198804e-13 2.253971656904739430e-11 5.489317749056752890e-03 3.213569914785990864e+07
1.579166934795005133e+20 5.511163575592729171e-27 7.578868184576094209e-13 2.280287829453873599e-11 5.489316097524581453e-03 3.213570559348839521e+07
1.597605086857174385e+20 5.511161878545585720e-27 7.578865850822716972e-13 2.306911233909826418e-11 5.489314407204909894e-03 3.213571219050076231e+07
1.616258520435171328e+20 5.511160141642058633e-27 7.578863462259449637e-13 2.333845456326016887e-11 5.489312677186854866e-03 3.213571894245225564e+07
1.635129749128577024e+20 5.511158363946167708e-27 7.578861017599143838e-13 2.361094124585533589e-11 5.489310906538145615e-03 3.213572585298160836e+07
1.654221315885402030e+20 5.511156544499953207e-27 7.578858515524429631e-13 2.388660908888018681e-11 5.489309094304620912e-03 3.213573292581300065e+07
1.673535793344832799e+20 5.511154682322962874e-27 7.578855954687003628e-13 2.416549522242364465e-11 5.489307239509713839e-03 3.213574016475807503e+07
1.693075784183850926e+20 5.511152776411722437e-27 7.578853333706901980e-13 2.444763720964938801e-11 5.489305341153929638e-03 3.213574757371797040e+07
1.712843921467963146e+20 5.511150825739196082e-27 7.578850651171763270e-13 2.473307305183651856e-11 5.489303398214302743e-03 3.213575515668544918e+07
1.732842869006026998e+20 5.511148829254230417e-27 7.578847905636056054e-13 2.502184119347858017e-11 5.489301409643847739e-03 3.213576291774703190e+07
1.753075321709151846e+20 5.511146785880994127e-27 7.578845095620312474e-13 2.531398052744057120e-11 5.489299374370997311e-03 3.213577086108518392e+07
1.773544005953927905e+20 5.511144694518393963e-27 7.578842219610327527e-13 2.560953040017748483e-11 5.489297291299023718e-03 3.213577899098061025e+07
1.794251679949756498e+20 5.511142554039480678e-27 7.578839276056337139e-13 2.590853061701116560e-11 5.489295159305444642e-03 3.213578731181453168e+07
1.815201134110542070e+20 5.511140363290848510e-27 7.578836263372195221e-13 2.621102144746921421e-11 5.489292977241427320e-03 3.213579582807103172e+07
1.836395191430705316e+20 5.511138121092006684e-27 7.578833179934509335e-13 2.651704363068522643e-11 5.489290743931160566e-03 3.213580454433951527e+07
1.857836707865606554e+20 5.511135826234748758e-27 7.578830024081769282e-13 2.682663838086174266e-11 5.489288458171226806e-03 3.213581346531715617e+07
1.879528572716330844e+20 5.511133477482499015e-27 7.578826794113460552e-13 2.713984739279495498e-11 5.489286118729953291e-03 3.213582259581140429e+07
1.901473709019120927e+20 5.511131073569648088e-27 7.578823488289132330e-13 2.745671284746566933e-11 5.489283724346747696e-03 3.213583194074263424e+07
1.923675073939203031e+20 5.511128613200872805e-27 7.578820104827477622e-13 2.777727741769225136e-11 5.489281273731421579e-03 3.213584150514672324e+07
1.946135659169288028e+20 5.511126095050435227e-27 7.578816641905360873e-13 2.810158427385009893e-11 5.489278765563492153e-03 3.213585129417783394e+07
1.968858491332726620e+20 5.511123517761470920e-27 7.578813097656842558e-13 2.842967708965703058e-11 5.489276198491474523e-03 3.213586131311114132e+07
1.991846632391289405e+20 5.511120879945258578e-27 7.578809470172175496e-13 2.876160004802409874e-11 5.489273571132152231e-03 3.213587156734568998e+07
2.015103180057871319e+20 5.511118180180470988e-27 7.578805757496771885e-13 2.909739784697627718e-11 5.489270882069833060e-03 3.213588206240731105e+07
2.038631268213852406e+20 5.511115417012410216e-27 7.578801957630153171e-13 2.943711570563894479e-11 5.489268129855584891e-03 3.213589280395160615e+07
2.062434067331413443e+20 5.511112588952226283e-27 7.578798068524873662e-13 2.978079937029455696e-11 5.489265313006460277e-03 3.213590379776694253e+07
2.086514784900763156e+20 5.511109694476112173e-27 7.578794088085419911e-13 3.012849512050867415e-11 5.489262430004693272e-03 3.213591504977763072e+07
2.110876665862376653e+20 5.511106732024485204e-27 7.578790014167076773e-13 3.048024977532692433e-11 5.489259479296883237e-03 3.213592656604710221e+07
2.135522993044187054e+20 5.511103700001148313e-27 7.578785844574778320e-13 3.083611069954182672e-11 5.489256459293161312e-03 3.213593835278113931e+07
2.160457087604062945e+20 5.511100596772427662e-27 7.578781577061920388e-13 3.119612581003439783e-11 5.489253368366329121e-03 3.213595041633127630e+07
2.185682309477269176e+20 5.511097420666296614e-27 7.578777209329157966e-13 3.156034358218591916e-11 5.489250204850989676e-03 3.213596276319815218e+07
2.211202057829248205e+20 5.511094169971474596e-27 7.578772739023164233e-13 3.192881305636481037e-11 5.489246967042644455e-03 3.213597540003508702e+07
2.237019771513684296e+20 5.511090842936502290e-27 7.578768163735359284e-13 3.230158384448805854e-11 5.489243653196779205e-03 3.213598833365159109e+07
2.263138929535823708e+20 5.511087437768805338e-27 7.578763481000619687e-13 3.267870613665651851e-11 5.489240261527923714e-03 3.213600157101709768e+07
2.289563051521390019e+20 5.511083952633723613e-27 7.578758688295953696e-13 3.306023070786912505e-11 5.489236790208692519e-03 3.213601511926466972e+07
2.316295698190790820e+20 5.511080385653523990e-27 7.578753783039128006e-13 3.344620892481157700e-11 5.489233237368796106e-03 3.213602898569487035e+07
2.343340471838951014e+20 5.511076734906395174e-27 7.578748762587297530e-13 3.383669275272401729e-11 5.489229601094040845e-03 3.213604317777967453e+07
2.370701016820733706e+20 5.511072998425407377e-27 7.578743624235568538e-13 3.423173476234737903e-11 5.489225879425294226e-03 3.213605770316651464e+07
2.398381020042042737e+20 5.511069174197452626e-27 7.578738365215548668e-13 3.463138813694944472e-11 5.489222070357430150e-03 3.213607256968238205e+07
2.426384211456569180e+20 5.511065260162170713e-27 7.578732982693861595e-13 3.503570667943010154e-11 5.489218171838254265e-03 3.213608778533804044e+07
2.454714364568526520e+20 5.511061254210825649e-27 7.578727473770603134e-13 3.544474481951074932e-11 5.489214181767391142e-03 3.213610335833236948e+07
2.483375296941062554e+20 5.511057154185184262e-27 7.578721835477807443e-13 3.585855762100302741e-11 5.489210097995163642e-03 3.213611929705674574e+07
2.512370870710708142e+20 5.511052957876346737e-27 7.578716064777825379e-13 3.627720078916235980e-11 5.489205918321427187e-03 3.213613561009955779e+07
2.541704993107828081e+20 5.511048663023559202e-27 7.578710158561705880e-13 3.670073067812534286e-11 5.489201640494391007e-03 3.213615230625088513e+07
2.571381616983048520e+20 5.511044267312996918e-27 7.578704113647510707e-13 3.712920429843072349e-11 5.489197262209402975e-03 3.213616939450718462e+07
2.601404741340040724e+20 5.511039768376523055e-27 7.578697926778615044e-13 3.756267932462924099e-11 5.489192781107714476e-03 3.213618688407612592e+07
2.631778411874310226e+20 5.511035163790408023e-27 7.578691594621942476e-13 3.800121410297737617e-11 5.489188194775202791e-03 3.213620478438159078e+07
2.662506721518389494e+20 5.511030451074029428e-27 7.578685113766177740e-13 3.844486765922042295e-11 5.489183500741079587e-03 3.213622310506872833e+07
2.693593810993370235e+20 5.511025627688534710e-27 7.578678480719931017e-13 3.889369970646389383e-11 5.489178696476557789e-03 3.213624185600914434e+07
2.725043869366898524e+20 5.511020691035475096e-27 7.578671691909856782e-13 3.934777065313493943e-11 5.489173779393488953e-03 3.213626104730622843e+07
2.756861134617573786e+20 5.511015638455412281e-27 7.578664743678732264e-13 3.980714161103304534e-11 5.489168746842977217e-03 3.213628068930058554e+07
