# z rho(z) P(z) g(z) n(z) K(z) phi(z)
1.036896000000000000e+21 2.254957863578364232e-25 9.374380898356650537e-10 1.131373019305010298e-09 2.263279142954783274e-01 8.077851045198652148e+07 5.866132611105732422e+11
1.110960000000000000e+21 2.254910790061711343e-25 9.374185202870511929e-10 1.212151635828641145e-09 2.263231895726731946e-01 8.077963466950725019e+07 6.733987077821918945e+11
1.185024000000000000e+21 2.254860472631195128e-25 9.373976021684868039e-10 1.292923273132564212e-09 2.263181392614078136e-01 8.078083640196831524e+07 7.661666863226218262e+11
1.259088000000000000e+21 2.254806911794007880e-25 9.373753356908227063e-10 1.373687466563094891e-09 2.263127634125884913e-01 8.078211564590254426e+07 8.649166626153177490e+11
1.333152000000000000e+21 2.254750108089861759e-25 9.373517210784299870e-10 1.454443751587951185e-09 2.263070620803856736e-01 8.078347239762237668e+07 9.696480681274218750e+11
1.407216000000000000e+21 2.254690062090993844e-25 9.373267585692006202e-10 1.535191663803823239e-09 2.263010353222341675e-01 8.078490665321950614e+07 1.080360299935559204e+12
1.481280000000000000e+21 2.254626774402160620e-25 9.373004484145462270e-10 1.615930738943931905e-09 2.262946831988328911e-01 8.078641840856455266e+07 1.197052720728722656e+12
1.555344000000000000e+21 2.254560245660643495e-25 9.372727908793993158e-10 1.696660512885585868e-09 2.262880057741450401e-01 8.078800765930683911e+07 1.319724658808273193e+12
1.629408000000000000e+21 2.254490476536243740e-25 9.372437862422116283e-10 1.777380521657736699e-09 2.262810031153980050e-01 8.078967440087395906e+07 1.448375408107045166e+12
1.703472000000000000e+21 2.254417467731286170e-25 9.372134347949555870e-10 1.858090301448525223e-09 2.262736752930833706e-01 8.079141862847144902e+07 1.583004228194293457e+12
1.777536000000000000e+21 2.254341219980617302e-25 9.371817368431242947e-10 1.938789388612822304e-09 2.262660223809570270e-01 8.079324033708243072e+07 1.723610344295594482e+12
1.851600000000000000e+21 2.254261734051606277e-25 9.371486927057307082e-10 2.019477319679770047e-09 2.262580444560390036e-01 8.079513952146720886e+07 1.870192947316211670e+12
1.925664000000000000e+21 2.254179010744143481e-25 9.371143027153076375e-10 2.100153631360310377e-09 2.262497415986135796e-01 8.079711617616286874e+07 2.022751193841095703e+12
1.999728000000000000e+21 2.254093050890642840e-25 9.370785672179089870e-10 2.180817860554714663e-09 2.262411138922292564e-01 8.079917029548285902e+07 2.181284206135694092e+12
2.073792000000000000e+21 2.254003855356039528e-25 9.370414865731078943e-10 2.261469544360100924e-09 2.262321614236987577e-01 8.080130187351650000e+07 2.345791072181869141e+12
2.147856000000000000e+21 2.253911425037790877e-25 9.370030611539987979e-10 2.342108220077950422e-09 2.262228842830990572e-01 8.080351090412858129e+07 2.516270845669182129e+12
2.221920000000000000e+21 2.253815760865877307e-25 9.369632913471951628e-10 2.422733425221615152e-09 2.262132825637712674e-01 8.080579738095891476e+07 2.692722546035107422e+12
2.295984000000000000e+21 2.253716863802800020e-25 9.369221775528319618e-10 2.503344697523815408e-09 2.262033563623208066e-01 8.080816129742167890e+07 2.875145158486933594e+12
2.370048000000000000e+21 2.253614734843584218e-25 9.368797201845631943e-10 2.583941574944141070e-09 2.261931057786172872e-01 8.081060264670513570e+07 3.063537634001764160e+12
2.444112000000000000e+21 2.253509375015492119e-25 9.368359196694460803e-10 2.664523595676530142e-09 2.261825309157660946e-01 8.081312142177769542e+07 3.257898889326716309e+12
2.518176000000000000e+21 2.253400785376487925e-25 9.367907764473006165e-10 2.745090298156755982e-09 2.261716318799539827e-01 8.081571761542418599e+07 3.458227807023426758e+12
2.592240000000000000e+21 2.253288967018501194e-25 9.367442909720673933e-10 2.825641221069895496e-09 2.261604087807768948e-01 8.081839122016730905e+07 3.664523235462799805e+12
2.666304000000000000e+21 2.253173921065937733e-25 9.366964637111874153e-10 2.906175903357794034e-09 2.261488617310903615e-01 8.082114222830259800e+07 3.876783988862093750e+12
2.740368000000000000e+21 2.253055648675237403e-25 9.366472951454199160e-10 2.986693884226521597e-09 2.261369908469650636e-01 8.082397063190840185e+07 4.095008847323380859e+12
2.814432000000000000e+21 2.252934151034872289e-25 9.365967857688398750e-10 3.067194703153822833e-09 2.261247962476868045e-01 8.082687642284531891e+07 4.319196556833549805e+12
2.888496000000000000e+21 2.252809429365346695e-25 9.365449360888392598e-10 3.147677899896550501e-09 2.261122780557564271e-01 8.082985959275561571e+07 4.549345829264302734e+12
2.962560000000000000e+21 2.252681484919198526e-25 9.364917466261272319e-10 3.228143014498103066e-09 2.260994363968899523e-01 8.083292013306245208e+07 4.785455342399040039e+12
3.036624000000000000e+21 2.252550318980999284e-25 9.364372179147297338e-10 3.308589587295845331e-09 2.260862714000184959e-01 8.083605803496930003e+07 5.027523739980890625e+12
3.110688000000000000e+21 2.252415932867352232e-25 9.363813505019886612e-10 3.389017158928514191e-09 2.260727831972882962e-01 8.083927328945931792e+07 5.275549631691397461e+12
3.184752000000000000e+21 2.252278327926893775e-25 9.363241449485641381e-10 3.469425270343633061e-09 2.260589719240606588e-01 8.084256588729451597e+07 5.529531593235010742e+12
3.258816000000000000e+21 2.252137505540293913e-25 9.362656018284320354e-10 3.549813462804893640e-09 2.260448377189120672e-01 8.084593581901513040e+07 5.789468166342719727e+12
3.332880000000000000e+21 2.251993467120254871e-25 9.362057217288854180e-10 3.630181277899546355e-09 2.260303807236340445e-01 8.084938307493893802e+07 6.055357858772056641e+12
3.406944000000000000e+21 2.251846214111511552e-25 9.361445052505341317e-10 3.710528257545771367e-09 2.260156010832332640e-01 8.085290764516039193e+07 6.327199144309059570e+12
3.481008000000000000e+21 2.251695747990832458e-25 9.360819530073048028e-10 3.790853944000042544e-09 2.260004989459315217e-01 8.085650951954989135e+07 6.604990462852747070e+12
3.555072000000000000e+21 2.251542070267018312e-25 9.360180656264408386e-10 3.871157879864480276e-09 2.259850744631656527e-01 8.086018868775309622e+07 6.888730220377970703e+12
3.629136000000000000e+21 2.251385182480903894e-25 9.359528437485030470e-10 3.951439608094188561e-09 2.259693277895877261e-01 8.086394513918997347e+07 7.178416789007632812e+12
3.703200000000000000e+21 2.251225086205355289e-25 9.358862880273675693e-10 4.031698672004593338e-09 2.259532590830647947e-01 8.086777886305411160e+07 7.474048507061300781e+12
3.777264000000000000e+21 2.251061783045272177e-25 9.358183991302289820e-10 4.111934615278753527e-09 2.259368685046790892e-01 8.087168984831176698e+07 7.775623679055208008e+12
3.851328000000000000e+21 2.250895274635607409e-25 9.357491777367745631e-10 4.192146981974674957e-09 2.259201562185291778e-01 8.087567808374857903e+07 8.083140575702253906e+12
3.925392000000000000e+21 2.250725562643104065e-25 9.356786245399080762e-10 4.272335316532602792e-09 2.259031223919044651e-01 8.087974355792696774e+07 8.396597433925943359e+12
3.999456000000000000e+21 2.250552648767817179e-25 9.356067402463817355e-10 4.352499163782308161e-09 2.258857671954378199e-01 8.088388625914886594e+07 8.715992456970121094e+12
4.073520000000000000e+21 2.250376534741106664e-25 9.355335255759619948e-10 4.432638068950354118e-09 2.258680908029041257e-01 8.088810617550288141e+07 9.041323814321132812e+12
4.147584000000000000e+21 2.250197222325636862e-25 9.354589812614287200e-10 4.512751577667369864e-09 2.258500933912202802e-01 8.089240329486344755e+07 9.372589641833871094e+12
4.221648000000000000e+21 2.250014713315376537e-25 9.353831080485764299e-10 4.592839235975274518e-09 2.258317751404451679e-01 8.089677760488973558e+07 9.709788041759921875e+12
4.295712000000000000e+21 2.249829009535598879e-25 9.353059066962132624e-10 4.672900590334534800e-09 2.258131362337796599e-01 8.090122909302493930e+07 1.005291708274757227e+13
4.369776000000000000e+21 2.249640112842881042e-25 9.352273779761613880e-10 4.752935187631369769e-09 2.257941768575666142e-01 8.090575774649512768e+07 1.040197479984180859e+13
4.443840000000000000e+21 2.249448025125105527e-25 9.351475226732572165e-10 4.832942575184970463e-09 2.257748972012909583e-01 8.091036355230833590e+07 1.075695919450665625e+13
4.517904000000000000e+21 2.249252748301459254e-25 9.350663415853507767e-10 4.912922300754678994e-09 2.257552974575795512e-01 8.091504649725361168e+07 1.111786823475347266e+13
4.591968000000000000e+21 2.249054284322432655e-25 9.349838355233063368e-10 4.992873912547185021e-09 2.257353778222012664e-01 8.091980656789991260e+07 1.148469985503949023e+13
4.666032000000000000e+21 2.248852635169821501e-25 9.349000053110024043e-10 5.072796959223681690e-09 2.257151384940670191e-01 8.092464375059515238e+07 1.185745195642300000e+13
4.740096000000000000e+21 2.248647802856726449e-25 9.348148517853306921e-10 5.152690989907029018e-09 2.256945796752296562e-01 8.092955803146514297e+07 1.223612240659029102e+13
4.814159999999999476e+21 2.248439789427550744e-25 9.347283757961973594e-10 5.232555554188874262e-09 2.256737015708840388e-01 8.093454939641247690e+07 1.262070903985565234e+13
4.888224000000000000e+21 2.248228596958004350e-25 9.346405782065232183e-10 5.312390202136796281e-09 2.256525043893670979e-01 8.093961783111552894e+07 1.301120965716138086e+13
4.962288000000000524e+21 2.248014227555100740e-25 9.345514598922420793e-10 5.392194484301399435e-09 2.256309883421576956e-01 8.094476332102729380e+07 1.340762202609362500e+13
5.036352000000000000e+21 2.247796683357157350e-25 9.344610217423019927e-10 5.471967951723411620e-09 2.256091536438767087e-01 8.094998585137434304e+07 1.380994388104265039e+13
5.110415999999999476e+21 2.247575966533632117e-25 9.343692646585967985e-10 5.551710155940761630e-09 2.255870005122704580e-01 8.095528540715955198e+07 1.421817292307765234e+13
5.184480000000000000e+21 2.247352079282101168e-25 9.342761895547096399e-10 5.631420648995651547e-09 2.255645291679075071e-01 8.096066197323361039e+07 1.463230682011155469e+13
5.258544000000000524e+21 2.247125023832869882e-25 9.341817973578299537e-10 5.711098983441593570e-09 2.255417398346415137e-01 8.096611553418309987e+07 1.505234320694905859e+13
5.332608000000000000e+21 2.246894802447910357e-25 9.340860890083119633e-10 5.790744712350432774e-09 2.255186327395042878e-01 8.097164607435485721e+07 1.547827968528665430e+13
5.406671999999999476e+21 2.246661417419562391e-25 9.339890654591341154e-10 5.870357389319393039e-09 2.254952081125757846e-01 8.097725357788595557e+07 1.591011382371263086e+13
5.480736000000000000e+21 2.246424871070535322e-25 9.338907276759005283e-10 5.949936568478048526e-09 2.254714661869841041e-01 8.098293802870246768e+07 1.634784315770842969e+13
5.554800000000000524e+21 2.246185165753908946e-25 9.337910766368405779e-10 6.029481804495313351e-09 2.254474071989054917e-01 8.098869941051825881e+07 1.679146518981454492e+13
5.628864000000000000e+21 2.245942303853131220e-25 9.336901133328093113e-10 6.108992652586413069e-09 2.254230313875643377e-01 8.099453770683373511e+07 1.724097738955608008e+13
5.702927999999999476e+21 2.245696287782019643e-25 9.335878387672853789e-10 6.188468668519828849e-09 2.253983389952331218e-01 8.100045290093468130e+07 1.769637719352570703e+13
5.776992000000000000e+21 2.245447119984761709e-25 9.334842539563749638e-10 6.267909408624240834e-09 2.253733302672325522e-01 8.100644497589087486e+07 1.815766200550524609e+13
5.851056000000000524e+21 2.245194802935914454e-25 9.333793599288078521e-10 6.347314429795416893e-09 2.253480054519314546e-01 8.101251391455490887e+07 1.862482919646564453e+13
5.925120000000000000e+21 2.244939339140402156e-25 9.332731577259395014e-10 6.426683289503137788e-09 2.253223648007467161e-01 8.101865969956085086e+07 1.909787610456700000e+13
5.999183999999999476e+21 2.244680731133520930e-25 9.331656484017510405e-10 6.506015545798061936e-09 2.252964085681434803e-01 8.102488231332293153e+07 1.957680003515856641e+13
6.073248000000000000e+21 2.244418981480934592e-25 9.330568330228482355e-10 6.585310757318591013e-09 2.252701370116349522e-01 8.103118173803421855e+07 2.006159826085060156e+13
6.147312000000000524e+21 2.244154092778678335e-25 9.329467126684625237e-10 6.664568483297710737e-09 2.252435503917825654e-01 8.103755795566524565e+07 2.055226802166930469e+13
6.221376000000000000e+21 2.243886067653154594e-25 9.328352884304499799e-10 6.743788283569822552e-09 2.252166489721957876e-01 8.104401094796276093e+07 2.104880652489597656e+13
6.295439999999999476e+21 2.243614908761135806e-25 9.327225614132929705e-10 6.822969718577536438e-09 2.251894330195323146e-01 8.105054069644814730e+07 2.155121094531600391e+13
6.369504000000000000e+21 2.243340618789752005e-25 9.326085327340931224e-10 6.902112349378476946e-09 2.251619028034967385e-01 8.105714718241651356e+07 2.205947842523579688e+13
6.443568000000000524e+21 2.243063200453458879e-25 9.324932035213125611e-10 6.981215737652040446e-09 2.251340585965362906e-01 8.106383038700820506e+07 2.257360607448276172e+13
6.517632000000000000e+21 2.242782656497176705e-25 9.323765749160779610e-10 7.060279445706142430e-09 2.251059006741559509e-01 8.107059029113182425e+07 2.309359097040533203e+13
6.591695999999999476e+21 2.242498989697440588e-25 9.322586480726590690e-10 7.139303036483959043e-09 2.250774293150338834e-01 8.107742687543509901e+07 2.361943015787480078e+13
6.665760000000000000e+21 2.242212202860041208e-25 9.321394241574876688e-10 7.218286073570628892e-09 2.250486448007844309e-01 8.108434012036024034e+07 2.415112064950635938e+13
6.739824000000000524e+21 2.241922298820021606e-25 9.320189043491573737e-10 7.297228121199948251e-09 2.250195474159581988e-01 8.109133000614257157e+07 2.468865942554742578e+13
6.813888000000000000e+21 2.241629280441679021e-25 9.318970898384223861e-10 7.376128744261040617e-09 2.249901374480418881e-01 8.109839651280896366e+07 2.523204343397298047e+13
6.887951999999999476e+21 2.241333150618566724e-25 9.317739818281993583e-10 7.454987508305008068e-09 2.249604151874585456e-01 8.110553962017641962e+07 2.578126959064627344e+13
6.962016000000000000e+21 2.241033912273489430e-25 9.316495815335661522e-10 7.533803979551566081e-09 2.249303809275672861e-01 8.111275930785058439e+07 2.633633477931876172e+13
7.036080000000000524e+21 2.240731568358507427e-25 9.315238901817620459e-10 7.612577724895647742e-09 2.249000349646634589e-01 8.112005555522416532e+07 2.689723585163013281e+13
7.110144000000000000e+21 2.240426121854934744e-25 9.313969090121885605e-10 7.691308311913996371e-09 2.248693775979787035e-01 8.112742834147544205e+07 2.746396962710829297e+13
7.184207999999999476e+21 2.240117575773339605e-25 9.312686392764082201e-10 7.769995308871733342e-09 2.248384091296807274e-01 8.113487764556673169e+07 2.803653289319984375e+13
7.258272000000000000e+21 2.239805933153543513e-25 9.311390822381452748e-10 7.848638284728917621e-09 2.248071298648735006e-01 8.114240344624276459e+07 2.861492240555121875e+13
7.332336000000000524e+21 2.239491197064623088e-25 9.310082391732855979e-10 7.927236809147047411e-09 2.247755401115971996e-01 8.115000572202917933e+07 2.919913488774486719e+13
7.406400000000000000e+21 2.239173370604908228e-25 9.308761113698767889e-10 8.005790452495586598e-09 2.247436401808282080e-01 8.115768445123085380e+07 2.978916703157348047e+13
7.480463999999999476e+21 2.238852456901983487e-25 9.307427001281276567e-10 8.084298785858441583e-09 2.247114303864790885e-01 8.116543961193031073e+07 3.038501549712124219e+13
7.554528000000000000e+21 2.238528459112686699e-25 9.306080067604089435e-10 8.162761381040428180e-09 2.246789110453985827e-01 8.117327118198612332e+07 3.098667691276378125e+13
7.628592000000000524e+21 2.238201380422845408e-25 9.304720325911424823e-10 8.241177810573697147e-09 2.246460824773450493e-01 8.118117913903763890e+07 3.159414787516817969e+13
7.702656000000000000e+21 2.237871224043518045e-25 9.303347789552394799e-10 8.319547647724168008e-09 2.246129450046093212e-01 8.118916346059419215e+07 3.220742494929298828e+13
7.776719999999999476e+21 2.237537993216846138e-25 9.301962472005335658e-10 8.397870466497918187e-09 2.245794989526019858e-01 8.119722412389203906e+07 3.282650466845454297e+13
7.850784000000000000e+21 2.237201691214382913e-25 9.300564386870847190e-10 8.476145841647547339e-09 2.245457446496856302e-01 8.120536110593296587e+07 3.345138353460960938e+13
7.924848000000000524e+21 2.236862321335664789e-25 9.299153547865862835e-10 8.554373348678544989e-09 2.245116824270314559e-01 8.121357438351725042e+07 3.408205801804585156e+13
7.998912000000000000e+21 2.236519886908208625e-25 9.297729968823639337e-10 8.632552563855605223e-09 2.244773126186190848e-01 8.122186393324190378e+07 3.471852455773073047e+13
8.072975999999999476e+21 2.236174391287512635e-25 9.296293663693761923e-10 8.710683064208934773e-09 2.244426355612366419e-01 8.123022973149907589e+07 3.536077956136299219e+13
8.147040000000000000e+21 2.235825837857058231e-25 9.294844646542140156e-10 8.788764427540532967e-09 2.244076515944807837e-01 8.123867175447419286e+07 3.600881940537266406e+13
8.221104000000000524e+21 2.235474230028307719e-25 9.293382931551012080e-10 8.866796232430456802e-09 2.243723610607566421e-01 8.124718997814434767e+07 3.666264043492102344e+13
8.295168000000000000e+21 2.235119571240704305e-25 9.291908533018940078e-10 8.944778058243028098e-09 2.243367643052778526e-01 8.125578437827645242e+07 3.732223896390060156e+13
8.369231999999999476e+21 2.234761864961675308e-25 9.290421465360819151e-10 9.022709485133088646e-09 2.243008616760665819e-01 8.126445493042550981e+07 3.798761127501439844e+13
8.443296000000000000e+21 2.234401114686627107e-25 9.288921743107863465e-10 9.100590094052151120e-09 2.242646535239534444e-01 8.127320160993281007e+07 3.865875362008342188e+13
8.517360000000000524e+21 2.234037323938949277e-25 9.287409380907614636e-10 9.178419466754571496e-09 2.242281402025775583e-01 8.128202439192417264e+07 3.933566221969367188e+13
8.591424000000000000e+21 2.233670496270013207e-25 9.285884393523945855e-10 9.256197185803688392e-09 2.241913220683866281e-01 8.129092325130805373e+07 4.001833326358592188e+13
8.665487999999999476e+21 2.233300635259171646e-25 9.284346795837051555e-10 9.333922834577945854e-09 2.241541994806367233e-01 8.129989816277378798e+07 4.070676291070901562e+13
8.739552000000000000e+21 2.232927744513759156e-25 9.282796602843458781e-10 9.411595997276963211e-09 2.241167728013925553e-01 8.130894910078965127e+07 4.140094728921990625e+13
8.813616000000000524e+21 2.232551827669092119e-25 9.281233829656012716e-10 9.489216258927614848e-09 2.240790423955272004e-01 8.131807603960108757e+07 4.210088249648360156e+13
8.887680000000000000e+21 2.232172888385975399e-25 9.279658491493530721e-10 9.566783205390060359e-09 2.240410086304721327e-01 8.132727895328934491e+07 4.280656459907317969e+13
8.961743999999999476e+21 2.231790930351311210e-25 9.278070603683313858e-10 9.644296423363774687e-09 2.240026718762780922e-01 8.133655781575483084e+07 4.351798963282567188e+13
9.035808000000000000e+21 2.231405957282323095e-25 9.276470181678718277e-10 9.721755500393513756e-09 2.239640325060391624e-01 8.134591260061268508e+07 4.423515360322236719e+13
9.109872000000000524e+21 2.231017972922845306e-25 9.274857241043732435e-10 9.799160024875298292e-09 2.239250908955203179e-01 8.135534328128089011e+07 4.495805248497899219e+13
9.183936000000000000e+21 2.230626981043286076e-25 9.273231797452809587e-10 9.876509586062338093e-09 2.238858474231537332e-01 8.136484983097936213e+07 4.568668222243995312e+13
9.257999999999999476e+21 2.230232985440625779e-25 9.271593866690878130e-10 9.953803774070966220e-09 2.238463024700386717e-01 8.137443222272798419e+07 4.642103872967182812e+13
9.332064000000000000e+21 2.229835989938420144e-25 9.269943464653340569e-10 1.003104217988650371e-08 2.238064564199416240e-01 8.138409042934466898e+07 4.716111789046340625e+13
9.406128000000000524e+21 2.229435998386797502e-25 9.268280607346070412e-10 1.010822439536911601e-08 2.237663096592961975e-01 8.139382442344345152e+07 4.790691555832563281e+13
9.480192000000000000e+21 2.229033014662459244e-25 9.266605310885415274e-10 1.018535001325968101e-08 2.237258625772031717e-01 8.140363417743255198e+07 4.865842755649163281e+13
9.554255999999999476e+21 2.228627042668681197e-25 9.264917591498187572e-10 1.026241862718556275e-08 2.236851155654304701e-01 8.141351966351230443e+07 4.941564967792990625e+13
9.628319999999998951e+21 2.228218086335312709e-25 9.263217465521683133e-10 1.033942983166640994e-08 2.236440690184132440e-01 8.142348085367329419e+07 5.017857768576899219e+13
9.702384000000000524e+21 2.227806149618775728e-25 9.261504949403661555e-10 1.041638322211991816e-08 2.236027233332537056e-01 8.143351771969424188e+07 5.094720731295029688e+13
9.776448000000000000e+21 2.227391236502066638e-25 9.259780059702359640e-10 1.049327839486752906e-08 2.235610789097212669e-01 8.144363023314006627e+07 5.172153426247318750e+13
9.850511999999999476e+21 2.226973350994754887e-25 9.258042813086484164e-10 1.057011494714017103e-08 2.235191361502525398e-01 8.145381836535976827e+07 5.250155420761085938e+13
9.924576000000001049e+21 2.226552497132983437e-25 9.256293226335212908e-10 1.064689247708389894e-08 2.234768954599512247e-01 8.146408208748449385e+07 5.328726279191023438e+13
9.998640000000000524e+21 2.226128678979468774e-25 9.254531316338200859e-10 1.072361058376557518e-08 2.234343572465882222e-01 8.147442137042532861e+07 5.407865562919193750e+13
1.007270400000000000e+22 2.225701900621538835e-25 9.252757100087409739e-10 1.080026886717845312e-08 2.233915219204045954e-01 8.148483618491923809e+07 5.487572830355036719e+13
1.014676799999999948e+22 2.225272166170062209e-25 9.250970594672670175e-10 1.087686692824780365e-08 2.233483898940041845e-01 8.149532650155310333e+07 5.567847636935367969e+13
1.022083199999999895e+22 2.224839479765293008e-25 9.249171817305979102e-10 1.095340436883645390e-08 2.233049615829403034e-01 8.150589229061895609e+07 5.648689535149817188e+13
1.029489600000000052e+22 2.224403845572703829e-25 9.247360785304168255e-10 1.102988079175035426e-08 2.232612374052973525e-01 8.151653352221362293e+07 5.730098074553815625e+13
1.036896000000000000e+22 2.223965267782816781e-25 9.245537516088201072e-10 1.110629580074403769e-08 2.232172177816738878e-01 8.152725016624075174e+07 5.812072801739739844e+13
1.044302399999999948e+22 2.223523750611201184e-25 9.243702027183180957e-10 1.118264900052616518e-08 2.231729031351825376e-01 8.153804219240869582e+07 5.894613260385392969e+13
1.051708800000000105e+22 2.223079298298477244e-25 9.241854336218338883e-10 1.125893999676493385e-08 2.231282938914501413e-01 8.154890957022839785e+07 5.977718991254857812e+13
1.059115200000000052e+22 2.222631915110312840e-25 9.239994460927047857e-10 1.133516839609350820e-08 2.230833904786176936e-01 8.155985226901127398e+07 6.061389532198485938e+13
1.066521600000000000e+22 2.222181605337425821e-25 9.238122419146811556e-10 1.141133380611542661e-08 2.230381933273402617e-01 8.157087025786708295e+07 6.145624418152916406e+13
1.073927999999999948e+22 2.221728373295582626e-25 9.236238228819263285e-10 1.148743583540998126e-08 2.229927028707871239e-01 8.158196350570170581e+07 6.230423181141062500e+13
1.081334399999999895e+22 2.221272223325598282e-25 9.234341907990182526e-10 1.156347409353752371e-08 2.229469195446416585e-01 8.159313198121505976e+07 6.315785350277121094e+13
1.088740800000000052e+22 2.220813159793337329e-25 9.232433474809471153e-10 1.163944819104480352e-08 2.229008437871013992e-01 8.160437565289889276e+07 6.401710451818519531e+13
1.096147200000000000e+22 2.220351187089713813e-25 9.230512947531173081e-10 1.171535773947023075e-08 2.228544760388780910e-01 8.161569448903444409e+07 6.488198009110382031e+13
1.103553599999999948e+22 2.219886309630689456e-25 9.228580344513465991e-10 1.179120235134914678e-08 2.228078167431974954e-01 8.162708845769046247e+07 6.575247542630496875e+13
1.110960000000000105e+22 2.219418531857275944e-25 9.226635684218660297e-10 1.186698164021904215e-08 2.227608663457996407e-01 8.163855752672079206e+07 6.662858570005575781e+13
1.118366400000000052e+22 2.218947858235534016e-25 9.224678985213200181e-10 1.194269522062473636e-08 2.227136252949386275e-01 8.165010166376216710e+07 6.751030606011238281e+13
1.125772800000000000e+22 2.218474293253775232e-25 9.222710266156035502e-10 1.201834270812355273e-08 2.226660940411019085e-01 8.166172083630065620e+07 6.839763162572032812e+13
1.133179199999999948e+22 2.217997841423388954e-25 9.220729545802054592e-10 1.209392371929045850e-08 2.226182730370932228e-01 8.167341501164913177e+07 6.929055748761423438e+13
1.140585599999999895e+22 2.217518507283173306e-25 9.218736843020088880e-10 1.216943787172317514e-08 2.225701627384673031e-01 8.168518415683878958e+07 7.018907870801794531e+13
1.147992000000000052e+22 2.217036295395384412e-25 9.216732176776491287e-10 1.224488478404722744e-08 2.225217636031333324e-01 8.169702823871375620e+07 7.109319032088954688e+13
1.155398400000000000e+22 2.216551210345704714e-25 9.214715566135003877e-10 1.232026407592100923e-08 2.224730760913517236e-01 8.170894722392959893e+07 7.200288733218650000e+13
1.162804799999999948e+22 2.216063256743242510e-25 9.212687030256756824e-10 1.239557536804080594e-08 2.224241006657342590e-01 8.172094107895104587e+07 7.291816471938890625e+13
1.170211200000000105e+22 2.215572439220534711e-25 9.210646588400272547e-10 1.247081828214575939e-08 2.223748377912440621e-01 8.173300977004972100e+07 7.383901743210560938e+13
1.177617600000000052e+22 2.215078762433543168e-25 9.208594259921464677e-10 1.254599244102282923e-08 2.223252879351955147e-01 8.174515326330189407e+07 7.476544039209814062e+13
1.185024000000000000e+22 2.214582231061656966e-25 9.206530064273632884e-10 1.262109746851174272e-08 2.222754515672542841e-01 8.175737152458614111e+07 7.569742849328081250e+13
1.192430399999999948e+22 2.214082849807691966e-25 9.204454021007468053e-10 1.269613298950983713e-08 2.222253291594374069e-01 8.176966451958094537e+07 7.663497660172065625e+13
1.199836799999999895e+22 2.213580623397891266e-25 9.202366149771054346e-10 1.277109862997698802e-08 2.221749211861132334e-01 8.178203221376247704e+07 7.757807955563740625e+13
1.207243200000000052e+22 2.213075556581921982e-25 9.200266470309859899e-10 1.284599401694037879e-08 2.221242281240013161e-01 8.179447457240219414e+07 7.852673216540434375e+13
1.214649600000000000e+22 2.212567654132881222e-25 9.198155002466748195e-10 1.292081877849935457e-08 2.220732504521726602e-01 8.180699156056442857e+07 7.948092921405395312e+13
1.222055999999999948e+22 2.212056920847291032e-25 9.196031766181972895e-10 1.299557254383015702e-08 2.220219886520495012e-01 8.181958314310410619e+07 8.044066545701762500e+13
