# z rho(z) P(z) g(z) n(z) K(z) phi(z)
3.036624000000000000e+21 5.631375797452507393e-26 2.341093044786827953e-10 3.308589587295845331e-09 5.652156785000472111e-02 2.036941022175626159e+08 5.027523739980890625e+12
3.110688000000000000e+21 5.631039832168389764e-26 2.340953376254975789e-10 3.389017158928514191e-09 5.651819579932217119e-02 2.037022041511880755e+08 5.275549631691397461e+12
3.184752000000000000e+21 5.630695819817244768e-26 2.340810362371414481e-10 3.469425270343633061e-09 5.651474298101526184e-02 2.037105009778308570e+08 5.529531593235010742e+12
3.258816000000000000e+21 5.630343763850743967e-26 2.340664004571083707e-10 3.549813462804893640e-09 5.651120942972810701e-02 2.037189926736539602e+08 5.789468166342719727e+12
3.332880000000000000e+21 5.629983667800645214e-26 2.340514304322217164e-10 3.630181277899546355e-09 5.650759518090859440e-02 2.037276792142595351e+08 6.055357858772056641e+12
3.406944000000000000e+21 5.629615535278786916e-26 2.340361263126338431e-10 3.710528257545771367e-09 5.650390027080839234e-02 2.037365605746871829e+08 6.327199144309059570e+12
3.481008000000000000e+21 5.629239369977088033e-26 2.340204882518265109e-10 3.790853944000042544e-09 5.650012473648294981e-02 2.037456367294120193e+08 6.604990462852747070e+12
3.555072000000000000e+21 5.628855175667552667e-26 2.340045164066105198e-10 3.871157879864480276e-09 5.649626861579148257e-02 2.037549076523426771e+08 6.888730220377970703e+12
3.629136000000000000e+21 5.628462956202266623e-26 2.339882109371260202e-10 3.951439608094188561e-09 5.649233194739700092e-02 2.037643733168191314e+08 7.178416789007632812e+12
3.703200000000000000e+21 5.628062715513395109e-26 2.339715720068421508e-10 4.031698672004593338e-09 5.648831477076626806e-02 2.037740336956109107e+08 7.474048507061300781e+12
3.777264000000000000e+21 5.627654457613188479e-26 2.339545997825575557e-10 4.111934615278753527e-09 5.648421712616984863e-02 2.037838887609148622e+08 7.775623679055208008e+12
3.851328000000000000e+21 5.627238186589025409e-26 2.339372944341938993e-10 4.192146981974674957e-09 5.648003905463236385e-02 2.037939384844724238e+08 8.083140575702253906e+12
3.925392000000000000e+21 5.626813906607767051e-26 2.339196561349773292e-10 4.272335316532602792e-09 5.647578059797618566e-02 2.038041828374626935e+08 8.396597433925943359e+12
3.999456000000000000e+21 5.626381621919549834e-26 2.339016850615957441e-10 4.352499163782308161e-09 5.647144179885952436e-02 2.038146217904084921e+08 8.715992456970121094e+12
4.073520000000000000e+21 5.625941336852774696e-26 2.338833813939907572e-10 4.432638068950354118e-09 5.646702270072610774e-02 2.038252553132949471e+08 9.041323814321132812e+12
4.147584000000000000e+21 5.625493055814100190e-26 2.338647453153574902e-10 4.512751577667369864e-09 5.646252334780515331e-02 2.038360833755674660e+08 9.372589641833871094e+12
4.221648000000000000e+21 5.625036783288449378e-26 2.338457770121444177e-10 4.592839235975274518e-09 5.645794378511137523e-02 2.038471059461292624e+08 9.709788041759921875e+12
4.295712000000000000e+21 5.624572523839006380e-26 2.338264766740536775e-10 4.672900590334534800e-09 5.645328405844500519e-02 2.038583229933390617e+08 1.005291708274757227e+13
4.369776000000000000e+21 5.624100282107211790e-26 2.338068444940407089e-10 4.752935187631369769e-09 5.644854421439175068e-02 2.038697344850085676e+08 1.040197479984180859e+13
4.443840000000000000e+21 5.623620062812774148e-26 2.337868806683146660e-10 4.832942575184970463e-09 5.644372430032283672e-02 2.038813403884001672e+08 1.075695919450665625e+13
4.517904000000000000e+21 5.623131870753657319e-26 2.337665853963380561e-10 4.912922300754678994e-09 5.643882436439497802e-02 2.038931406702242792e+08 1.111786823475347266e+13
4.591968000000000000e+21 5.622635710806090821e-26 2.337459588808269461e-10 4.992873912547185021e-09 5.643384445555040679e-02 2.039051352966368198e+08 1.148469985503949023e+13
4.666032000000000000e+21 5.622131587924561788e-26 2.337250013277509113e-10 5.072796959223681690e-09 5.642878462351683111e-02 2.039173242332366705e+08 1.185745195642300000e+13
4.740096000000000000e+21 5.621619507141823010e-26 2.337037129463329315e-10 5.152690989907029018e-09 5.642364491880748345e-02 2.039297074450630546e+08 1.223612240659029102e+13
4.814159999999999476e+21 5.621099473568883747e-26 2.336820939490497017e-10 5.232555554188874262e-09 5.641842539272107909e-02 2.039422848965927660e+08 1.262070903985565234e+13
4.888224000000000000e+21 5.620571492395017763e-26 2.336601445516311148e-10 5.312390202136796281e-09 5.641312609734184386e-02 2.039550565517375469e+08 1.301120965716138086e+13
4.962288000000000524e+21 5.620035568887757590e-26 2.336378649730607783e-10 5.392194484301399435e-09 5.640774708553948635e-02 2.039680223738413155e+08 1.340762202609362500e+13
5.036352000000000000e+21 5.619491708392900264e-26 2.336152554355758084e-10 5.471967951723411620e-09 5.640228841096924656e-02 2.039811823256771863e+08 1.380994388104265039e+13
5.110415999999999476e+21 5.618939916334088328e-26 2.335923161646495098e-10 5.551710155940761630e-09 5.639675012806769083e-02 2.039945363694549501e+08 1.421817292307765234e+13
5.184480000000000000e+21 5.618380198205258659e-26 2.335690473886776168e-10 5.631420648995651547e-09 5.639113229197693922e-02 2.040080844670006931e+08 1.463230682011155469e+13
5.258544000000000524e+21 5.617812559582181593e-26 2.335454493394577469e-10 5.711098983441593570e-09 5.638543495866044086e-02 2.040218265794749856e+08 1.505234320694905859e+13
5.332608000000000000e+21 5.617237006119782780e-26 2.335215222520783010e-10 5.790744712350432774e-09 5.637965818487614134e-02 2.040357626674343348e+08 1.547827968528665430e+13
5.406671999999999476e+21 5.616653543548912865e-26 2.334972663647838390e-10 5.870357389319393039e-09 5.637380202814402247e-02 2.040498926909067035e+08 1.591011382371263086e+13
5.480736000000000000e+21 5.616062177676346340e-26 2.334726819189754940e-10 5.949936568478048526e-09 5.636786654674610930e-02 2.040642166093883216e+08 1.634784315770842969e+13
5.554800000000000524e+21 5.615462914384781548e-26 2.334477691592105581e-10 6.029481804495313351e-09 5.636185179972646314e-02 2.040787343818406761e+08 1.679146518981454492e+13
5.628864000000000000e+21 5.614855759632837234e-26 2.334225283332026897e-10 6.108992652586413069e-09 5.635575784689117462e-02 2.040934459666875005e+08 1.724097738955608008e+13
5.702927999999999476e+21 5.614240719455059439e-26 2.333969596918217583e-10 6.188468668519828849e-09 5.634958474880837759e-02 2.041083513218114376e+08 1.769637719352570703e+13
5.776992000000000000e+21 5.613617799961914604e-26 2.333710634890941545e-10 6.267909408624240834e-09 5.634333256680823521e-02 2.041234504045511782e+08 1.815766200550524609e+13
5.851056000000000524e+21 5.612987007339794170e-26 2.333448399822022732e-10 6.347314429795416893e-09 5.633700136298294692e-02 2.041387431716978848e+08 1.862482919646564453e+13
5.925120000000000000e+21 5.612348347851013426e-26 2.333182894314852372e-10 6.426683289503137788e-09 5.633059120018676230e-02 2.041542295794920921e+08 1.909787610456700000e+13
5.999183999999999476e+21 5.611701827833809213e-26 2.332914121004381220e-10 6.506015545798061936e-09 5.632410214203594639e-02 2.041699095836205482e+08 1.957680003515856641e+13
6.073248000000000000e+21 5.611047453702344515e-26 2.332642082557123174e-10 6.585310757318591013e-09 5.631753425290880744e-02 2.041857831392124891e+08 2.006159826085060156e+13
6.147312000000000524e+21 5.610385231946702724e-26 2.332366781671158377e-10 6.664568483297710737e-09 5.631088759794570381e-02 2.042018502008366585e+08 2.055226802166930469e+13
6.221376000000000000e+21 5.609715169132892225e-26 2.332088221076128052e-10 6.743788283569822552e-09 5.630416224304900935e-02 2.042181107224974930e+08 2.104880652489597656e+13
6.295439999999999476e+21 5.609037271902845254e-26 2.331806403533235011e-10 6.822969718577536438e-09 5.629735825488314110e-02 2.042345646576320231e+08 2.155121094531600391e+13
6.369504000000000000e+21 5.608351546974388048e-26 2.331521331835236425e-10 6.902112349378476946e-09 5.629047570087426094e-02 2.042512119591067433e+08 2.205947842523579688e+13
6.443568000000000524e+21 5.607658001133654085e-26 2.331233008803283988e-10 6.981215737652040446e-09 5.628351464913414204e-02 2.042680525793983936e+08 2.257360607448276172e+13
6.517632000000000000e+21 5.606956641242947502e-26 2.330941437290196970e-10 7.060279445706142430e-09 5.627647516853905019e-02 2.042850864703996778e+08 2.309359097040533203e+13
6.591695999999999476e+21 5.606247474243609505e-26 2.330646620181650774e-10 7.139303036483959043e-09 5.626935732875854024e-02 2.043023135833458006e+08 2.361943015787480078e+13
6.665760000000000000e+21 5.605530507150109908e-26 2.330348560393722791e-10 7.218286073570628892e-09 5.626216120019618405e-02 2.043197338689543605e+08 2.415112064950635938e+13
6.739824000000000524e+21 5.604805747050060904e-26 2.330047260872896536e-10 7.297228121199948251e-09 5.625488685398962602e-02 2.043373472774213850e+08 2.468865942554742578e+13
6.813888000000000000e+21 5.604073201104206736e-26 2.329742724596059584e-10 7.376128744261040617e-09 5.624753436201056223e-02 2.043551537584177554e+08 2.523204343397298047e+13
6.887951999999999476e+21 5.603332876546424846e-26 2.329434954570502015e-10 7.454987508305008068e-09 5.624010379686472660e-02 2.043731532610855997e+08 2.578126959064627344e+13
6.962016000000000000e+21 5.602584780683732758e-26 2.329123953833919000e-10 7.533803979551566081e-09 5.623259523189191172e-02 2.043913457340342700e+08 2.633633477931876172e+13
7.036080000000000524e+21 5.601828920896277752e-26 2.328809725454409251e-10 7.612577724895647742e-09 5.622500874116596187e-02 2.044097311253366768e+08 2.689723585163013281e+13
7.110144000000000000e+21 5.601065304637344897e-26 2.328492272530475020e-10 7.691308311913996371e-09 5.621734439949475914e-02 2.044283093825254440e+08 2.746396962710829297e+13
7.184207999999999476e+21 5.600293939433355900e-26 2.328171598191023911e-10 7.769995308871733342e-09 5.620960228242025819e-02 2.044470804525888264e+08 2.803653289319984375e+13
7.258272000000000000e+21 5.599514832883866819e-26 2.327847705595366289e-10 7.848638284728917621e-09 5.620178246621845147e-02 2.044660442819669247e+08 2.861492240555121875e+13
7.332336000000000524e+21 5.598727992661564608e-26 2.327520597933216838e-10 7.927236809147047411e-09 5.619388502789936929e-02 2.044852008165477514e+08 2.919913488774486719e+13
7.406400000000000000e+21 5.597933426512277457e-26 2.327190278424694299e-10 8.005790452495586598e-09 5.618591004520711446e-02 2.045045500016630292e+08 2.978916703157348047e+13
7.480463999999999476e+21 5.597131142254965604e-26 2.326856750320321727e-10 8.084298785858441583e-09 5.617785759661983458e-02 2.045240917820841670e+08 3.038501549712124219e+13
7.554528000000000000e+21 5.596321147781723634e-26 2.326520016901025202e-10 8.162761381040428180e-09 5.616972776134971507e-02 2.045438261020182371e+08 3.098667691276378125e+13
7.628592000000000524e+21 5.595503451057120409e-26 2.326180081477859308e-10 8.241177810573697147e-09 5.616152061933633866e-02 2.045637529051199555e+08 3.159414787516817969e+13
7.702656000000000000e+21 5.594678060108800852e-26 2.325836947388101543e-10 8.319547647724168008e-09 5.615323625115239276e-02 2.045838721347164810e+08 3.220742494929298828e+13
7.776719999999999476e+21 5.593844983042121084e-26 2.325490618001336758e-10 8.397870466497918187e-09 5.614487473815055890e-02 2.046041837334465981e+08 3.282650466845454297e+13
7.850784000000000000e+21 5.593004228035964170e-26 2.325141096717714382e-10 8.476145841647547339e-09 5.613643616242147694e-02 2.046246876433585584e+08 3.345138353460960938e+13
7.924848000000000524e+21 5.592155803339170008e-26 2.324788386966468811e-10 8.554373348678544989e-09 5.612792060675794031e-02 2.046453838059926629e+08 3.408205801804585156e+13
7.998912000000000000e+21 5.591299717270529597e-26 2.324432492205912936e-10 8.632552563855605223e-09 5.611932815465485447e-02 2.046662721623771191e+08 3.471852455773073047e+13
8.072975999999999476e+21 5.590435978218790772e-26 2.324073415923444100e-10 8.710683064208934773e-09 5.611065889030925069e-02 2.046873526530238688e+08 3.536077956136299219e+13
8.147040000000000000e+21 5.589564594642654760e-26 2.323711161635538916e-10 8.788764427540532967e-09 5.610191289862028613e-02 2.047086252179239988e+08 3.600881940537266406e+13
8.221104000000000524e+21 5.588685575070777332e-26 2.323345732887756639e-10 8.866796232430456802e-09 5.609309026518925073e-02 2.047300897965434492e+08 3.666264043492102344e+13
8.295168000000000000e+21 5.587798928101769946e-26 2.322977133254739156e-10 8.944778058243028098e-09 5.608419107631955336e-02 2.047517463278187811e+08 3.732223896390060156e+13
8.369231999999999476e+21 5.586904662404196306e-26 2.322605366340208148e-10 9.022709485133088646e-09 5.607521541901672874e-02 2.047735947501524091e+08 3.798761127501439844e+13
8.443296000000000000e+21 5.586002786716574656e-26 2.322230435776968968e-10 9.100590094052151120e-09 5.606616338098843744e-02 2.047956350014082789e+08 3.865875362008342188e+13
8.517360000000000524e+21 5.585093309847380080e-26 2.321852345226906502e-10 9.178419466754571496e-09 5.605703505064445896e-02 2.048178670189074278e+08 3.933566221969367188e+13
8.591424000000000000e+21 5.584176240675039906e-26 2.321471098380988790e-10 9.256197185803688392e-09 5.604783051709671948e-02 2.048402907394230664e+08 4.001833326358592188e+13
8.665487999999999476e+21 5.583251588147934854e-26 2.321086698959265215e-10 9.333922834577945854e-09 5.603854987015924327e-02 2.048629060991762578e+08 4.070676291070901562e+13
8.739552000000000000e+21 5.582319361284404778e-26 2.320699150710867022e-10 9.411595997276963211e-09 5.602919320034820128e-02 2.048857130338312387e+08 4.140094728921990625e+13
8.813616000000000524e+21 5.581379569172737186e-26 2.320308457414006539e-10 9.489216258927614848e-09 5.601976059888187642e-02 2.049087114784905016e+08 4.210088249648360156e+13
8.887680000000000000e+21 5.580432220964944237e-26 2.319914622873384748e-10 9.566783205390060359e-09 5.601025215761809561e-02 2.049319013678429127e+08 4.280656459907317969e+13
8.961743999999999476e+21 5.579477325878283765e-26 2.319517650920830791e-10 9.644296423363774687e-09 5.600066796906957856e-02 2.049552826361216307e+08 4.351798963282567188e+13
9.035808000000000000e+21 5.578514893205814624e-26 2.319117545419682413e-10 9.721755500393513756e-09 5.599100812650985304e-02 2.049788552168408632e+08 4.423515360322236719e+13
9.109872000000000524e+21 5.577544932307120152e-26 2.318714310260935952e-10 9.799160024875298292e-09 5.598127272388014886e-02 2.050026190430182815e+08 4.495805248497899219e+13
9.183936000000000000e+21 5.576567452608222077e-26 2.318307949363205499e-10 9.876509586062338093e-09 5.597146185578850963e-02 2.050265740471722186e+08 4.568668222243995312e+13
9.257999999999999476e+21 5.575582463601573630e-26 2.317898466672723151e-10 9.953803774070966220e-09 5.596157561750975118e-02 2.050507201613170505e+08 4.642103872967182812e+13
9.332064000000000000e+21 5.574589974846059544e-26 2.317485866163339020e-10 1.003104217988650371e-08 5.595161410498549620e-02 2.050750573169582188e+08 4.716111789046340625e+13
9.406128000000000524e+21 5.573589995967002939e-26 2.317070151836521739e-10 1.010822439536911601e-08 5.594157741482413959e-02 2.050995854450874627e+08 4.790691555832563281e+13
9.480192000000000000e+21 5.572582536656157294e-26 2.316651327721357437e-10 1.018535001325968101e-08 5.593146564430088313e-02 2.051243044761777818e+08 4.865842755649163281e+13
9.554255999999999476e+21 5.571567606671712177e-26 2.316229397874550512e-10 1.026241862718556275e-08 5.592127889135770774e-02 2.051492143401784301e+08 4.941564967792990625e+13
9.628319999999998951e+21 5.570545215838289809e-26 2.315804366380423885e-10 1.033942983166640994e-08 5.591101725460338734e-02 2.051743149665101469e+08 5.017857768576899219e+13
9.702384000000000524e+21 5.569515374046946207e-26 2.315376237350918232e-10 1.041638322211991816e-08 5.590068083331349580e-02 2.051996062840596735e+08 5.094720731295029688e+13
9.776448000000000000e+21 5.568478091255172336e-26 2.314945014925592753e-10 1.049327839486752906e-08 5.589026972743037919e-02 2.052250882211751640e+08 5.172153426247318750e+13
9.850511999999999476e+21 5.567433377486891809e-26 2.314510703271623368e-10 1.057011494714017103e-08 5.587978403756319046e-02 2.052507607056606412e+08 5.250155420761085938e+13
9.924576000000001049e+21 5.566381242832463185e-26 2.314073306583805553e-10 1.064689247708389894e-08 5.586922386498786169e-02 2.052766236647710502e+08 5.328726279191023438e+13
9.998640000000000524e+21 5.565321697448678823e-26 2.313632829084552800e-10 1.072361058376557518e-08 5.585858931164712493e-02 2.053026770252069831e+08 5.407865562919193750e+13
1.007270400000000000e+22 5.564254751553853975e-26 2.313189275021855020e-10 1.080026886717845312e-08 5.584788048010121131e-02 2.053289207132302523e+08 5.487572830355036719e+13
1.014676799999999948e+22 5.563180415425161262e-26 2.312742648668169870e-10 1.087686692824780365e-08 5.583709747350110164e-02 2.053553546547243893e+08 5.567847636935367969e+13
1.022083199999999895e+22 5.562098699413238259e-26 2.312292954326497619e-10 1.095340436883645390e-08 5.582624039573513830e-02 2.053819787748299837e+08 5.648689535149817188e+13
1.029489600000000052e+22 5.561009613931766461e-26 2.311840196326044907e-10 1.102988079175035426e-08 5.581530935132440752e-02 2.054087929981958568e+08 5.730098074553815625e+13
1.036896000000000000e+22 5.559913169457048841e-26 2.311384379022053628e-10 1.110629580074403769e-08 5.580430444541854829e-02 2.054357972489838600e+08 5.812072801739739844e+13
1.044302399999999948e+22 5.558809376528010995e-26 2.310925506795798341e-10 1.118264900052616518e-08 5.579322578379571768e-02 2.054629914508638382e+08 5.894613260385392969e+13
1.051708800000000105e+22 5.557698245746201144e-26 2.310463584054588598e-10 1.125893999676493385e-08 5.578207347286262552e-02 2.054903755270082355e+08 5.977718991254857812e+13
1.059115200000000052e+22 5.556579787775791284e-26 2.309998615231765842e-10 1.133516839609350820e-08 5.577084761965451359e-02 2.055179494000866413e+08 6.061389532198485938e+13
1.066521600000000000e+22 5.555454013343573737e-26 2.309530604786705991e-10 1.141133380611542661e-08 5.575954833183514869e-02 2.055457129922605157e+08 6.145624418152916406e+13
1.073927999999999948e+22 5.554320933238964599e-26 2.309059557204819699e-10 1.148743583540998126e-08 5.574817571769686425e-02 2.055736662251776159e+08 6.230423181141062500e+13
1.081334399999999895e+22 5.553180558314003740e-26 2.308585476997548733e-10 1.156347409353752371e-08 5.573672988616049095e-02 2.056018090199666917e+08 6.315785350277121094e+13
1.088740800000000052e+22 5.552032899483350209e-26 2.308108368702370373e-10 1.163944819104480352e-08 5.572521094677541920e-02 2.056301412972317934e+08 6.401710451818519531e+13
1.096147200000000000e+22 5.550877967724290273e-26 2.307628236882795597e-10 1.171535773947023075e-08 5.571361900971957826e-02 2.056586629770468175e+08 6.488198009110382031e+13
1.103553599999999948e+22 5.549715774076729379e-26 2.307145086128368824e-10 1.179120235134914678e-08 5.570195418579942936e-02 2.056873739789499640e+08 6.575247542630496875e+13
1.110960000000000105e+22 5.548546329643195599e-26 2.306658921054667401e-10 1.186698164021904215e-08 5.569021658644996570e-02 2.057162742219379544e+08 6.662858570005575781e+13
1.118366400000000052e+22 5.547369645588841927e-26 2.306169746303302630e-10 1.194269522062473636e-08 5.567840632373472626e-02 2.057453636244605482e+08 6.751030606011238281e+13
1.125772800000000000e+22 5.546185733134444968e-26 2.305677566539011719e-10 1.201834270812355273e-08 5.566652351027553958e-02 2.057746421045877337e+08 6.839763162572032812e+13
1.133179199999999948e+22 5.544994603558479272e-26 2.305182386450515716e-10 1.209392371929045850e-08 5.565456825927336815e-02 2.058041095799531639e+08 6.929055748761423438e+13
1.140585599999999895e+22 5.543796268207940152e-26 2.304684210755024805e-10 1.216943787172317514e-08 5.564254068461689517e-02 2.058337659674806297e+08 7.018907870801794531e+13
1.147992000000000052e+22 5.542590738488467918e-26 2.304183044194125924e-10 1.224488478404722744e-08 5.563044090078340248e-02 2.058636111836225092e+08 7.109319032088954688e+13
1.155398400000000000e+22 5.541378025864268672e-26 2.303678891533754071e-10 1.232026407592100923e-08 5.561826902283800722e-02 2.058936451443561018e+08 7.200288733218650000e+13
1.162804799999999948e+22 5.540158141858115457e-26 2.303171757564192825e-10 1.239557536804080594e-08 5.560602516643365495e-02 2.059238677651778758e+08 7.291816471938890625e+13
1.170211200000000105e+22 5.538931098051345960e-26 2.302661647100072014e-10 1.247081828214575939e-08 5.559370944781110574e-02 2.059542789610977173e+08 7.383901743210560938e+13
1.177617600000000052e+22 5.537696906083867102e-26 2.302148564980369788e-10 1.254599244102282923e-08 5.558132198379896888e-02 2.059848786466330588e+08 7.476544039209814062e+13
1.185024000000000000e+22 5.536455577654151598e-26 2.301632516068411840e-10 1.262109746851174272e-08 5.556886289181366123e-02 2.060156667358033061e+08 7.569742849328081250e+13
1.192430399999999948e+22 5.535207124519239099e-26 2.301113505251870374e-10 1.269613298950983713e-08 5.555633228985943500e-02 2.060466431421237588e+08 7.663497660172065625e+13
1.199836799999999895e+22 5.533951558494735053e-26 2.300591537442766430e-10 1.277109862997698802e-08 5.554373029652837773e-02 2.060778077785997391e+08 7.757807955563740625e+13
1.207243200000000052e+22 5.532688891454811843e-26 2.300066617577467818e-10 1.284599401694037879e-08 5.553105703100039842e-02 2.061091605577207506e+08 7.852673216540434375e+13
1.214649600000000000e+22 5.531419135332209942e-26 2.299538750616689892e-10 1.292081877849935457e-08 5.551831261304322751e-02 2.061407013914545774e+08 7.948092921405395312e+13
1.222055999999999948e+22 5.530142302118233319e-26 2.299007941545495550e-10 1.299557254383015702e-08 5.550549716301243081e-02 2.061724301912410557e+08 8.044066545701762500e+13
